alnA	alnB	A	B	YNL093W_04	YNL093W_29	YNL093W_05	YNL093W_38	YNL093W_18	YNL093W_17	YNL093W_31	YNL093W_52	YNL093W_40	YNL093W_62	YNL093W_65	YNL093W_32	YNL093W_33	YNL093W_41	YNL093W_16	YNL093W_51	YNL093W_14	YNL093W_39	YNL093W_28	YNL093W_35	YNL093W_10	YNL093W_02	YNL093W_64	YNL093W_70	YNL093W_09	YNL093W_01	YNL093W_06	YNL093W_15	YNL093W_23	YNL093W_61	YNL093W_08	YNL093W_67	YNL093W_37	YNL093W_63	YNL093W_44	YNL093W_48	YNL093W_25	YNL093W_69	YNL093W_56	YNL093W_54	YNL093W_68	YNL093W_24	YNL093W_34	YNL093W_22	YNL093W_27	YNL093W_07	YNL093W_12	YNL093W_36	YNL093W_57	YNL093W_49	YNL093W_11	YNL093W_53	YNL093W_03	YNL093W_47	YNL093W_58
119	176	42	67	5976.0	2582.0	1111.0	3712.0	6771.0	1947.0	3984.0	270.0	1989.0	5850.0	6371.0	6171.0	3720.0	3237.0	5897.0	1481.0	4103.0	1055.0	1499.0	2509.0	5696.0	20000.0	348.0	4560.0	628.0	896.0	2971.0	2235.0	20000.0	20000.0	5607.0	1326.0	3327.0	20000.0	5520.0	20000.0	3652.0	5919.0	8441.0	603.0	1395.0	5532.0	9624.0	890.0	4971.0	3286.0	1398.0	20000.0	3513.0	8606.0	2668.0	3283.0	2396.0	3045.0	929.0
119	135	42	46	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
119	172	42	65	5977.0	2588.0	1118.0	3715.0	6927.0	1947.0	3985.0	444.0	2129.0	5851.0	6374.0	6444.0	3729.0	3241.0	5899.0	1541.0	4372.0	1059.0	1769.0	2510.0	5700.0	20000.0	604.0	4564.0	632.0	899.0	2973.0	2239.0	20000.0	20000.0	5609.0	1327.0	3330.0	20000.0	5521.0	20000.0	3647.0	5925.0	8448.0	691.0	20000.0	5533.0	9626.0	20000.0	5308.0	3287.0	1568.0	20000.0	3616.0	20000.0	2669.0	20000.0	2399.0	3042.0	977.0
132	176	44	67	5978.0	2588.0	1111.0	3714.0	6772.0	1948.0	3983.0	443.0	2118.0	5853.0	6372.0	6170.0	3720.0	3236.0	5897.0	1482.0	4370.0	1057.0	1765.0	2612.0	5696.0	799.0	604.0	4562.0	631.0	896.0	2973.0	2239.0	20000.0	20000.0	20000.0	1328.0	3327.0	20000.0	5522.0	20000.0	3653.0	5924.0	8444.0	692.0	1395.0	5534.0	9626.0	891.0	5304.0	3287.0	1566.0	20000.0	3615.0	20000.0	2674.0	3285.0	2399.0	3297.0	930.0
132	190	44	75	5907.0	2531.0	1081.0	3615.0	6721.0	1944.0	3949.0	185.0	1985.0	5844.0	6239.0	6159.0	3576.0	3231.0	5741.0	1258.0	4089.0	1011.0	1491.0	2216.0	5686.0	713.0	177.0	4447.0	589.0	836.0	2966.0	2236.0	6776.0	7755.0	5315.0	1145.0	3316.0	20000.0	5424.0	6366.0	3651.0	5913.0	8438.0	337.0	1314.0	5453.0	9552.0	759.0	5036.0	3047.0	1232.0	3367.0	3508.0	8600.0	2660.0	3159.0	2247.0	3287.0	887.0
132	172	44	65	5979.0	2730.0	1120.0	3715.0	6927.0	1948.0	3984.0	444.0	2122.0	5859.0	6376.0	6445.0	3725.0	3238.0	5899.0	20000.0	4371.0	1061.0	1769.0	2617.0	5700.0	20000.0	605.0	4569.0	634.0	898.0	2984.0	2243.0	20000.0	20000.0	20000.0	1328.0	3330.0	20000.0	5522.0	20000.0	3648.0	6140.0	8449.0	691.0	20000.0	5534.0	9628.0	20000.0	5306.0	3288.0	1568.0	20000.0	3781.0	20000.0	2672.0	20000.0	2535.0	3298.0	974.0
132	173	44	66	5978.0	2590.0	1119.0	3715.0	6926.0	1948.0	3983.0	444.0	2121.0	5856.0	6374.0	6174.0	3723.0	3237.0	5898.0	1484.0	4371.0	1060.0	1766.0	2614.0	5698.0	20000.0	605.0	4569.0	633.0	897.0	2975.0	2241.0	20000.0	20000.0	20000.0	1328.0	3329.0	20000.0	5522.0	20000.0	3652.0	6139.0	8447.0	691.0	20000.0	5534.0	9626.0	20000.0	5305.0	3288.0	1566.0	20000.0	3779.0	20000.0	2672.0	20000.0	2537.0	3298.0	933.0
134	172	45	65	5979.0	2730.0	1446.0	3715.0	6928.0	1948.0	3984.0	445.0	2122.0	5860.0	6376.0	6445.0	3725.0	3237.0	5899.0	20000.0	4371.0	1062.0	1770.0	20000.0	5701.0	20000.0	605.0	4571.0	635.0	898.0	3052.0	2245.0	20000.0	20000.0	20000.0	1329.0	3331.0	20000.0	5523.0	20000.0	3649.0	6136.0	8449.0	692.0	20000.0	5534.0	9629.0	20000.0	5305.0	3289.0	1568.0	20000.0	3781.0	20000.0	2674.0	20000.0	2537.0	3300.0	973.0
134	173	45	66	5978.0	2670.0	1318.0	3715.0	6927.0	1948.0	3983.0	444.0	2121.0	5856.0	6375.0	6173.0	3724.0	3236.0	5898.0	1484.0	4371.0	1061.0	1767.0	2616.0	5699.0	797.0	605.0	4570.0	634.0	897.0	2983.0	2242.0	20000.0	20000.0	20000.0	1329.0	3329.0	20000.0	5522.0	20000.0	3652.0	6135.0	8448.0	692.0	20000.0	5534.0	9627.0	1094.0	5304.0	3289.0	1567.0	20000.0	3778.0	20000.0	2674.0	20000.0	2538.0	3299.0	934.0
134	176	45	67	5978.0	2589.0	1119.0	3714.0	6772.0	1949.0	3982.0	444.0	2118.0	5854.0	6373.0	6170.0	3721.0	3236.0	5897.0	1482.0	4370.0	1058.0	1765.0	2614.0	5696.0	797.0	604.0	4563.0	632.0	896.0	2974.0	2240.0	20000.0	20000.0	20000.0	1328.0	3328.0	20000.0	5522.0	20000.0	3655.0	6134.0	8446.0	692.0	1396.0	5534.0	9627.0	892.0	5304.0	3288.0	1566.0	20000.0	3777.0	20000.0	2675.0	20000.0	2538.0	3298.0	931.0
134	171	45	64	5980.0	2730.0	1450.0	3716.0	6929.0	1948.0	3985.0	445.0	2125.0	6095.0	6380.0	6446.0	3726.0	3237.0	5900.0	20000.0	4372.0	20000.0	1815.0	20000.0	5701.0	20000.0	605.0	4571.0	636.0	900.0	3054.0	2281.0	20000.0	20000.0	20000.0	1329.0	3407.0	20000.0	5523.0	20000.0	3647.0	6137.0	8450.0	691.0	20000.0	5536.0	9631.0	20000.0	5305.0	3289.0	1569.0	20000.0	3782.0	20000.0	2672.0	20000.0	2536.0	3300.0	973.0
134	194	45	79	5908.0	2527.0	1086.0	3559.0	6626.0	1942.0	3932.0	184.0	2053.0	5839.0	6239.0	6158.0	3579.0	3230.0	5737.0	1189.0	4088.0	1010.0	1489.0	2212.0	5684.0	710.0	174.0	4447.0	586.0	837.0	2791.0	2241.0	6667.0	7729.0	5232.0	1128.0	3299.0	7767.0	5419.0	6296.0	3645.0	5952.0	8364.0	338.0	1313.0	5449.0	9517.0	680.0	5038.0	3048.0	1196.0	3367.0	3391.0	8605.0	2535.0	3171.0	2201.0	3078.0	884.0
135	171	46	64	6060.0	2731.0	1452.0	3717.0	6931.0	1950.0	3988.0	447.0	2142.0	6096.0	6405.0	6448.0	3727.0	3239.0	5901.0	20000.0	4373.0	20000.0	1818.0	20000.0	5703.0	20000.0	607.0	4574.0	638.0	901.0	3055.0	2283.0	20000.0	20000.0	20000.0	1330.0	3408.0	20000.0	5525.0	20000.0	3649.0	6140.0	8455.0	20000.0	20000.0	5671.0	9634.0	20000.0	5305.0	3293.0	1572.0	20000.0	3784.0	20000.0	2676.0	20000.0	2539.0	3301.0	975.0
135	172	46	65	6059.0	2731.0	1449.0	3716.0	6930.0	1950.0	3986.0	447.0	2125.0	6095.0	6403.0	6446.0	3726.0	3238.0	5900.0	20000.0	4373.0	20000.0	1815.0	20000.0	5702.0	20000.0	606.0	4574.0	636.0	900.0	3054.0	2284.0	20000.0	20000.0	20000.0	1330.0	3393.0	20000.0	5525.0	20000.0	3652.0	6138.0	8455.0	20000.0	20000.0	5670.0	9632.0	20000.0	5305.0	3291.0	1570.0	20000.0	3782.0	20000.0	2676.0	20000.0	2539.0	3301.0	974.0
135	170	46	63	6060.0	2731.0	1453.0	3718.0	6933.0	1948.0	3992.0	448.0	2143.0	6098.0	6407.0	6451.0	3728.0	3239.0	5902.0	20000.0	4373.0	20000.0	20000.0	20000.0	5704.0	20000.0	607.0	4575.0	639.0	1074.0	3055.0	2283.0	20000.0	20000.0	20000.0	1330.0	3411.0	20000.0	5526.0	20000.0	3647.0	6141.0	8455.0	692.0	20000.0	5671.0	9928.0	20000.0	5306.0	3294.0	1578.0	20000.0	3785.0	20000.0	2675.0	20000.0	2537.0	3302.0	975.0
136	170	47	63	6062.0	2732.0	1454.0	3719.0	20000.0	1950.0	4002.0	450.0	2147.0	6100.0	20000.0	6454.0	3729.0	3241.0	5903.0	20000.0	4375.0	20000.0	20000.0	20000.0	5706.0	20000.0	608.0	4580.0	642.0	1076.0	3057.0	2286.0	20000.0	20000.0	20000.0	1331.0	3424.0	20000.0	5527.0	20000.0	3649.0	20000.0	20000.0	20000.0	20000.0	5672.0	20000.0	20000.0	5306.0	20000.0	20000.0	20000.0	3788.0	20000.0	2676.0	20000.0	2540.0	3302.0	976.0
136	171	47	64	6061.0	2732.0	1453.0	3718.0	20000.0	1951.0	3992.0	449.0	2144.0	6098.0	6406.0	6450.0	3729.0	3240.0	5902.0	20000.0	4375.0	20000.0	20000.0	20000.0	5704.0	20000.0	608.0	4579.0	640.0	1075.0	3057.0	2287.0	20000.0	20000.0	20000.0	1331.0	3396.0	20000.0	5527.0	20000.0	3652.0	6142.0	20000.0	20000.0	20000.0	5672.0	20000.0	20000.0	5306.0	20000.0	20000.0	20000.0	3787.0	20000.0	2677.0	20000.0	2540.0	3302.0	976.0
136	169	47	62	6062.0	2733.0	1455.0	3720.0	20000.0	1950.0	4054.0	450.0	2148.0	6103.0	20000.0	6455.0	3732.0	3248.0	5905.0	20000.0	4376.0	20000.0	20000.0	20000.0	5706.0	20000.0	610.0	4587.0	642.0	1076.0	3059.0	2285.0	20000.0	20000.0	20000.0	1332.0	3431.0	20000.0	5528.0	20000.0	3649.0	20000.0	20000.0	20000.0	20000.0	5674.0	20000.0	20000.0	5306.0	20000.0	20000.0	20000.0	3790.0	20000.0	2676.0	20000.0	2540.0	3303.0	977.0
136	168	47	61	6062.0	2733.0	20000.0	3722.0	20000.0	1951.0	4054.0	450.0	2149.0	6103.0	20000.0	20000.0	3875.0	3246.0	5905.0	20000.0	4375.0	20000.0	20000.0	20000.0	5708.0	20000.0	612.0	4589.0	642.0	1077.0	3059.0	2286.0	20000.0	20000.0	20000.0	1332.0	3431.0	20000.0	5527.0	20000.0	3648.0	20000.0	20000.0	20000.0	20000.0	5674.0	20000.0	20000.0	5307.0	20000.0	20000.0	20000.0	3791.0	20000.0	2677.0	20000.0	2539.0	3304.0	978.0
137	170	48	63	6064.0	2734.0	1457.0	3721.0	20000.0	1951.0	4055.0	451.0	2149.0	6103.0	20000.0	6457.0	3732.0	3247.0	5905.0	20000.0	4378.0	20000.0	20000.0	20000.0	5708.0	20000.0	611.0	4587.0	643.0	1078.0	3059.0	2428.0	20000.0	20000.0	20000.0	1333.0	3431.0	20000.0	5530.0	20000.0	3826.0	20000.0	20000.0	20000.0	20000.0	5674.0	20000.0	20000.0	5307.0	20000.0	20000.0	20000.0	3792.0	20000.0	2678.0	20000.0	2542.0	3303.0	977.0
137	172	48	65	6062.0	2734.0	1453.0	3718.0	20000.0	1952.0	3992.0	449.0	2144.0	6099.0	6406.0	6451.0	3729.0	3240.0	5902.0	20000.0	4377.0	20000.0	1823.0	20000.0	5705.0	20000.0	608.0	4581.0	641.0	1076.0	3057.0	2428.0	20000.0	20000.0	20000.0	1332.0	3391.0	20000.0	5528.0	20000.0	3823.0	6141.0	20000.0	20000.0	20000.0	5673.0	20000.0	20000.0	5305.0	20000.0	20000.0	20000.0	3787.0	20000.0	2679.0	20000.0	2543.0	3302.0	975.0
137	171	48	64	6063.0	2734.0	1454.0	3719.0	20000.0	1953.0	4001.0	450.0	2147.0	6101.0	20000.0	6454.0	3730.0	3243.0	5904.0	20000.0	4377.0	20000.0	20000.0	20000.0	5707.0	20000.0	610.0	4585.0	643.0	1077.0	3058.0	2428.0	20000.0	20000.0	20000.0	1332.0	3394.0	20000.0	5530.0	20000.0	3826.0	20000.0	20000.0	20000.0	20000.0	5673.0	20000.0	20000.0	5306.0	20000.0	20000.0	20000.0	3790.0	20000.0	2679.0	20000.0	20000.0	3302.0	977.0
137	168	48	61	6065.0	2736.0	20000.0	20000.0	20000.0	1953.0	4057.0	454.0	2153.0	6106.0	20000.0	20000.0	3878.0	20000.0	5907.0	20000.0	4378.0	20000.0	20000.0	20000.0	5711.0	20000.0	20000.0	4598.0	645.0	20000.0	3061.0	2430.0	20000.0	20000.0	20000.0	1333.0	3434.0	20000.0	5531.0	20000.0	3830.0	20000.0	20000.0	20000.0	20000.0	5679.0	20000.0	20000.0	5309.0	20000.0	20000.0	20000.0	20000.0	20000.0	2679.0	20000.0	20000.0	3305.0	979.0
137	169	48	62	6064.0	2735.0	20000.0	3723.0	20000.0	1953.0	4056.0	452.0	2150.0	6104.0	20000.0	20000.0	3877.0	20000.0	5907.0	20000.0	4378.0	20000.0	20000.0	20000.0	5709.0	20000.0	20000.0	4590.0	644.0	1080.0	3061.0	2429.0	20000.0	20000.0	20000.0	1333.0	3433.0	20000.0	5531.0	20000.0	3827.0	20000.0	20000.0	20000.0	20000.0	5676.0	20000.0	20000.0	5307.0	20000.0	20000.0	20000.0	20000.0	20000.0	2678.0	20000.0	2542.0	3304.0	978.0
138	168	49	61	6070.0	2738.0	20000.0	20000.0	20000.0	20000.0	4060.0	20000.0	2349.0	6110.0	20000.0	20000.0	3882.0	20000.0	5910.0	20000.0	4385.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4602.0	647.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1336.0	20000.0	20000.0	5535.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5683.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2684.0	20000.0	20000.0	3309.0	981.0
138	169	49	62	6068.0	2736.0	20000.0	20000.0	20000.0	20000.0	4058.0	20000.0	2349.0	6107.0	20000.0	20000.0	3880.0	20000.0	5909.0	20000.0	4382.0	20000.0	20000.0	20000.0	5711.0	20000.0	20000.0	4598.0	647.0	20000.0	3063.0	20000.0	20000.0	20000.0	20000.0	1335.0	3435.0	20000.0	5533.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5682.0	20000.0	20000.0	5309.0	20000.0	20000.0	20000.0	20000.0	20000.0	2680.0	20000.0	20000.0	3306.0	980.0
138	170	49	63	6066.0	2735.0	20000.0	3723.0	20000.0	1953.0	4057.0	454.0	2152.0	6105.0	20000.0	20000.0	3878.0	3250.0	5907.0	20000.0	4381.0	20000.0	20000.0	20000.0	5710.0	20000.0	20000.0	4590.0	646.0	20000.0	3061.0	2429.0	20000.0	20000.0	20000.0	1334.0	3434.0	20000.0	5532.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5678.0	20000.0	20000.0	5308.0	20000.0	20000.0	20000.0	20000.0	20000.0	2680.0	20000.0	20000.0	3304.0	978.0
138	167	49	60	6070.0	2747.0	20000.0	20000.0	20000.0	20000.0	4083.0	20000.0	2353.0	20000.0	20000.0	20000.0	20000.0	20000.0	5913.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4618.0	650.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5539.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5691.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	168	50	61	20000.0	2748.0	20000.0	20000.0	20000.0	20000.0	4085.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5913.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4618.0	651.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5539.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5696.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	170	50	63	6070.0	2737.0	20000.0	20000.0	20000.0	1959.0	4059.0	20000.0	2351.0	6107.0	20000.0	20000.0	3881.0	20000.0	5909.0	20000.0	20000.0	20000.0	20000.0	20000.0	5712.0	20000.0	20000.0	4598.0	648.0	20000.0	3063.0	20000.0	20000.0	20000.0	20000.0	1335.0	3441.0	20000.0	5534.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5682.0	20000.0	20000.0	5311.0	20000.0	20000.0	20000.0	20000.0	20000.0	2683.0	20000.0	20000.0	3306.0	980.0
140	167	50	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4090.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4626.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5557.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5705.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
142	167	51	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
168	385	61	170	5892.0	2391.0	1083.0	3503.0	6558.0	1937.0	3898.0	178.0	1968.0	5632.0	6107.0	6186.0	3504.0	3270.0	5742.0	1187.0	3993.0	969.0	1455.0	2196.0	5551.0	740.0	171.0	4432.0	369.0	827.0	2802.0	2189.0	6699.0	7735.0	5221.0	1148.0	3241.0	7625.0	5298.0	6316.0	3610.0	5934.0	8440.0	348.0	1204.0	5373.0	9489.0	519.0	4895.0	3061.0	1204.0	3312.0	3354.0	8299.0	2543.0	3149.0	2198.0	2990.0	895.0
168	389	61	173	5887.0	2389.0	1082.0	3502.0	6553.0	1936.0	3898.0	175.0	1966.0	5631.0	6104.0	6186.0	3499.0	3267.0	5740.0	1158.0	3988.0	917.0	1455.0	2200.0	5552.0	741.0	170.0	4430.0	374.0	825.0	2778.0	2189.0	6697.0	7736.0	5218.0	1144.0	3241.0	7667.0	5293.0	6338.0	3610.0	5935.0	8442.0	342.0	1198.0	5371.0	9491.0	515.0	4896.0	3060.0	1205.0	3311.0	3351.0	8297.0	2535.0	3143.0	2197.0	2989.0	892.0
168	390	61	174	5886.0	2387.0	1083.0	3501.0	6552.0	1936.0	3896.0	173.0	1968.0	5630.0	6103.0	6185.0	3499.0	3254.0	5738.0	1158.0	3987.0	915.0	1455.0	2198.0	5553.0	742.0	170.0	4429.0	374.0	828.0	2774.0	2190.0	6696.0	7735.0	5219.0	1143.0	3240.0	7669.0	5291.0	6337.0	3610.0	5935.0	8441.0	340.0	1188.0	5371.0	9493.0	513.0	4897.0	3061.0	1205.0	3310.0	3352.0	8295.0	2536.0	3139.0	2196.0	2988.0	891.0
170	385	63	170	5890.0	2393.0	1082.0	3502.0	6554.0	1936.0	3898.0	177.0	1972.0	5633.0	6107.0	6186.0	3505.0	3269.0	5737.0	1187.0	3987.0	924.0	1460.0	2201.0	5549.0	741.0	171.0	4435.0	370.0	830.0	2763.0	2189.0	6695.0	7738.0	5219.0	1145.0	3248.0	7626.0	5298.0	6315.0	3611.0	5903.0	8440.0	350.0	1200.0	5374.0	9494.0	518.0	4897.0	3064.0	1206.0	3313.0	3358.0	8298.0	2547.0	3150.0	2198.0	2991.0	892.0
171	194	64	79	5969.0	2506.0	1133.0	3618.0	6618.0	2056.0	3914.0	215.0	2007.0	5840.0	6136.0	6186.0	3617.0	3336.0	5838.0	1193.0	4097.0	1128.0	1491.0	2226.0	5587.0	720.0	185.0	4456.0	451.0	877.0	2796.0	2303.0	6715.0	7760.0	5280.0	1122.0	3263.0	7768.0	5412.0	6381.0	3789.0	6022.0	8538.0	355.0	1391.0	5384.0	9516.0	683.0	5080.0	3114.0	1205.0	3741.0	3469.0	8672.0	2543.0	3266.0	2226.0	3051.0	914.0
181	190	71	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	75	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	76	104	6017.0	2465.0	1133.0	3636.0	6605.0	1988.0	3998.0	262.0	2154.0	5840.0	6143.0	6174.0	3772.0	3333.0	5765.0	1269.0	4324.0	1060.0	1545.0	2305.0	5563.0	729.0	275.0	4475.0	473.0	926.0	2766.0	2224.0	6686.0	7744.0	5278.0	1203.0	3324.0	7709.0	5420.0	6320.0	3637.0	5907.0	8389.0	375.0	1341.0	5455.0	9544.0	742.0	4950.0	3316.0	1247.0	3333.0	3498.0	8551.0	2614.0	3235.0	2287.0	3081.0	941.0
191	229	76	107	6033.0	2465.0	1140.0	3601.0	6639.0	1957.0	3930.0	262.0	2158.0	5840.0	6118.0	6175.0	3777.0	3318.0	5766.0	1272.0	4326.0	1059.0	1545.0	2284.0	5559.0	728.0	273.0	4472.0	423.0	925.0	2768.0	2230.0	6686.0	7746.0	5281.0	1202.0	3324.0	7709.0	5419.0	6327.0	3649.0	5947.0	8385.0	375.0	1344.0	5455.0	9543.0	743.0	4956.0	3349.0	1248.0	3337.0	3497.0	8550.0	2612.0	3238.0	2287.0	3082.0	922.0
192	196	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	77	107	6033.0	2465.0	1167.0	3606.0	6664.0	1991.0	4007.0	265.0	2246.0	5843.0	6146.0	6177.0	3784.0	3319.0	5768.0	1274.0	4328.0	1060.0	1551.0	2305.0	5562.0	733.0	277.0	4480.0	476.0	926.0	2772.0	2234.0	6688.0	7759.0	5282.0	1202.0	3354.0	7709.0	5422.0	6327.0	3653.0	5948.0	8385.0	375.0	1347.0	5457.0	9579.0	744.0	5051.0	3350.0	1250.0	3653.0	3498.0	8555.0	2614.0	3242.0	2292.0	3083.0	944.0
193	198	78	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	79	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	241	79	113	6039.0	2466.0	1171.0	3607.0	6632.0	1990.0	4019.0	268.0	2237.0	5850.0	6147.0	6182.0	3793.0	3310.0	5809.0	1291.0	4333.0	956.0	1583.0	2309.0	5561.0	750.0	347.0	4577.0	419.0	925.0	2908.0	2242.0	6695.0	7846.0	5299.0	1199.0	3348.0	7706.0	5426.0	6452.0	3686.0	6200.0	8383.0	375.0	1366.0	5470.0	9633.0	863.0	5107.0	3355.0	1288.0	3653.0	3499.0	8587.0	2613.0	3292.0	2305.0	3115.0	922.0
195	230	80	108	6037.0	2466.0	1173.0	3638.0	6665.0	1994.0	4017.0	270.0	2248.0	5847.0	6208.0	6181.0	3791.0	3319.0	5773.0	1414.0	4333.0	1062.0	1590.0	2364.0	5564.0	744.0	361.0	4609.0	508.0	926.0	2894.0	2250.0	6700.0	7907.0	5304.0	1202.0	3353.0	7708.0	5428.0	6450.0	3692.0	6311.0	8385.0	374.0	1370.0	5471.0	9632.0	831.0	5102.0	3357.0	1264.0	3654.0	3499.0	8591.0	2670.0	3312.0	2307.0	3090.0	949.0
