alnA	alnB	A	B	YBR164C_13	YBR164C_53	YBR164C_52	YBR164C_43	YBR164C_04	YBR164C_03	YBR164C_46	YBR164C_10	YBR164C_01	YBR164C_47	YBR164C_59	YBR164C_49	YBR164C_28	YBR164C_37	YBR164C_44	YBR164C_11	YBR164C_27	YBR164C_56	YBR164C_38	YBR164C_06	YBR164C_15	YBR164C_33	YBR164C_51	YBR164C_14	YBR164C_08	YBR164C_48	YBR164C_57	YBR164C_62	YBR164C_70
206	254	88	123	6527.0	388.0	1912.0	350.0	1184.0	5272.0	3407.0	1388.0	1131.0	6423.0	694.0	7556.0	3143.0	4084.0	8372.0	1647.0	8222.0	4368.0	1587.0	1105.0	7273.0	4446.0	8867.0	5588.0	6241.0	9320.0	6635.0	3354.0	9499.0
206	384	88	168	6590.0	342.0	1943.0	329.0	1164.0	5268.0	3409.0	1369.0	996.0	6366.0	643.0	7509.0	3081.0	4052.0	8353.0	1538.0	8222.0	4320.0	1264.0	1092.0	7263.0	4441.0	8652.0	5468.0	6220.0	9268.0	6573.0	3350.0	9470.0
206	385	88	169	6586.0	342.0	1944.0	330.0	1165.0	5268.0	3410.0	1370.0	994.0	6366.0	642.0	7525.0	3085.0	4052.0	8355.0	1540.0	8221.0	4320.0	1264.0	1092.0	7263.0	4442.0	8651.0	5468.0	6227.0	9268.0	6574.0	3350.0	9468.0
206	369	88	155	6509.0	347.0	1901.0	311.0	1179.0	5269.0	3372.0	1383.0	1083.0	6383.0	680.0	7552.0	3071.0	4063.0	8358.0	1544.0	8217.0	4325.0	1382.0	1068.0	7248.0	4444.0	8789.0	5537.0	6229.0	9292.0	6582.0	3339.0	9490.0
206	389	88	172	6582.0	349.0	1944.0	332.0	1155.0	5267.0	3412.0	1372.0	992.0	6361.0	638.0	7478.0	3088.0	4048.0	8354.0	1543.0	8221.0	4316.0	1260.0	1089.0	7263.0	4441.0	8646.0	5464.0	6216.0	9267.0	6573.0	3352.0	9467.0
207	251	89	120	6528.0	390.0	1909.0	364.0	1185.0	5277.0	3413.0	1394.0	1143.0	6422.0	692.0	7557.0	3147.0	4088.0	8388.0	1648.0	8221.0	4388.0	1425.0	1104.0	7274.0	4458.0	8868.0	5590.0	6240.0	9297.0	6634.0	3357.0	9500.0
207	252	89	121	6529.0	390.0	1911.0	362.0	1185.0	5275.0	3411.0	1393.0	1142.0	6423.0	695.0	7557.0	3146.0	4093.0	8388.0	1648.0	8223.0	4384.0	1589.0	1105.0	7273.0	4457.0	8868.0	5590.0	6241.0	9320.0	6635.0	3356.0	9499.0
207	253	89	122	6529.0	389.0	1912.0	361.0	1184.0	5274.0	3410.0	1391.0	1119.0	6423.0	694.0	7556.0	3145.0	4093.0	8374.0	1648.0	8226.0	4370.0	1588.0	1106.0	7273.0	4450.0	8868.0	5590.0	6242.0	9321.0	6636.0	3355.0	9498.0
207	254	89	123	6529.0	388.0	1912.0	353.0	1184.0	5273.0	3408.0	1388.0	1114.0	6424.0	694.0	7556.0	3143.0	4093.0	8368.0	1648.0	8228.0	4366.0	1574.0	1106.0	7273.0	4448.0	8868.0	5590.0	6243.0	9321.0	6637.0	3354.0	9497.0
207	227	89	106	6521.0	371.0	1913.0	382.0	1209.0	5272.0	3451.0	1442.0	1174.0	6439.0	744.0	7569.0	3101.0	4296.0	8438.0	1650.0	8247.0	4399.0	1604.0	1127.0	7401.0	4502.0	8878.0	5606.0	6240.0	9324.0	6687.0	3360.0	9532.0
207	221	89	101	20000.0	20000.0	1965.0	777.0	1226.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1814.0	20000.0	20000.0	20000.0	1309.0	20000.0	20000.0	20000.0	20000.0	6259.0	9523.0	20000.0	20000.0	20000.0
207	222	89	102	6532.0	553.0	1915.0	410.0	1223.0	5354.0	20000.0	20000.0	1179.0	6451.0	883.0	20000.0	3213.0	20000.0	8455.0	1743.0	8535.0	20000.0	1686.0	1305.0	20000.0	4766.0	9005.0	20000.0	6257.0	9458.0	20000.0	3517.0	20000.0
207	226	89	105	6522.0	371.0	1913.0	382.0	1214.0	5273.0	3458.0	1454.0	1175.0	6438.0	745.0	7570.0	3102.0	4296.0	8439.0	1651.0	8247.0	4399.0	1636.0	1134.0	7401.0	4503.0	8847.0	5606.0	6240.0	9434.0	6691.0	3361.0	9534.0
207	230	89	109	6521.0	370.0	1909.0	378.0	1190.0	5272.0	3447.0	1433.0	1170.0	6433.0	741.0	7565.0	3098.0	4138.0	8395.0	1650.0	8243.0	4398.0	1468.0	1108.0	7401.0	4499.0	8847.0	5575.0	6239.0	9321.0	6637.0	3357.0	9528.0
208	254	90	123	6531.0	389.0	1913.0	353.0	1184.0	5273.0	3409.0	1388.0	1109.0	6427.0	693.0	7556.0	3143.0	4096.0	8366.0	1649.0	8230.0	4364.0	1425.0	1107.0	7273.0	4450.0	8867.0	5591.0	6245.0	9321.0	6637.0	3353.0	9495.0
208	255	90	124	6530.0	388.0	1913.0	352.0	1184.0	5273.0	3408.0	1385.0	1103.0	6427.0	693.0	7555.0	3142.0	4096.0	8365.0	1649.0	8233.0	4364.0	1424.0	1107.0	7272.0	4448.0	8867.0	5591.0	6247.0	9320.0	6638.0	3351.0	9494.0
208	256	90	125	6530.0	386.0	1914.0	351.0	1183.0	5272.0	3407.0	1384.0	1101.0	6427.0	693.0	7555.0	3141.0	4098.0	8364.0	1648.0	8235.0	4364.0	1419.0	1107.0	7271.0	4448.0	8866.0	5589.0	6251.0	9320.0	6638.0	3350.0	9492.0
208	222	90	102	20000.0	20000.0	20000.0	778.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	253	91	122	6532.0	390.0	1913.0	359.0	1185.0	5275.0	3411.0	1391.0	1105.0	6428.0	693.0	7556.0	3145.0	4097.0	8366.0	1651.0	8234.0	4366.0	1342.0	1106.0	7272.0	4457.0	8868.0	5594.0	6245.0	9321.0	6638.0	3352.0	9495.0
209	254	91	123	6531.0	389.0	1913.0	353.0	1185.0	5274.0	3409.0	1386.0	1102.0	6427.0	693.0	7556.0	3143.0	4098.0	8364.0	1650.0	8235.0	4363.0	1344.0	1107.0	7272.0	4455.0	8867.0	5592.0	6247.0	9321.0	6638.0	3350.0	9494.0
209	255	91	124	6531.0	388.0	1914.0	352.0	1184.0	5273.0	3408.0	1385.0	1100.0	6428.0	693.0	7555.0	3141.0	4098.0	8364.0	1650.0	8236.0	4363.0	1416.0	1107.0	7271.0	4449.0	8867.0	5591.0	6251.0	9321.0	6638.0	3347.0	9494.0
209	213	91	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	219	91	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	222	91	102	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	256	91	125	6531.0	387.0	1914.0	351.0	1183.0	5273.0	3407.0	1384.0	1099.0	6427.0	692.0	7555.0	3140.0	4100.0	8363.0	1650.0	8238.0	4363.0	1399.0	1107.0	7270.0	4449.0	8866.0	5589.0	6293.0	9320.0	6638.0	3347.0	9492.0
209	290	91	133	6515.0	379.0	1907.0	347.0	1147.0	5269.0	3398.0	1385.0	1084.0	6428.0	679.0	7556.0	3135.0	4107.0	8361.0	1642.0	8230.0	4362.0	1314.0	1153.0	7261.0	4453.0	8864.0	5551.0	6279.0	9319.0	6635.0	3347.0	9478.0
209	295	91	138	6507.0	382.0	1902.0	348.0	1148.0	5267.0	3392.0	1402.0	1079.0	6421.0	675.0	7552.0	3132.0	4101.0	8367.0	1642.0	8213.0	4336.0	1311.0	1117.0	7263.0	4451.0	8760.0	5546.0	6267.0	9317.0	6630.0	3340.0	9467.0
209	368	91	154	6507.0	350.0	1903.0	336.0	1179.0	5271.0	3396.0	1383.0	1006.0	6385.0	676.0	7531.0	3073.0	4064.0	8356.0	1548.0	8224.0	4327.0	1336.0	1073.0	7251.0	4443.0	8811.0	5540.0	6231.0	9293.0	6590.0	3337.0	9488.0
209	369	91	155	6509.0	342.0	1904.0	336.0	1179.0	5271.0	3398.0	1383.0	1003.0	6390.0	675.0	7532.0	3073.0	4064.0	8356.0	1547.0	8228.0	4329.0	1334.0	1102.0	7251.0	4444.0	8842.0	5541.0	6229.0	9297.0	6588.0	3338.0	9490.0
209	283	91	132	6515.0	378.0	1907.0	346.0	1145.0	5269.0	3398.0	1382.0	1080.0	6429.0	678.0	7556.0	3100.0	4108.0	8360.0	1642.0	8230.0	4361.0	1314.0	1150.0	7260.0	4454.0	8865.0	5551.0	6280.0	9320.0	6635.0	3348.0	9477.0
209	291	91	134	6514.0	380.0	1904.0	348.0	1147.0	5268.0	3396.0	1388.0	1080.0	6427.0	679.0	7555.0	3134.0	4107.0	8362.0	1642.0	8226.0	4362.0	1313.0	1160.0	7262.0	4453.0	8863.0	5549.0	6276.0	9319.0	6634.0	3346.0	9476.0
209	292	91	135	6512.0	382.0	1903.0	348.0	1147.0	5268.0	3395.0	1390.0	1084.0	6426.0	678.0	7553.0	3133.0	4106.0	8363.0	1642.0	8213.0	4362.0	1312.0	1118.0	7263.0	4453.0	8863.0	5548.0	6274.0	9319.0	6633.0	3345.0	9469.0
209	370	91	156	6513.0	339.0	1906.0	286.0	1177.0	5271.0	3403.0	1382.0	1000.0	6392.0	675.0	7532.0	3073.0	4063.0	8356.0	1545.0	8232.0	4330.0	1323.0	1103.0	7251.0	4445.0	8844.0	5543.0	6226.0	9292.0	6587.0	3339.0	9491.0
210	290	92	133	6517.0	379.0	1907.0	348.0	1148.0	5270.0	3398.0	1386.0	1076.0	6428.0	679.0	7556.0	3101.0	4107.0	8361.0	1643.0	8239.0	4361.0	1315.0	1155.0	7260.0	4454.0	8864.0	5551.0	6286.0	9319.0	6635.0	3347.0	9478.0
210	256	92	125	6532.0	387.0	1914.0	351.0	1184.0	5273.0	3407.0	1384.0	1096.0	6428.0	693.0	7555.0	3140.0	4100.0	8362.0	1650.0	8240.0	4358.0	1333.0	1107.0	7268.0	4450.0	8865.0	5593.0	6304.0	9320.0	6638.0	3346.0	9493.0
210	257	92	126	6532.0	385.0	1914.0	349.0	1157.0	5272.0	3406.0	1384.0	1095.0	6428.0	692.0	7555.0	3140.0	4102.0	8362.0	1650.0	8239.0	4359.0	1326.0	1107.0	7267.0	4451.0	8867.0	5553.0	6324.0	9320.0	6638.0	3346.0	9492.0
210	219	92	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	255	93	124	6533.0	389.0	1914.0	352.0	1185.0	5273.0	3407.0	1385.0	1095.0	6428.0	694.0	7553.0	3140.0	4101.0	8360.0	1651.0	8242.0	4356.0	1333.0	1107.0	7267.0	4456.0	8866.0	5552.0	6306.0	9320.0	6638.0	3344.0	9495.0
211	256	93	125	6533.0	387.0	1915.0	351.0	1184.0	5273.0	3406.0	1384.0	1090.0	6427.0	694.0	7553.0	3139.0	4101.0	8360.0	1651.0	8263.0	4356.0	1325.0	1107.0	7266.0	4455.0	8864.0	5552.0	6306.0	9320.0	6638.0	3344.0	9493.0
211	257	93	126	6533.0	385.0	1914.0	348.0	1156.0	5272.0	3405.0	1384.0	1090.0	6427.0	690.0	7554.0	3139.0	4102.0	8361.0	1651.0	8243.0	4356.0	1323.0	1107.0	7266.0	4455.0	8866.0	5551.0	6329.0	9320.0	6638.0	3344.0	9492.0
211	290	93	133	6519.0	341.0	1908.0	348.0	1148.0	5270.0	3396.0	1387.0	1074.0	6428.0	677.0	7556.0	3099.0	4106.0	8361.0	1644.0	8239.0	4361.0	1315.0	1157.0	7259.0	4455.0	8863.0	5550.0	6290.0	9319.0	6634.0	3346.0	9476.0
211	283	93	132	6518.0	338.0	1908.0	347.0	1146.0	5270.0	3396.0	1384.0	1074.0	6429.0	677.0	7556.0	3098.0	4106.0	8360.0	1643.0	8239.0	4360.0	1316.0	1151.0	7258.0	4455.0	8863.0	5551.0	6291.0	9320.0	6634.0	3346.0	9476.0
211	258	93	127	6533.0	383.0	1913.0	347.0	1153.0	5272.0	3403.0	1383.0	1088.0	6427.0	685.0	7555.0	3138.0	4103.0	8361.0	1650.0	8242.0	4357.0	1321.0	1107.0	7262.0	4455.0	8868.0	5551.0	6331.0	9320.0	6637.0	3345.0	9489.0
211	370	93	156	6508.0	337.0	1905.0	277.0	1155.0	5270.0	3404.0	1367.0	994.0	6391.0	669.0	7524.0	3071.0	4063.0	8354.0	1545.0	8233.0	4332.0	1319.0	1104.0	7250.0	4442.0	8845.0	5543.0	6216.0	9292.0	6593.0	3337.0	9467.0
212	257	94	126	6534.0	385.0	1913.0	348.0	1155.0	5272.0	3404.0	1384.0	1089.0	6428.0	688.0	7553.0	3139.0	4101.0	8360.0	1651.0	8240.0	4356.0	1322.0	1107.0	7262.0	4456.0	8865.0	5551.0	6330.0	9319.0	6638.0	3344.0	9491.0
213	290	95	133	6528.0	335.0	1907.0	349.0	1148.0	5271.0	3395.0	1386.0	1069.0	6427.0	676.0	7555.0	3096.0	4103.0	8361.0	1643.0	8229.0	4359.0	1316.0	1114.0	7259.0	4456.0	8862.0	5549.0	6297.0	9319.0	6632.0	3345.0	9469.0
213	257	95	126	6534.0	346.0	1913.0	348.0	1154.0	5271.0	3403.0	1384.0	1087.0	6426.0	685.0	7531.0	3138.0	4102.0	8359.0	1651.0	8239.0	4353.0	1322.0	1107.0	7261.0	4457.0	8864.0	5550.0	6332.0	9319.0	6637.0	3343.0	9492.0
213	219	95	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	290	96	133	6531.0	333.0	1907.0	350.0	1149.0	5271.0	3388.0	1388.0	1068.0	6427.0	663.0	7555.0	3095.0	4105.0	8361.0	1643.0	8228.0	4360.0	1317.0	1160.0	7259.0	4456.0	8862.0	5549.0	6337.0	9319.0	6632.0	3345.0	9468.0
214	220	96	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	221	97	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	222	97	102	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	290	99	133	6533.0	330.0	1907.0	354.0	1147.0	5271.0	3381.0	1386.0	1063.0	6425.0	662.0	7554.0	3097.0	4108.0	8359.0	1593.0	8214.0	4345.0	1318.0	1162.0	7270.0	4456.0	8862.0	5548.0	6338.0	9317.0	6631.0	3347.0	9464.0
219	223	99	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	253	99	122	6537.0	348.0	1914.0	363.0	1154.0	5276.0	3402.0	1393.0	1087.0	6431.0	733.0	7527.0	3140.0	4034.0	8356.0	1657.0	8263.0	4351.0	1333.0	1112.0	7275.0	4458.0	8867.0	5546.0	6321.0	9322.0	6639.0	3334.0	9503.0
219	295	99	138	6510.0	335.0	1900.0	271.0	1148.0	5269.0	3354.0	1407.0	1066.0	6393.0	663.0	7550.0	3103.0	4093.0	8363.0	1584.0	8214.0	4336.0	1317.0	1118.0	7267.0	4454.0	8759.0	5546.0	6282.0	9316.0	6624.0	3338.0	9457.0
219	302	99	143	6498.0	384.0	1897.0	269.0	1149.0	5268.0	3382.0	1408.0	1065.0	6363.0	666.0	7547.0	3098.0	4062.0	8367.0	1581.0	8214.0	4330.0	1318.0	1117.0	7263.0	4446.0	8753.0	5541.0	6281.0	9316.0	6619.0	3306.0	9444.0
219	294	99	137	6533.0	336.0	1900.0	270.0	1149.0	5269.0	3352.0	1407.0	1064.0	6391.0	662.0	7550.0	3100.0	4095.0	8362.0	1583.0	8213.0	4336.0	1317.0	1117.0	7267.0	4455.0	8761.0	5546.0	6283.0	9316.0	6622.0	3340.0	9457.0
220	225	100	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	226	101	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	227	102	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	253	102	122	6537.0	347.0	1918.0	366.0	1153.0	5281.0	3401.0	1394.0	1087.0	6459.0	766.0	7540.0	3139.0	4108.0	8357.0	1612.0	8232.0	4356.0	1333.0	1122.0	7287.0	4459.0	8868.0	5550.0	6326.0	9331.0	6642.0	3360.0	9527.0
223	302	103	143	6530.0	379.0	1896.0	267.0	1150.0	5270.0	3378.0	1411.0	1070.0	6362.0	665.0	7551.0	3103.0	4058.0	8371.0	1583.0	8212.0	4328.0	1319.0	1065.0	7267.0	4454.0	8752.0	5542.0	6286.0	9316.0	6615.0	3339.0	9449.0
223	294	103	137	6528.0	333.0	1897.0	264.0	1148.0	5270.0	3349.0	1409.0	1066.0	6363.0	653.0	7554.0	3102.0	4029.0	8362.0	1583.0	8209.0	4333.0	1317.0	1072.0	7278.0	4457.0	8755.0	5546.0	6285.0	9316.0	6618.0	3340.0	9459.0
223	297	103	140	6530.0	334.0	1897.0	266.0	1149.0	5270.0	3354.0	1411.0	1069.0	6362.0	662.0	7551.0	3103.0	4058.0	8365.0	1583.0	8211.0	4330.0	1320.0	1066.0	7270.0	4457.0	8752.0	5545.0	6285.0	9316.0	6617.0	3340.0	9459.0
223	228	103	107	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
225	229	104	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
226	230	105	109	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
227	251	106	120	20000.0	20000.0	1958.0	540.0	1254.0	20000.0	20000.0	1444.0	1113.0	20000.0	20000.0	7586.0	3143.0	20000.0	8664.0	20000.0	20000.0	20000.0	20000.0	20000.0	7558.0	20000.0	9074.0	20000.0	20000.0	9509.0	20000.0	3469.0	20000.0
227	302	106	143	6529.0	334.0	1897.0	265.0	1153.0	5272.0	3373.0	1413.0	1071.0	6360.0	653.0	7556.0	3103.0	4055.0	8373.0	1585.0	8210.0	4324.0	1321.0	1063.0	7271.0	4457.0	8750.0	5541.0	6292.0	9314.0	6612.0	3308.0	9450.0
227	231	106	110	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
227	366	106	152	6504.0	391.0	1891.0	280.0	1166.0	5265.0	3363.0	1424.0	1078.0	6357.0	653.0	7501.0	3074.0	4076.0	8359.0	1577.0	8218.0	4316.0	1325.0	1063.0	7240.0	4445.0	8746.0	5535.0	6307.0	9306.0	6603.0	3333.0	9492.0
227	253	106	122	6547.0	402.0	1927.0	505.0	1249.0	5306.0	3407.0	1397.0	1098.0	6647.0	711.0	7573.0	3138.0	4329.0	8362.0	1728.0	8322.0	4443.0	1557.0	1177.0	7292.0	4474.0	8900.0	5620.0	6349.0	9345.0	6651.0	3462.0	9635.0
228	234	107	111	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
229	236	108	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	251	109	120	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	249	109	118	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	241	109	115	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	251	110	120	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	366	110	152	6508.0	397.0	1894.0	281.0	1206.0	5305.0	3365.0	1452.0	1082.0	6359.0	652.0	7512.0	3098.0	4075.0	8369.0	1578.0	8222.0	4315.0	1382.0	1062.0	7261.0	4468.0	8749.0	5535.0	6309.0	9305.0	6600.0	3337.0	9488.0
241	251	115	120	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
250	389	119	172	6529.0	382.0	1911.0	344.0	1162.0	5311.0	3444.0	1420.0	994.0	6359.0	639.0	7473.0	3084.0	4053.0	8358.0	1572.0	8225.0	4313.0	1259.0	1072.0	7302.0	4463.0	8643.0	5463.0	6220.0	9267.0	6589.0	3365.0	9466.0
250	367	119	153	6531.0	433.0	1912.0	289.0	1198.0	5332.0	3370.0	1490.0	1123.0	6366.0	686.0	7575.0	3080.0	4073.0	8375.0	1578.0	8229.0	4321.0	1393.0	1065.0	7259.0	4471.0	8761.0	5541.0	6307.0	9306.0	6603.0	3343.0	9487.0
250	388	119	171	6529.0	382.0	1910.0	342.0	1162.0	5312.0	3443.0	1420.0	995.0	6359.0	639.0	7475.0	3082.0	4055.0	8357.0	1572.0	8227.0	4313.0	1259.0	1093.0	7302.0	4463.0	8643.0	5463.0	6220.0	9267.0	6587.0	3363.0	9466.0
251	367	120	153	6535.0	437.0	1913.0	292.0	1197.0	5333.0	3372.0	1493.0	1122.0	6383.0	687.0	7628.0	3082.0	4073.0	8377.0	1579.0	8231.0	4323.0	1394.0	1066.0	7267.0	4472.0	8785.0	5543.0	6309.0	9308.0	6607.0	3345.0	9488.0
251	366	120	152	6531.0	437.0	1913.0	292.0	1199.0	5333.0	3371.0	1489.0	1122.0	6368.0	688.0	7570.0	3080.0	4074.0	8375.0	1578.0	8229.0	4321.0	1393.0	1065.0	7263.0	4472.0	8763.0	5542.0	6310.0	9307.0	6608.0	3344.0	9486.0
251	389	120	172	6530.0	380.0	1912.0	349.0	1168.0	5314.0	3444.0	1422.0	994.0	6360.0	641.0	7477.0	3085.0	4054.0	8359.0	1572.0	8227.0	4316.0	1261.0	1093.0	7303.0	4463.0	8646.0	5465.0	6224.0	9269.0	6599.0	3374.0	9467.0
251	354	120	149	6531.0	437.0	1914.0	290.0	1199.0	5332.0	3370.0	1486.0	1123.0	6365.0	688.0	7566.0	3097.0	4072.0	8372.0	1582.0	8227.0	4318.0	1390.0	1061.0	7284.0	4472.0	8755.0	5542.0	6314.0	9306.0	6608.0	3342.0	9483.0
252	366	121	152	6534.0	438.0	1919.0	297.0	1199.0	5333.0	3372.0	1491.0	1122.0	6372.0	688.0	7571.0	3081.0	4074.0	8375.0	1579.0	8230.0	4323.0	1393.0	1066.0	7267.0	4472.0	8784.0	5543.0	6313.0	9308.0	6609.0	3345.0	9487.0
252	367	121	153	6536.0	437.0	1918.0	326.0	1197.0	5333.0	3373.0	1495.0	1123.0	6387.0	688.0	7629.0	3084.0	4074.0	8379.0	1580.0	8233.0	4325.0	1394.0	1068.0	7283.0	4472.0	8790.0	5545.0	6311.0	9309.0	6611.0	3347.0	9489.0
252	369	121	155	6538.0	437.0	1913.0	292.0	1193.0	5339.0	3376.0	1497.0	1125.0	6390.0	685.0	7623.0	3086.0	4073.0	8424.0	1578.0	8235.0	4329.0	1395.0	1071.0	7284.0	4471.0	8803.0	5545.0	6308.0	9311.0	6602.0	3348.0	9516.0
