alnA	alnB	A	B	YOR094W_63	YOR094W_09	YOR094W_48	YOR094W_26	YOR094W_32	YOR094W_02	YOR094W_39	YOR094W_20	YOR094W_22	YOR094W_10	YOR094W_03	YOR094W_56	YOR094W_17	YOR094W_29	YOR094W_49	YOR094W_16	YOR094W_33	YOR094W_47	YOR094W_07	YOR094W_18	YOR094W_37	YOR094W_57	YOR094W_14	YOR094W_59	YOR094W_11	YOR094W_67	YOR094W_13	YOR094W_19	YOR094W_55	YOR094W_12	YOR094W_70	YOR094W_66	YOR094W_15	YOR094W_06	YOR094W_21	YOR094W_62	YOR094W_31	YOR094W_36	YOR094W_51	YOR094W_45	YOR094W_04	YOR094W_23	YOR094W_01	YOR094W_52	YOR094W_64
135	172	52	63	20000.0	20000.0	458.0	5129.0	3210.0	1171.0	3450.0	20000.0	20000.0	20000.0	2154.0	6253.0	20000.0	8390.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4319.0	2220.0	20000.0	7384.0	2616.0	20000.0	2147.0	20000.0	20000.0	2429.0	20000.0	1663.0	20000.0	8513.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	7833.0	20000.0
135	170	52	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	170	53	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	171	53	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	169	53	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	168	53	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	170	54	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	172	54	63	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	171	54	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	168	54	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	169	54	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	168	55	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	169	55	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	170	55	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	167	55	58	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	168	56	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	170	56	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	167	56	58	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
142	167	57	58	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
168	385	59	169	8863.0	7823.0	396.0	4785.0	3199.0	1016.0	3315.0	5302.0	7088.0	6933.0	2267.0	5926.0	1375.0	8052.0	1704.0	2277.0	1812.0	3267.0	3621.0	61.0	247.0	4923.0	3922.0	1913.0	7348.0	7347.0	2228.0	5836.0	1950.0	232.0	3539.0	2065.0	1298.0	1550.0	291.0	8229.0	4047.0	4340.0	2869.0	7358.0	6542.0	4146.0	591.0	7480.0	2368.0
168	389	59	172	8862.0	7828.0	395.0	4790.0	3199.0	1025.0	3316.0	5302.0	7090.0	6931.0	2265.0	5964.0	1375.0	8055.0	1709.0	2277.0	1810.0	3263.0	3622.0	62.0	250.0	4921.0	3919.0	1910.0	7267.0	7347.0	2226.0	5837.0	1949.0	249.0	3599.0	2065.0	1298.0	1549.0	292.0	8235.0	4046.0	4341.0	2872.0	7357.0	6574.0	4146.0	592.0	7475.0	2367.0
168	390	59	173	8862.0	7828.0	394.0	4791.0	3200.0	1026.0	3317.0	5305.0	7091.0	6931.0	2265.0	5963.0	1375.0	8057.0	1709.0	2276.0	1810.0	3263.0	3621.0	61.0	251.0	4919.0	3919.0	1911.0	7271.0	7349.0	2226.0	5839.0	1950.0	250.0	3624.0	2065.0	1299.0	1550.0	292.0	8234.0	4046.0	4342.0	2873.0	7358.0	6575.0	4146.0	592.0	7475.0	2367.0
170	385	61	169	8864.0	7824.0	399.0	4787.0	3198.0	1020.0	3315.0	5312.0	7089.0	6935.0	2268.0	5960.0	1375.0	8053.0	1706.0	2277.0	1815.0	3270.0	3623.0	62.0	250.0	4926.0	3921.0	1919.0	7348.0	7348.0	2230.0	5837.0	1952.0	249.0	3589.0	2064.0	1302.0	1548.0	293.0	8238.0	4048.0	4344.0	2871.0	7359.0	6545.0	4146.0	591.0	7483.0	2368.0
171	194	62	79	8922.0	7910.0	401.0	4809.0	3251.0	1125.0	3433.0	5326.0	7161.0	7035.0	2289.0	6076.0	1390.0	8178.0	1770.0	2538.0	2021.0	3420.0	3781.0	134.0	376.0	5049.0	4110.0	2082.0	7394.0	7359.0	2261.0	6063.0	2109.0	308.0	3641.0	2267.0	1540.0	1658.0	411.0	8363.0	4254.0	4403.0	2953.0	7418.0	6639.0	4266.0	715.0	7754.0	2429.0
181	190	68	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	75	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	76	104	8932.0	7852.0	362.0	4803.0	3185.0	1127.0	3313.0	5384.0	7122.0	6935.0	2249.0	6065.0	1382.0	8070.0	1724.0	2334.0	1949.0	3393.0	3591.0	54.0	281.0	5013.0	3945.0	2049.0	7280.0	7350.0	2277.0	5848.0	2074.0	309.0	3645.0	2149.0	1405.0	1577.0	392.0	8314.0	4242.0	4392.0	2984.0	7415.0	6599.0	4278.0	563.0	7581.0	2409.0
191	229	76	107	8929.0	7860.0	364.0	4805.0	3193.0	1123.0	3340.0	5383.0	7128.0	6974.0	2288.0	6066.0	1386.0	8068.0	1722.0	2398.0	1952.0	3393.0	3710.0	54.0	283.0	5013.0	3990.0	2052.0	7282.0	7352.0	2276.0	5847.0	2078.0	302.0	3758.0	2148.0	1416.0	1583.0	394.0	8358.0	4242.0	4420.0	2973.0	7419.0	6603.0	4277.0	566.0	7596.0	2408.0
192	196	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	77	107	8929.0	7861.0	372.0	4806.0	3307.0	1127.0	3344.0	5381.0	7175.0	6977.0	2289.0	6067.0	1387.0	8071.0	1722.0	2399.0	1954.0	3395.0	3712.0	56.0	285.0	5015.0	3993.0	2052.0	7289.0	7353.0	2297.0	5848.0	2078.0	302.0	3759.0	2150.0	1420.0	1585.0	395.0	8359.0	4242.0	4477.0	2971.0	7420.0	6605.0	4277.0	572.0	7596.0	2408.0
193	198	78	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	79	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	241	79	114	8921.0	7852.0	439.0	4811.0	3310.0	1113.0	3355.0	5377.0	7104.0	6974.0	2327.0	6072.0	1391.0	8070.0	1716.0	2358.0	1948.0	3393.0	3708.0	55.0	279.0	5012.0	3986.0	2075.0	7376.0	7360.0	2344.0	5847.0	2122.0	276.0	3760.0	2146.0	1450.0	1589.0	393.0	8359.0	4241.0	4467.0	2954.0	7462.0	6677.0	4247.0	573.0	7603.0	2407.0
195	230	80	108	8925.0	7859.0	441.0	4806.0	3310.0	1136.0	3347.0	5380.0	7156.0	6979.0	2324.0	6067.0	1390.0	8071.0	1721.0	2400.0	1952.0	3393.0	3719.0	55.0	281.0	5016.0	3999.0	2053.0	7289.0	7355.0	2359.0	5848.0	2082.0	300.0	3756.0	2149.0	1463.0	1587.0	396.0	8357.0	4243.0	4477.0	2966.0	7474.0	6606.0	4278.0	566.0	7599.0	2410.0
195	236	80	111	8923.0	7862.0	439.0	4809.0	3310.0	1126.0	3348.0	5378.0	7145.0	6979.0	2325.0	6071.0	1393.0	8072.0	1716.0	2401.0	1951.0	3394.0	3711.0	56.0	282.0	5017.0	3994.0	2077.0	7292.0	7357.0	2346.0	5848.0	2084.0	297.0	3759.0	2148.0	1455.0	1588.0	396.0	8358.0	4243.0	4473.0	2959.0	7476.0	6682.0	4276.0	570.0	7601.0	2408.0
195	226	80	104	8927.0	7850.0	363.0	4804.0	3311.0	1140.0	3345.0	5382.0	7180.0	6984.0	2248.0	6063.0	1384.0	8071.0	1724.0	2333.0	1948.0	3389.0	3699.0	54.0	279.0	5014.0	3945.0	2047.0	7280.0	7349.0	2293.0	5847.0	2078.0	304.0	3758.0	2149.0	1409.0	1582.0	396.0	8301.0	4238.0	4362.0	2971.0	7406.0	6601.0	4280.0	561.0	7577.0	2412.0
195	229	80	107	8925.0	7858.0	377.0	4806.0	3311.0	1138.0	3379.0	5381.0	7178.0	6980.0	2322.0	6067.0	1389.0	8071.0	1723.0	2399.0	1952.0	3392.0	3712.0	55.0	282.0	5015.0	3996.0	2053.0	7282.0	7354.0	2359.0	5848.0	2080.0	301.0	3758.0	2149.0	1463.0	1586.0	396.0	8305.0	4242.0	4478.0	2969.0	7474.0	6605.0	4279.0	569.0	7598.0	2408.0
195	241	80	114	8921.0	7861.0	438.0	4810.0	3311.0	1113.0	3362.0	5377.0	7105.0	6977.0	2327.0	6073.0	1393.0	8071.0	1716.0	2365.0	1949.0	3394.0	3709.0	55.0	280.0	5015.0	3988.0	2075.0	7377.0	7362.0	2357.0	5848.0	2123.0	276.0	3761.0	2147.0	1450.0	1589.0	395.0	8359.0	4184.0	4468.0	2956.0	7463.0	6678.0	4248.0	575.0	7603.0	2406.0
195	249	80	117	8921.0	7841.0	437.0	4842.0	3309.0	1111.0	3361.0	5376.0	7104.0	6978.0	2332.0	6076.0	1391.0	8070.0	1721.0	2355.0	1950.0	3392.0	3698.0	59.0	279.0	5012.0	3987.0	2064.0	7374.0	7423.0	2359.0	5850.0	2121.0	273.0	3758.0	2144.0	1443.0	1588.0	391.0	8359.0	4186.0	4463.0	2950.0	7459.0	6644.0	4243.0	577.0	7605.0	2407.0
196	236	81	111	8922.0	7862.0	440.0	4808.0	3311.0	1127.0	3348.0	5379.0	7146.0	6980.0	2326.0	6072.0	1393.0	8073.0	1720.0	2403.0	1952.0	3396.0	3723.0	57.0	283.0	5022.0	3989.0	2077.0	7380.0	7359.0	2357.0	5849.0	2129.0	297.0	3759.0	2149.0	1456.0	1588.0	395.0	8359.0	4181.0	4472.0	2959.0	7482.0	6683.0	4276.0	576.0	7602.0	2384.0
196	241	81	114	8920.0	7861.0	439.0	4808.0	3311.0	1114.0	3367.0	5377.0	7141.0	6977.0	2329.0	6075.0	1393.0	8073.0	1719.0	2405.0	1950.0	3396.0	3722.0	57.0	283.0	5017.0	3988.0	2076.0	7378.0	7365.0	2358.0	5850.0	2122.0	297.0	3761.0	2149.0	1450.0	1589.0	395.0	8359.0	4182.0	4468.0	2956.0	7463.0	6679.0	4275.0	577.0	7603.0	2384.0
202	241	83	114	8917.0	7848.0	439.0	4796.0	3312.0	1113.0	3368.0	5379.0	7106.0	6977.0	2331.0	6076.0	1394.0	8073.0	1720.0	2407.0	1948.0	3394.0	3723.0	58.0	281.0	5020.0	3996.0	2076.0	7378.0	7423.0	2360.0	5849.0	2119.0	296.0	3761.0	2148.0	1448.0	1590.0	395.0	8360.0	4177.0	4466.0	2956.0	7500.0	6645.0	4276.0	578.0	7603.0	2381.0
202	249	83	117	8918.0	7842.0	439.0	4794.0	3311.0	1111.0	3366.0	5378.0	7104.0	6980.0	2389.0	6080.0	1393.0	8073.0	1725.0	2359.0	1950.0	3394.0	3705.0	62.0	281.0	5016.0	3990.0	2071.0	7377.0	7425.0	2362.0	5851.0	2117.0	273.0	3757.0	2144.0	1440.0	1590.0	392.0	8360.0	4178.0	4461.0	2949.0	7462.0	6638.0	4246.0	580.0	7607.0	2384.0
202	246	83	116	8917.0	7845.0	439.0	4796.0	3311.0	1112.0	3368.0	5378.0	7105.0	6979.0	2333.0	6078.0	1393.0	8073.0	1724.0	2365.0	1949.0	3395.0	3708.0	60.0	282.0	5017.0	3992.0	2073.0	7377.0	7424.0	2361.0	5851.0	2117.0	274.0	3759.0	2145.0	1445.0	1589.0	394.0	8360.0	4177.0	4464.0	2949.0	7471.0	6639.0	4247.0	580.0	7605.0	2382.0
203	246	84	116	8917.0	7848.0	441.0	4794.0	3312.0	1112.0	3369.0	5378.0	7138.0	6980.0	2389.0	6079.0	1394.0	8074.0	1726.0	2407.0	1952.0	3397.0	3723.0	62.0	287.0	5019.0	3995.0	2072.0	7378.0	7425.0	2362.0	5852.0	2118.0	276.0	3756.0	2148.0	1447.0	1591.0	394.0	8362.0	4178.0	4464.0	2949.0	7502.0	6640.0	4275.0	582.0	7607.0	2383.0
203	249	84	117	8918.0	7846.0	441.0	4792.0	3311.0	1111.0	3368.0	5378.0	7107.0	6981.0	2388.0	6083.0	1394.0	8074.0	1727.0	2406.0	1953.0	3397.0	3710.0	63.0	287.0	5018.0	3993.0	2070.0	7378.0	7426.0	2362.0	5853.0	2117.0	275.0	3755.0	2147.0	1442.0	1591.0	393.0	8362.0	4178.0	4462.0	2948.0	7462.0	6639.0	4247.0	582.0	7609.0	2386.0
203	250	84	118	8919.0	7845.0	440.0	4794.0	3311.0	1112.0	3365.0	5380.0	7107.0	6982.0	2388.0	6080.0	1394.0	8073.0	1732.0	2406.0	1954.0	3399.0	3707.0	64.0	308.0	5017.0	3992.0	2070.0	7378.0	7427.0	2363.0	5854.0	2117.0	274.0	3753.0	2145.0	1439.0	1592.0	393.0	8363.0	4181.0	4460.0	2948.0	7460.0	6638.0	4247.0	583.0	7616.0	2407.0
204	249	85	117	8918.0	7849.0	441.0	4791.0	3311.0	1111.0	3369.0	5378.0	7134.0	6982.0	2388.0	6085.0	1395.0	8075.0	1729.0	2406.0	1955.0	3399.0	3723.0	64.0	309.0	5020.0	3995.0	2067.0	7379.0	7426.0	2363.0	5854.0	2117.0	278.0	3753.0	2149.0	1441.0	1592.0	394.0	8363.0	4176.0	4461.0	2946.0	7463.0	6638.0	4275.0	583.0	7609.0	2384.0
204	250	85	118	8918.0	7849.0	441.0	4792.0	3311.0	1112.0	3367.0	5380.0	7132.0	6983.0	2388.0	6083.0	1394.0	8074.0	1765.0	2406.0	1956.0	3427.0	3710.0	65.0	308.0	5019.0	3995.0	2069.0	7379.0	7428.0	2363.0	5855.0	2116.0	275.0	3748.0	2149.0	1439.0	1593.0	394.0	8364.0	4178.0	4459.0	2946.0	7461.0	6637.0	4249.0	585.0	7616.0	2407.0
204	389	85	172	8867.0	7831.0	436.0	4822.0	3263.0	1092.0	3327.0	5374.0	7097.0	6936.0	2345.0	5965.0	1383.0	8068.0	1714.0	2286.0	1882.0	3272.0	3630.0	75.0	255.0	4931.0	3919.0	1925.0	7341.0	7396.0	2229.0	5875.0	1958.0	254.0	3641.0	2070.0	1310.0	1594.0	304.0	8237.0	4052.0	4349.0	2877.0	7360.0	6630.0	4150.0	592.0	7488.0	2383.0
205	250	86	118	8919.0	7860.0	443.0	4792.0	3312.0	1113.0	3368.0	5381.0	7131.0	6985.0	2388.0	6085.0	1396.0	8075.0	1826.0	2406.0	1958.0	3428.0	3723.0	66.0	309.0	5019.0	3996.0	2071.0	7380.0	7430.0	2364.0	5856.0	2116.0	285.0	3749.0	2145.0	1444.0	1594.0	395.0	8366.0	4180.0	4459.0	2946.0	7453.0	6638.0	4276.0	588.0	7618.0	2406.0
205	251	86	119	8920.0	7859.0	441.0	4793.0	3312.0	1113.0	3363.0	5382.0	7126.0	6986.0	2388.0	6083.0	1395.0	8073.0	1827.0	2405.0	1959.0	3429.0	3708.0	68.0	309.0	5018.0	3995.0	2068.0	7381.0	7432.0	2364.0	5857.0	2115.0	276.0	3747.0	2141.0	1438.0	1595.0	395.0	8366.0	4184.0	4455.0	2947.0	7450.0	6636.0	4276.0	587.0	7622.0	2403.0
205	230	86	108	8920.0	7869.0	446.0	4804.0	3316.0	1152.0	3392.0	5383.0	7147.0	6994.0	2447.0	6076.0	1413.0	8078.0	1727.0	2408.0	1956.0	3398.0	3734.0	65.0	286.0	5040.0	4049.0	2080.0	7383.0	7422.0	2364.0	5851.0	2141.0	297.0	3758.0	2153.0	1464.0	1592.0	400.0	8373.0	4254.0	4475.0	2960.0	7514.0	6720.0	4280.0	587.0	7603.0	2411.0
205	249	86	117	8918.0	7859.0	443.0	4790.0	3312.0	1112.0	3369.0	5380.0	7133.0	6983.0	2388.0	6087.0	1397.0	8076.0	1766.0	2406.0	1957.0	3427.0	3724.0	65.0	310.0	5020.0	3998.0	2070.0	7380.0	7428.0	2363.0	5855.0	2117.0	287.0	3753.0	2149.0	1447.0	1593.0	395.0	8364.0	4177.0	4461.0	2946.0	7502.0	6639.0	4276.0	586.0	7614.0	2384.0
205	252	86	120	8921.0	7859.0	440.0	4795.0	3312.0	1113.0	3361.0	5383.0	7122.0	6986.0	2388.0	6080.0	1394.0	8072.0	1827.0	2405.0	1960.0	3428.0	3706.0	71.0	308.0	5016.0	3994.0	2069.0	7381.0	7433.0	2365.0	5858.0	2114.0	275.0	3740.0	2128.0	1431.0	1601.0	395.0	8368.0	4189.0	4452.0	2946.0	7448.0	6635.0	4247.0	586.0	7565.0	2402.0
205	389	86	172	8868.0	7890.0	437.0	4822.0	3262.0	1088.0	3327.0	5375.0	7097.0	6939.0	2346.0	5964.0	1384.0	8067.0	1716.0	2286.0	1885.0	3273.0	3632.0	75.0	258.0	4935.0	3919.0	1927.0	7340.0	7399.0	2231.0	5875.0	1983.0	255.0	3641.0	2070.0	1313.0	1595.0	363.0	8239.0	4054.0	4352.0	2879.0	7361.0	6631.0	4150.0	542.0	7490.0	2383.0
206	252	87	120	8922.0	7864.0	442.0	4795.0	3314.0	1147.0	3360.0	5385.0	7108.0	6988.0	2388.0	6083.0	1395.0	8072.0	1827.0	2376.0	1961.0	3430.0	3707.0	71.0	308.0	5016.0	3994.0	2070.0	7382.0	7435.0	2366.0	5858.0	2115.0	275.0	3706.0	2127.0	1436.0	1605.0	395.0	8369.0	4190.0	4451.0	2946.0	7447.0	6636.0	4277.0	590.0	7563.0	2401.0
206	254	87	122	8922.0	7860.0	439.0	4820.0	3316.0	1145.0	3355.0	5385.0	7102.0	6988.0	2389.0	6079.0	1392.0	8070.0	1789.0	2372.0	1962.0	3430.0	3696.0	77.0	306.0	5002.0	3992.0	2070.0	7383.0	7435.0	2291.0	5859.0	2081.0	273.0	3695.0	2106.0	1417.0	1611.0	382.0	8399.0	4191.0	4444.0	2946.0	7442.0	6633.0	4248.0	584.0	7558.0	2399.0
