alnA	alnB	A	B	YKR014C_44	YKR014C_69	YKR014C_10	YKR014C_62	YKR014C_08	YKR014C_49	YKR014C_12	YKR014C_11	YKR014C_06	YKR014C_52	YKR014C_50	YKR014C_70	YKR014C_67	YKR014C_28	YKR014C_61	YKR014C_34	YKR014C_43	YKR014C_01	YKR014C_32	YKR014C_30	YKR014C_21	YKR014C_56	YKR014C_13	YKR014C_64	YKR014C_55	YKR014C_15	YKR014C_36	YKR014C_18	YKR014C_51	YKR014C_05	YKR014C_47	YKR014C_20	YKR014C_31	YKR014C_26	YKR014C_29	YKR014C_33	YKR014C_38	YKR014C_40	YKR014C_66	YKR014C_25	YKR014C_39	YKR014C_58	YKR014C_19	YKR014C_24	YKR014C_42	YKR014C_41	YKR014C_63	YKR014C_37	YKR014C_07	YKR014C_59	YKR014C_54	YKR014C_53	YKR014C_45	YKR014C_27	YKR014C_46	YKR014C_48	YKR014C_14	YKR014C_16	YKR014C_22	YKR014C_68	YKR014C_60	YKR014C_35	YKR014C_09	YKR014C_57	YKR014C_02	YKR014C_04	YKR014C_03
132	190	35	74	6759.0	523.0	1092.0	791.0	358.0	4251.0	4147.0	3855.0	6179.0	1563.0	4495.0	2502.0	3602.0	808.0	651.0	1683.0	6497.0	305.0	681.0	2037.0	1714.0	222.0	233.0	929.0	209.0	6070.0	85.0	1035.0	95.0	507.0	1597.0	2899.0	2005.0	3274.0	1785.0	6573.0	2359.0	3650.0	1849.0	5411.0	1643.0	2144.0	1238.0	2112.0	3557.0	15.0	928.0	597.0	2877.0	1244.0	2810.0	2161.0	2009.0	1588.0	6627.0	2469.0	679.0	6167.0	6226.0	1839.0	2793.0	419.0	820.0	3334.0	5160.0	1496.0	434.0
132	172	35	64	6762.0	691.0	1184.0	828.0	390.0	4257.0	4147.0	3918.0	6185.0	1575.0	4503.0	2509.0	3617.0	960.0	656.0	1693.0	6504.0	351.0	717.0	2067.0	1763.0	413.0	260.0	937.0	215.0	6100.0	93.0	1077.0	105.0	531.0	1598.0	2912.0	2124.0	3279.0	1800.0	6584.0	2449.0	3652.0	1866.0	5491.0	1638.0	2166.0	1417.0	2147.0	3566.0	25.0	991.0	610.0	2941.0	1237.0	2821.0	2179.0	2017.0	1659.0	6659.0	2479.0	696.0	6185.0	6253.0	1846.0	2842.0	805.0	828.0	3345.0	5193.0	1505.0	442.0
132	173	35	65	6761.0	689.0	1178.0	828.0	390.0	4258.0	4147.0	3917.0	6185.0	1573.0	4504.0	2510.0	3617.0	960.0	655.0	1692.0	6503.0	350.0	716.0	2067.0	1760.0	412.0	260.0	936.0	214.0	6099.0	94.0	1078.0	106.0	531.0	1599.0	2911.0	2073.0	3279.0	1841.0	6583.0	2446.0	3651.0	1865.0	5489.0	1639.0	2166.0	1418.0	2146.0	3565.0	25.0	941.0	610.0	2940.0	1239.0	2821.0	2177.0	2018.0	1659.0	6657.0	2477.0	695.0	6187.0	6245.0	1846.0	2842.0	806.0	828.0	3343.0	5193.0	1504.0	442.0
134	172	36	64	6761.0	691.0	1183.0	828.0	369.0	4258.0	4147.0	3916.0	6185.0	1576.0	4503.0	2509.0	3617.0	960.0	657.0	1693.0	6504.0	311.0	718.0	2068.0	1763.0	413.0	259.0	937.0	214.0	6099.0	92.0	1077.0	105.0	530.0	1598.0	2912.0	2070.0	3279.0	1797.0	6583.0	2447.0	3652.0	1865.0	5492.0	1639.0	2167.0	1417.0	2145.0	3565.0	23.0	992.0	609.0	2942.0	1238.0	2820.0	2184.0	2016.0	1659.0	6659.0	2478.0	696.0	6184.0	6274.0	1846.0	2843.0	805.0	828.0	3343.0	5192.0	1507.0	442.0
134	173	36	65	6760.0	689.0	1107.0	828.0	390.0	4258.0	4147.0	3915.0	6185.0	1574.0	4504.0	2510.0	3616.0	960.0	656.0	1692.0	6503.0	313.0	717.0	2067.0	1759.0	413.0	259.0	936.0	213.0	6099.0	93.0	1078.0	106.0	530.0	1598.0	2911.0	2069.0	3279.0	1798.0	6582.0	2445.0	3652.0	1862.0	5490.0	1640.0	2167.0	1418.0	2145.0	3564.0	24.0	992.0	609.0	2941.0	1240.0	2820.0	2179.0	2017.0	1659.0	6658.0	2477.0	695.0	6185.0	6247.0	1846.0	2842.0	806.0	828.0	3342.0	5192.0	1505.0	442.0
134	176	36	66	6761.0	589.0	1102.0	826.0	368.0	4257.0	4147.0	3914.0	6185.0	1573.0	4503.0	2509.0	3616.0	960.0	656.0	1691.0	6504.0	311.0	715.0	2066.0	1755.0	411.0	255.0	935.0	212.0	6080.0	92.0	1035.0	105.0	531.0	1598.0	2910.0	2068.0	3279.0	1797.0	6580.0	2444.0	3652.0	1861.0	5489.0	1641.0	2165.0	1418.0	2144.0	3563.0	23.0	940.0	608.0	2941.0	1241.0	2819.0	2172.0	2016.0	1658.0	6655.0	2475.0	687.0	6184.0	6242.0	1845.0	2842.0	806.0	827.0	3342.0	5192.0	1504.0	440.0
134	171	36	63	6761.0	771.0	1187.0	829.0	368.0	4258.0	4182.0	3917.0	6184.0	1576.0	4502.0	2509.0	3616.0	959.0	657.0	1694.0	6504.0	311.0	719.0	2069.0	1765.0	413.0	261.0	938.0	215.0	6099.0	91.0	1075.0	106.0	531.0	1597.0	2912.0	2071.0	3279.0	1797.0	6584.0	2451.0	3652.0	1865.0	5654.0	1638.0	2168.0	1417.0	2146.0	3566.0	23.0	996.0	610.0	2942.0	1237.0	2822.0	2189.0	2016.0	1659.0	6660.0	2481.0	697.0	6184.0	6274.0	1848.0	2843.0	806.0	829.0	3345.0	5191.0	1510.0	443.0
134	194	36	78	6751.0	522.0	1093.0	791.0	355.0	4238.0	4147.0	3851.0	6179.0	1562.0	4496.0	2503.0	3597.0	807.0	654.0	1677.0	6475.0	304.0	682.0	2034.0	1712.0	221.0	247.0	929.0	210.0	6037.0	84.0	1035.0	93.0	497.0	1593.0	2907.0	2058.0	3275.0	1783.0	6574.0	2351.0	3651.0	1848.0	5410.0	1643.0	2147.0	1237.0	2114.0	3555.0	15.0	928.0	538.0	2881.0	1241.0	2810.0	2161.0	2009.0	1589.0	6627.0	2468.0	681.0	6167.0	6223.0	1841.0	2790.0	418.0	818.0	3333.0	5142.0	1498.0	435.0
135	171	37	63	6762.0	773.0	1190.0	831.0	413.0	4261.0	4219.0	3917.0	6186.0	1581.0	4504.0	2511.0	3617.0	961.0	659.0	1695.0	6506.0	316.0	731.0	2071.0	1770.0	415.0	262.0	938.0	216.0	6100.0	94.0	1075.0	172.0	537.0	1598.0	2912.0	2126.0	3280.0	1851.0	6583.0	2452.0	3653.0	1867.0	5654.0	1640.0	2169.0	1418.0	2150.0	3567.0	26.0	1000.0	611.0	2944.0	1239.0	2852.0	2191.0	2017.0	1660.0	6662.0	2517.0	703.0	6185.0	6276.0	1852.0	2845.0	808.0	832.0	3345.0	5192.0	1622.0	450.0
135	172	37	64	6762.0	774.0	1188.0	830.0	398.0	4258.0	4219.0	3916.0	6187.0	1579.0	4504.0	2511.0	3618.0	962.0	658.0	1694.0	6506.0	315.0	720.0	2069.0	1768.0	415.0	261.0	938.0	214.0	6100.0	94.0	1078.0	172.0	537.0	1599.0	2911.0	2073.0	3280.0	1847.0	6582.0	2448.0	3653.0	1866.0	5652.0	1641.0	2168.0	1418.0	2148.0	3566.0	25.0	1000.0	610.0	2944.0	1240.0	2823.0	2187.0	2017.0	1659.0	6661.0	2484.0	699.0	6185.0	6276.0	1848.0	2845.0	807.0	830.0	3343.0	5192.0	1510.0	445.0
135	170	37	62	6762.0	771.0	1191.0	831.0	414.0	4259.0	4187.0	3918.0	6185.0	1583.0	4503.0	2510.0	3617.0	959.0	659.0	1696.0	6507.0	314.0	744.0	2076.0	1772.0	416.0	263.0	939.0	220.0	6101.0	93.0	1072.0	171.0	535.0	1598.0	2912.0	2126.0	3280.0	1857.0	6585.0	2479.0	3653.0	1869.0	5654.0	1638.0	2168.0	1417.0	2151.0	3568.0	26.0	1000.0	612.0	2944.0	1237.0	2853.0	2196.0	2016.0	1660.0	6663.0	2516.0	707.0	6185.0	6276.0	1852.0	2844.0	807.0	833.0	3346.0	5191.0	1620.0	451.0
136	170	38	62	6763.0	773.0	1194.0	832.0	416.0	4261.0	4220.0	3919.0	6188.0	1585.0	4504.0	2512.0	3617.0	960.0	660.0	1697.0	6509.0	319.0	781.0	2079.0	1779.0	419.0	264.0	940.0	220.0	6102.0	96.0	1072.0	172.0	537.0	1601.0	2912.0	2128.0	3281.0	1858.0	6583.0	2480.0	3654.0	1870.0	5655.0	1641.0	2169.0	1419.0	2153.0	3570.0	29.0	1001.0	613.0	2945.0	1240.0	2867.0	2202.0	2018.0	1661.0	6665.0	2516.0	724.0	6187.0	6439.0	1855.0	2846.0	809.0	939.0	3346.0	5192.0	1621.0	459.0
136	171	38	63	6763.0	774.0	1193.0	832.0	415.0	4308.0	4220.0	3917.0	6189.0	1583.0	4504.0	2513.0	3618.0	962.0	660.0	1696.0	6508.0	319.0	781.0	2074.0	1776.0	418.0	263.0	939.0	217.0	6101.0	97.0	1075.0	172.0	538.0	1601.0	2911.0	2128.0	3281.0	1857.0	6582.0	2480.0	3654.0	1869.0	5654.0	1641.0	2170.0	1419.0	2151.0	3568.0	28.0	1002.0	612.0	2945.0	1241.0	2854.0	2195.0	2018.0	1661.0	6663.0	2517.0	712.0	6187.0	6439.0	1854.0	2850.0	809.0	939.0	3345.0	5192.0	1622.0	455.0
136	169	38	61	6763.0	772.0	1196.0	832.0	418.0	4261.0	4221.0	3919.0	6187.0	1586.0	4502.0	2513.0	3617.0	960.0	661.0	1698.0	6575.0	352.0	782.0	2175.0	2021.0	420.0	264.0	940.0	223.0	6102.0	95.0	1070.0	172.0	537.0	1600.0	2912.0	2128.0	3281.0	1860.0	6584.0	2480.0	3654.0	1871.0	5655.0	1640.0	2170.0	1419.0	2151.0	3572.0	28.0	1001.0	614.0	2946.0	1239.0	2871.0	2206.0	2018.0	1662.0	6665.0	2517.0	724.0	6188.0	6435.0	1855.0	2846.0	809.0	939.0	3348.0	5192.0	1621.0	459.0
136	168	38	60	6763.0	770.0	1196.0	834.0	367.0	4259.0	4193.0	3918.0	6186.0	1586.0	4501.0	2515.0	3617.0	959.0	662.0	1698.0	6575.0	352.0	783.0	2174.0	2021.0	422.0	265.0	940.0	427.0	6103.0	94.0	1065.0	173.0	537.0	1597.0	2912.0	2128.0	3280.0	1860.0	6634.0	2480.0	3655.0	1871.0	5656.0	1638.0	2171.0	1418.0	2151.0	3574.0	28.0	1001.0	616.0	2946.0	1238.0	3035.0	2208.0	2019.0	1665.0	6666.0	2518.0	768.0	6188.0	6434.0	1856.0	2846.0	809.0	939.0	3349.0	5191.0	1619.0	458.0
137	170	39	62	6764.0	774.0	1197.0	834.0	419.0	4350.0	4222.0	3921.0	6191.0	1587.0	4505.0	2515.0	3618.0	962.0	661.0	1698.0	6575.0	319.0	783.0	2176.0	2023.0	429.0	266.0	940.0	220.0	6103.0	100.0	1074.0	173.0	539.0	1603.0	2911.0	2130.0	3282.0	1860.0	6581.0	2482.0	3721.0	1871.0	5655.0	1642.0	2171.0	1420.0	2154.0	3571.0	32.0	1004.0	614.0	2947.0	1241.0	2869.0	2205.0	2019.0	1664.0	6665.0	2517.0	769.0	6189.0	6478.0	1856.0	2853.0	811.0	940.0	3346.0	5192.0	1622.0	461.0
137	172	39	64	6763.0	776.0	1193.0	833.0	415.0	4347.0	4220.0	3917.0	6192.0	1583.0	4505.0	2604.0	3618.0	963.0	659.0	1696.0	6573.0	316.0	782.0	2073.0	1777.0	419.0	263.0	939.0	215.0	6102.0	100.0	1076.0	172.0	540.0	1602.0	2910.0	2129.0	3282.0	1859.0	6579.0	2451.0	3653.0	1869.0	5652.0	1643.0	2171.0	1420.0	2152.0	3568.0	27.0	1005.0	612.0	2946.0	1242.0	2853.0	2190.0	2018.0	1660.0	6664.0	2518.0	724.0	6188.0	6463.0	1853.0	2854.0	810.0	940.0	3343.0	5192.0	1624.0	455.0
137	171	39	63	6764.0	775.0	1195.0	834.0	417.0	4349.0	4221.0	3918.0	6193.0	1585.0	4505.0	2604.0	3618.0	963.0	660.0	1697.0	6574.0	318.0	783.0	2079.0	2023.0	427.0	265.0	940.0	217.0	6102.0	100.0	1076.0	173.0	540.0	1602.0	2911.0	2131.0	3282.0	1860.0	6580.0	2481.0	3654.0	1870.0	5654.0	1642.0	2172.0	1421.0	2154.0	3569.0	30.0	1004.0	613.0	2947.0	1242.0	2867.0	2196.0	2019.0	1661.0	6665.0	2517.0	769.0	6189.0	6473.0	1855.0	2854.0	811.0	940.0	3345.0	5192.0	1623.0	461.0
137	168	39	60	6764.0	773.0	1288.0	839.0	421.0	4352.0	4222.0	3927.0	6191.0	1588.0	4503.0	2537.0	3618.0	961.0	663.0	1700.0	6576.0	353.0	809.0	2176.0	2023.0	20000.0	268.0	941.0	495.0	6104.0	98.0	1066.0	174.0	539.0	1604.0	2912.0	2139.0	3281.0	1862.0	6638.0	2482.0	3721.0	1872.0	5656.0	1641.0	2173.0	1420.0	2154.0	3575.0	30.0	1003.0	617.0	2949.0	1240.0	3037.0	2210.0	2023.0	1666.0	6667.0	2519.0	770.0	6191.0	6439.0	1857.0	2853.0	812.0	940.0	3349.0	5192.0	1621.0	461.0
137	169	39	61	6764.0	774.0	1202.0	836.0	420.0	4351.0	4222.0	3925.0	6190.0	1587.0	4504.0	2538.0	3618.0	961.0	661.0	1699.0	6576.0	352.0	786.0	2176.0	2023.0	20000.0	266.0	941.0	223.0	6104.0	99.0	1071.0	173.0	539.0	1603.0	2912.0	2139.0	3281.0	1861.0	6582.0	2482.0	3721.0	1872.0	5656.0	1642.0	2172.0	1420.0	2154.0	3574.0	30.0	1004.0	615.0	2948.0	1241.0	3037.0	2208.0	2021.0	1665.0	6666.0	2518.0	770.0	6190.0	6482.0	1856.0	2854.0	812.0	940.0	3348.0	5192.0	1622.0	462.0
138	168	40	60	6765.0	774.0	1290.0	841.0	423.0	4352.0	4224.0	3989.0	6222.0	1590.0	4504.0	2610.0	3619.0	963.0	667.0	1702.0	6577.0	355.0	811.0	2178.0	2026.0	20000.0	270.0	943.0	501.0	6107.0	106.0	1067.0	174.0	541.0	1608.0	2913.0	2201.0	3282.0	1864.0	6583.0	2484.0	3723.0	1874.0	5657.0	1643.0	2174.0	1423.0	2157.0	3577.0	48.0	1060.0	618.0	2951.0	1242.0	3039.0	2214.0	2104.0	1667.0	6668.0	2818.0	773.0	6193.0	6507.0	1859.0	2856.0	814.0	942.0	3352.0	5193.0	1622.0	678.0
138	169	40	61	6765.0	775.0	1206.0	839.0	422.0	4352.0	4224.0	3926.0	6220.0	1589.0	4505.0	2610.0	3618.0	963.0	663.0	1701.0	6577.0	354.0	810.0	2178.0	2025.0	20000.0	268.0	942.0	496.0	6106.0	106.0	1075.0	174.0	540.0	1605.0	2912.0	2200.0	3282.0	1863.0	6581.0	2484.0	3723.0	1873.0	5656.0	1643.0	2174.0	1422.0	2157.0	3575.0	46.0	1060.0	617.0	2950.0	1242.0	3040.0	2212.0	2022.0	1666.0	6667.0	2521.0	802.0	6192.0	6482.0	1858.0	2856.0	815.0	941.0	3350.0	5193.0	1623.0	679.0
138	170	40	62	6765.0	776.0	1200.0	838.0	420.0	4352.0	4223.0	3924.0	6218.0	1588.0	4505.0	2610.0	3618.0	963.0	661.0	1700.0	6576.0	319.0	784.0	2177.0	2025.0	20000.0	267.0	941.0	220.0	6104.0	107.0	1075.0	173.0	540.0	1604.0	2911.0	2139.0	3282.0	1862.0	6580.0	2483.0	3722.0	1872.0	5655.0	1643.0	2173.0	1422.0	2157.0	3573.0	38.0	1010.0	615.0	2949.0	1242.0	3076.0	2208.0	2021.0	1665.0	6666.0	2518.0	773.0	6190.0	6478.0	1858.0	2855.0	813.0	941.0	3348.0	5192.0	1623.0	679.0
138	167	40	59	6766.0	773.0	1291.0	842.0	425.0	4353.0	4224.0	4096.0	6223.0	1591.0	4504.0	2608.0	3619.0	963.0	672.0	1702.0	6578.0	357.0	810.0	2178.0	2028.0	20000.0	273.0	944.0	548.0	6107.0	101.0	1067.0	174.0	541.0	1612.0	3184.0	2203.0	3282.0	2179.0	6729.0	2485.0	3724.0	1874.0	5662.0	1643.0	2177.0	1424.0	2184.0	3578.0	49.0	1007.0	642.0	2955.0	1242.0	3039.0	2214.0	2104.0	1668.0	6669.0	2818.0	773.0	6195.0	6509.0	1860.0	2856.0	815.0	941.0	3357.0	5194.0	1621.0	463.0
140	168	41	60	6767.0	777.0	1298.0	842.0	427.0	4352.0	4225.0	4140.0	6223.0	1592.0	4505.0	2612.0	3620.0	965.0	727.0	1703.0	6579.0	439.0	812.0	2179.0	2030.0	20000.0	274.0	945.0	548.0	6137.0	133.0	1076.0	175.0	544.0	1611.0	3184.0	2203.0	3283.0	2180.0	6582.0	2486.0	3726.0	1875.0	5657.0	1645.0	2177.0	1426.0	2184.0	3578.0	330.0	1062.0	646.0	2956.0	1244.0	3041.0	2219.0	2104.0	1668.0	6671.0	20000.0	804.0	6194.0	6510.0	1861.0	2868.0	818.0	943.0	3357.0	5194.0	1623.0	686.0
140	170	41	62	6766.0	779.0	1202.0	839.0	424.0	4352.0	4224.0	3925.0	6219.0	1589.0	4506.0	2612.0	3619.0	965.0	664.0	1701.0	6577.0	320.0	787.0	2178.0	2026.0	20000.0	269.0	943.0	220.0	6106.0	108.0	1075.0	173.0	543.0	1605.0	2911.0	2200.0	3283.0	2177.0	6578.0	2484.0	3724.0	1873.0	5655.0	1645.0	2174.0	1423.0	2182.0	3575.0	46.0	1062.0	617.0	2951.0	1243.0	3080.0	2211.0	2021.0	1666.0	6669.0	2520.0	802.0	6191.0	6480.0	1860.0	2858.0	815.0	942.0	3348.0	5192.0	1624.0	686.0
140	167	41	59	6767.0	775.0	1300.0	870.0	520.0	4353.0	4228.0	4140.0	6255.0	1594.0	4505.0	2612.0	3621.0	965.0	727.0	1704.0	6581.0	440.0	812.0	2180.0	2042.0	20000.0	276.0	946.0	550.0	6137.0	135.0	1077.0	175.0	546.0	1616.0	3188.0	2206.0	3283.0	2182.0	6730.0	2487.0	3727.0	1876.0	5663.0	1646.0	2180.0	1426.0	2188.0	3579.0	366.0	1154.0	692.0	3030.0	1244.0	3041.0	2219.0	2105.0	1670.0	6671.0	20000.0	805.0	6197.0	6511.0	1866.0	2867.0	821.0	943.0	3365.0	5195.0	1623.0	686.0
142	167	42	59	6769.0	825.0	1301.0	872.0	523.0	4390.0	4410.0	4142.0	20000.0	1666.0	4506.0	2614.0	3623.0	969.0	732.0	1706.0	6584.0	446.0	814.0	2240.0	2051.0	20000.0	279.0	948.0	553.0	6187.0	136.0	1115.0	177.0	551.0	1615.0	3189.0	2211.0	3286.0	2185.0	6732.0	2491.0	3730.0	2191.0	5687.0	1870.0	2186.0	1429.0	2323.0	3583.0	369.0	1156.0	718.0	3034.0	1246.0	3228.0	2226.0	2110.0	1671.0	6672.0	20000.0	808.0	6201.0	20000.0	1875.0	2869.0	896.0	945.0	3474.0	5195.0	1625.0	690.0
168	385	60	184	6737.0	599.0	1122.0	781.0	399.0	4226.0	4155.0	3862.0	6263.0	1596.0	4550.0	2561.0	3590.0	855.0	649.0	1671.0	6471.0	330.0	698.0	2121.0	1718.0	227.0	379.0	930.0	283.0	6044.0	142.0	1067.0	146.0	463.0	1604.0	2951.0	2092.0	3272.0	1782.0	6588.0	2341.0	3645.0	1861.0	5427.0	1621.0	2188.0	1268.0	2138.0	3535.0	75.0	939.0	545.0	2908.0	1164.0	2872.0	2244.0	2040.0	1630.0	6654.0	2528.0	890.0	6147.0	6227.0	1859.0	2776.0	553.0	847.0	3361.0	5173.0	1587.0	502.0
168	389	60	187	6735.0	600.0	1114.0	779.0	398.0	4222.0	4152.0	3861.0	6175.0	1598.0	4543.0	2556.0	3586.0	852.0	648.0	1658.0	6469.0	324.0	744.0	2120.0	1717.0	224.0	378.0	929.0	281.0	6041.0	175.0	1066.0	145.0	459.0	1600.0	2949.0	2093.0	3272.0	1782.0	6585.0	2338.0	3645.0	1852.0	5428.0	1617.0	2181.0	1268.0	2136.0	3531.0	66.0	939.0	542.0	2908.0	1163.0	2869.0	2242.0	2034.0	1626.0	6649.0	2471.0	760.0	6145.0	6230.0	1857.0	2778.0	490.0	847.0	3325.0	5146.0	1586.0	470.0
168	390	60	188	6737.0	599.0	1120.0	783.0	399.0	4222.0	4154.0	3861.0	6174.0	1600.0	4550.0	2542.0	3591.0	852.0	649.0	1659.0	6471.0	322.0	746.0	2121.0	1717.0	225.0	380.0	930.0	280.0	6042.0	175.0	1067.0	147.0	460.0	1600.0	2949.0	2095.0	3273.0	1788.0	6586.0	2339.0	3647.0	1856.0	5427.0	1617.0	2182.0	1268.0	2137.0	3533.0	66.0	940.0	539.0	2907.0	1165.0	2871.0	2242.0	2031.0	1628.0	6651.0	2526.0	895.0	6147.0	6234.0	1858.0	2778.0	491.0	847.0	3328.0	5136.0	1586.0	471.0
170	385	62	184	6740.0	602.0	1125.0	779.0	400.0	4225.0	4158.0	3861.0	6317.0	1594.0	4553.0	2566.0	3600.0	859.0	649.0	1683.0	6474.0	356.0	746.0	2129.0	1721.0	227.0	380.0	932.0	284.0	6045.0	137.0	1067.0	150.0	503.0	1603.0	2954.0	2093.0	3273.0	1781.0	6592.0	2341.0	3644.0	1863.0	5432.0	1625.0	2198.0	1272.0	2145.0	3538.0	80.0	937.0	547.0	2909.0	1166.0	2872.0	2244.0	2043.0	1633.0	6653.0	2533.0	890.0	6160.0	6227.0	1860.0	2774.0	553.0	849.0	3362.0	5207.0	1584.0	511.0
171	194	63	78	6746.0	684.0	1227.0	844.0	453.0	4232.0	4189.0	3941.0	6342.0	1695.0	4563.0	2625.0	3665.0	985.0	698.0	1688.0	6524.0	384.0	804.0	2205.0	1731.0	317.0	551.0	964.0	310.0	6049.0	280.0	1097.0	167.0	548.0	20000.0	2955.0	2209.0	3302.0	1796.0	6754.0	2422.0	3684.0	1869.0	5444.0	1644.0	2236.0	1304.0	2210.0	3557.0	139.0	943.0	621.0	2943.0	1269.0	2921.0	2384.0	2104.0	1647.0	6670.0	2672.0	917.0	6230.0	6406.0	1894.0	2850.0	512.0	1023.0	3370.0	5143.0	1643.0	529.0
181	190	70	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	74	78	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	75	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	75	103	6900.0	821.0	1338.0	885.0	472.0	4231.0	4196.0	3936.0	6416.0	1647.0	4599.0	2613.0	3680.0	983.0	702.0	1788.0	6538.0	367.0	794.0	2228.0	1815.0	274.0	401.0	1087.0	352.0	6070.0	147.0	1100.0	253.0	545.0	1674.0	3154.0	2115.0	3481.0	1972.0	6710.0	2421.0	3658.0	1877.0	5454.0	1673.0	2318.0	1457.0	2201.0	3995.0	144.0	934.0	584.0	2944.0	1279.0	2973.0	2302.0	2253.0	1694.0	6760.0	2607.0	828.0	6602.0	6266.0	2014.0	2829.0	517.0	1082.0	3545.0	5328.0	1610.0	632.0
191	229	75	106	6898.0	822.0	1337.0	887.0	473.0	4230.0	4193.0	3938.0	6447.0	1646.0	4596.0	2608.0	3682.0	986.0	733.0	1895.0	6541.0	366.0	822.0	2229.0	1815.0	284.0	402.0	1086.0	350.0	6071.0	155.0	1101.0	250.0	547.0	1676.0	3156.0	2117.0	3481.0	1974.0	6714.0	2418.0	3676.0	1881.0	5455.0	1676.0	2314.0	1458.0	2204.0	3995.0	144.0	932.0	681.0	2944.0	1271.0	2978.0	2300.0	2254.0	1699.0	6765.0	2615.0	830.0	6595.0	6336.0	2016.0	2829.0	515.0	1083.0	3544.0	5355.0	1612.0	631.0
192	196	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	76	106	6900.0	828.0	1338.0	889.0	474.0	4231.0	4195.0	3938.0	6447.0	1647.0	4596.0	2639.0	3684.0	986.0	734.0	1898.0	6545.0	366.0	822.0	2232.0	1815.0	285.0	403.0	1087.0	352.0	6073.0	156.0	1106.0	252.0	548.0	1678.0	3157.0	2118.0	3482.0	1975.0	6867.0	2419.0	3882.0	1954.0	5458.0	1677.0	2316.0	1459.0	2205.0	3996.0	143.0	935.0	681.0	2946.0	1274.0	3040.0	2302.0	2255.0	1702.0	6841.0	2646.0	831.0	6600.0	6335.0	2081.0	2830.0	544.0	1084.0	3545.0	5356.0	1613.0	631.0
193	198	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
