alnA	alnB	A	B	YBR264C_51	YBR264C_41	YBR264C_67	YBR264C_56	YBR264C_53	YBR264C_48	YBR264C_21	YBR264C_29	YBR264C_35	YBR264C_49	YBR264C_26	YBR264C_33	YBR264C_27	YBR264C_66	YBR264C_05	YBR264C_25	YBR264C_22	YBR264C_69	YBR264C_11	YBR264C_52	YBR264C_20	YBR264C_23	YBR264C_18	YBR264C_09	YBR264C_42	YBR264C_40	YBR264C_13	YBR264C_31	YBR264C_19	YBR264C_50	YBR264C_38	YBR264C_28	YBR264C_16	YBR264C_01	YBR264C_59	YBR264C_61	YBR264C_06	YBR264C_60	YBR264C_44	YBR264C_64	YBR264C_34	YBR264C_30	YBR264C_68	YBR264C_43	YBR264C_12	YBR264C_70	YBR264C_54	YBR264C_37	YBR264C_15	YBR264C_47	YBR264C_10	YBR264C_62	YBR264C_17	YBR264C_07	YBR264C_39	YBR264C_65	YBR264C_63	YBR264C_24	YBR264C_14	YBR264C_02	YBR264C_58	YBR264C_08	YBR264C_03	YBR264C_46	YBR264C_04
205	230	84	106	2917.0	1918.0	2100.0	3130.0	6271.0	3426.0	7661.0	4301.0	7724.0	3789.0	1487.0	627.0	3633.0	9703.0	526.0	1279.0	1210.0	876.0	3153.0	2593.0	8994.0	3655.0	3234.0	2069.0	5253.0	1232.0	7699.0	1980.0	883.0	1525.0	1670.0	5058.0	1406.0	7971.0	1792.0	7916.0	604.0	1628.0	5945.0	1493.0	2993.0	4652.0	6376.0	6358.0	898.0	3522.0	3243.0	2659.0	1516.0	2526.0	572.0	691.0	2101.0	7607.0	2044.0	6609.0	4967.0	2262.0	1270.0	9002.0	498.0	4655.0	6429.0	2260.0	1558.0
205	249	84	113	2915.0	1914.0	2097.0	3125.0	6268.0	3421.0	7637.0	4299.0	7732.0	3789.0	1495.0	622.0	3641.0	9652.0	493.0	1243.0	1202.0	874.0	3163.0	2588.0	8875.0	3604.0	3230.0	2064.0	5247.0	1224.0	7686.0	1973.0	899.0	1520.0	1700.0	5055.0	1363.0	7972.0	1793.0	7922.0	554.0	1617.0	5913.0	1487.0	2992.0	4639.0	6377.0	6353.0	886.0	3516.0	3192.0	2655.0	1517.0	2373.0	576.0	689.0	2098.0	7587.0	2044.0	6599.0	4823.0	2221.0	1262.0	8790.0	501.0	4652.0	6420.0	2260.0	1561.0
205	252	84	116	2922.0	1911.0	2095.0	3116.0	6242.0	3423.0	7637.0	4298.0	7736.0	3789.0	1527.0	620.0	3639.0	9699.0	444.0	1245.0	1200.0	881.0	3169.0	2587.0	8874.0	3642.0	3232.0	2063.0	5226.0	1237.0	7683.0	1973.0	901.0	1519.0	1605.0	5054.0	1364.0	7970.0	1797.0	7922.0	552.0	1648.0	5894.0	1486.0	2991.0	4609.0	6401.0	6350.0	898.0	3516.0	3188.0	2626.0	1516.0	2375.0	576.0	691.0	2098.0	7578.0	2042.0	6602.0	4819.0	2214.0	1259.0	8791.0	506.0	4622.0	6408.0	2260.0	1564.0
205	389	84	162	2820.0	1796.0	2082.0	3089.0	6151.0	3311.0	7611.0	4239.0	7737.0	3754.0	1396.0	607.0	3629.0	9609.0	429.0	1163.0	1184.0	862.0	3129.0	2549.0	8825.0	3503.0	3216.0	1974.0	5155.0	1231.0	7637.0	1941.0	918.0	1489.0	1602.0	4966.0	1173.0	7966.0	1787.0	7853.0	485.0	1654.0	5882.0	1376.0	2932.0	4544.0	6406.0	6318.0	879.0	3487.0	3071.0	2488.0	1482.0	2186.0	567.0	571.0	2093.0	7532.0	2034.0	6594.0	4714.0	2200.0	1227.0	8759.0	551.0	4605.0	6301.0	2235.0	1543.0
206	252	85	116	2924.0	1910.0	2096.0	3116.0	6225.0	3425.0	7637.0	4298.0	7737.0	3790.0	1528.0	621.0	3738.0	9699.0	446.0	1245.0	1200.0	898.0	3169.0	2588.0	8875.0	3644.0	3232.0	2063.0	5226.0	1238.0	7684.0	1974.0	947.0	1520.0	1698.0	5056.0	1381.0	7971.0	1799.0	7922.0	552.0	1650.0	5896.0	1488.0	2992.0	4609.0	6403.0	6351.0	899.0	3517.0	3188.0	2626.0	1518.0	2377.0	577.0	691.0	2099.0	7587.0	2043.0	6605.0	4759.0	2216.0	1260.0	8790.0	509.0	4622.0	6413.0	2261.0	1565.0
206	254	85	118	2926.0	1901.0	2095.0	3115.0	6219.0	3425.0	7638.0	4298.0	7739.0	3791.0	1530.0	621.0	3638.0	9862.0	436.0	1246.0	1200.0	887.0	3176.0	2587.0	8874.0	3642.0	3232.0	2062.0	5220.0	1242.0	7682.0	1973.0	945.0	1518.0	1606.0	5053.0	1382.0	7960.0	1802.0	7917.0	529.0	1650.0	5893.0	1487.0	2991.0	4604.0	6415.0	6347.0	903.0	3518.0	3183.0	2623.0	1516.0	2429.0	575.0	692.0	2099.0	7535.0	2041.0	6609.0	4752.0	2212.0	1257.0	8793.0	574.0	4620.0	6388.0	2261.0	1566.0
206	384	85	158	2820.0	1837.0	2086.0	3105.0	6152.0	3318.0	7622.0	4227.0	7737.0	3758.0	1269.0	606.0	3624.0	9610.0	417.0	1210.0	1187.0	898.0	3129.0	2551.0	8826.0	3512.0	3219.0	1966.0	5158.0	1221.0	7639.0	1956.0	919.0	1491.0	1599.0	4974.0	1282.0	7946.0	1786.0	7850.0	495.0	1631.0	5883.0	1458.0	2945.0	4546.0	6411.0	6328.0	884.0	3504.0	3076.0	2486.0	1482.0	2356.0	573.0	608.0	2093.0	7530.0	2033.0	6597.0	4718.0	2199.0	1238.0	8761.0	554.0	4606.0	6306.0	2246.0	1544.0
206	385	85	159	2821.0	1837.0	2088.0	3106.0	6151.0	3318.0	7623.0	4235.0	7737.0	3758.0	1272.0	607.0	3625.0	9610.0	425.0	1207.0	1186.0	899.0	3130.0	2591.0	8826.0	3511.0	3219.0	1966.0	5157.0	1222.0	7638.0	1956.0	919.0	1491.0	1601.0	4974.0	1284.0	7946.0	1785.0	7852.0	494.0	1633.0	5885.0	1381.0	2943.0	4545.0	6410.0	6325.0	882.0	3500.0	3075.0	2488.0	1483.0	2185.0	573.0	608.0	2094.0	7531.0	2033.0	6596.0	4717.0	2199.0	1239.0	8762.0	552.0	4606.0	6306.0	2246.0	1544.0
206	369	85	145	2922.0	1844.0	2083.0	3100.0	6212.0	3355.0	7622.0	4215.0	7748.0	3767.0	1488.0	620.0	3530.0	9625.0	431.0	1238.0	1191.0	865.0	3132.0	2546.0	8832.0	3604.0	3225.0	1982.0	5210.0	1202.0	7683.0	1960.0	857.0	1488.0	1596.0	4991.0	1339.0	7936.0	1822.0	7839.0	492.0	1648.0	5886.0	1461.0	2949.0	4555.0	6404.0	6335.0	885.0	3516.0	3181.0	2573.0	1508.0	2419.0	559.0	694.0	2096.0	7533.0	2036.0	6606.0	4743.0	2209.0	1262.0	8835.0	551.0	4612.0	6399.0	2262.0	1548.0
206	389	85	162	2820.0	1798.0	2082.0	3089.0	6149.0	3311.0	7611.0	4238.0	7736.0	3755.0	1397.0	607.0	3630.0	9610.0	427.0	1163.0	1184.0	899.0	3129.0	2592.0	8826.0	3503.0	3217.0	1968.0	5155.0	1229.0	7636.0	1941.0	916.0	1489.0	1603.0	4966.0	1284.0	7950.0	1785.0	7851.0	484.0	1654.0	5884.0	1376.0	2934.0	4543.0	6406.0	6319.0	880.0	3487.0	3071.0	2489.0	1481.0	2186.0	568.0	572.0	2093.0	7532.0	2035.0	6595.0	4714.0	2200.0	1234.0	8760.0	551.0	4605.0	6302.0	2237.0	1543.0
207	251	86	115	2918.0	1911.0	2096.0	3119.0	6221.0	3425.0	7632.0	4298.0	7738.0	3790.0	1527.0	622.0	3741.0	9654.0	484.0	1244.0	1199.0	903.0	3168.0	2589.0	8876.0	3648.0	3229.0	2063.0	5227.0	1228.0	7685.0	1973.0	903.0	1521.0	1699.0	5059.0	1364.0	7973.0	1798.0	7924.0	552.0	1650.0	5893.0	1489.0	2991.0	4611.0	6402.0	6351.0	893.0	3516.0	3189.0	2626.0	1520.0	2376.0	579.0	690.0	2099.0	7587.0	2045.0	6601.0	4758.0	2220.0	1262.0	8787.0	509.0	4621.0	6417.0	2262.0	1565.0
207	252	86	116	2924.0	1910.0	2096.0	3117.0	6219.0	3426.0	7637.0	4298.0	7740.0	3790.0	1529.0	623.0	3740.0	9698.0	483.0	1245.0	1200.0	897.0	3174.0	2589.0	8876.0	3645.0	3232.0	2064.0	5226.0	1240.0	7684.0	1974.0	948.0	1520.0	1698.0	5058.0	1382.0	7967.0	1802.0	7923.0	552.0	1651.0	5896.0	1489.0	2992.0	4610.0	6404.0	6351.0	900.0	3518.0	3187.0	2625.0	1519.0	2379.0	578.0	692.0	2100.0	7588.0	2044.0	6605.0	4757.0	2217.0	1261.0	8789.0	583.0	4621.0	6413.0	2262.0	1566.0
207	253	86	117	2925.0	1908.0	2096.0	3116.0	6218.0	3426.0	7638.0	4298.0	7741.0	3791.0	1530.0	623.0	3738.0	9702.0	440.0	1246.0	1200.0	895.0	3176.0	2589.0	8876.0	3644.0	3233.0	2063.0	5222.0	1243.0	7683.0	1974.0	948.0	1520.0	1696.0	5056.0	1383.0	7964.0	1803.0	7922.0	552.0	1651.0	5895.0	1488.0	2992.0	4607.0	6413.0	6349.0	904.0	3519.0	3184.0	2624.0	1518.0	2431.0	577.0	693.0	2099.0	7587.0	2043.0	6608.0	4754.0	2215.0	1260.0	8790.0	572.0	4620.0	6408.0	2262.0	1567.0
207	254	86	118	2926.0	1887.0	2096.0	3115.0	6217.0	3426.0	7639.0	4298.0	7741.0	3792.0	1530.0	623.0	3737.0	9864.0	435.0	1247.0	1201.0	895.0	3179.0	2588.0	8874.0	3642.0	3234.0	2063.0	5220.0	1243.0	7682.0	1973.0	946.0	1518.0	1607.0	5053.0	1383.0	7959.0	1806.0	7919.0	551.0	1651.0	5894.0	1487.0	2992.0	4604.0	6420.0	6348.0	904.0	3520.0	3182.0	2623.0	1517.0	2431.0	576.0	694.0	2099.0	7537.0	2042.0	6610.0	4749.0	2213.0	1259.0	8790.0	569.0	4620.0	6406.0	2262.0	1566.0
207	227	86	103	20000.0	1922.0	2108.0	3145.0	6456.0	3432.0	7849.0	4356.0	7812.0	3791.0	1548.0	633.0	3882.0	9842.0	528.0	1289.0	1220.0	915.0	3165.0	2598.0	9085.0	3660.0	3317.0	2077.0	5259.0	1250.0	7742.0	1985.0	1141.0	1654.0	1711.0	5267.0	1416.0	7991.0	1800.0	7927.0	609.0	1638.0	6089.0	1497.0	3042.0	4796.0	6391.0	6361.0	910.0	3625.0	3342.0	2823.0	1524.0	2562.0	592.0	20000.0	2107.0	7612.0	2048.0	6745.0	5025.0	2271.0	1278.0	9072.0	500.0	4665.0	6437.0	2267.0	1564.0
207	221	86	98	20000.0	20000.0	2206.0	20000.0	20000.0	3445.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1015.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1606.0	8063.0	20000.0	20000.0	20000.0	20000.0	6152.0	20000.0	20000.0	20000.0	6513.0	20000.0	20000.0	20000.0	20000.0	20000.0	1536.0	20000.0	603.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2541.0	20000.0
207	222	86	99	20000.0	2112.0	2205.0	3407.0	20000.0	3445.0	20000.0	20000.0	20000.0	20000.0	20000.0	639.0	3910.0	20000.0	20000.0	20000.0	1230.0	1013.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1408.0	20000.0	1993.0	20000.0	1732.0	1771.0	20000.0	1604.0	8046.0	20000.0	20000.0	20000.0	1698.0	6149.0	1502.0	20000.0	20000.0	6511.0	20000.0	929.0	3668.0	20000.0	20000.0	1532.0	2698.0	602.0	20000.0	20000.0	7647.0	2052.0	20000.0	20000.0	2279.0	1394.0	20000.0	20000.0	20000.0	6445.0	2274.0	1575.0
207	226	86	102	20000.0	1923.0	2108.0	3392.0	6480.0	3432.0	7850.0	4411.0	7812.0	3792.0	1561.0	634.0	3891.0	9843.0	528.0	1290.0	1222.0	917.0	3165.0	2598.0	9053.0	3660.0	3317.0	2080.0	5260.0	1251.0	7743.0	1984.0	1143.0	1655.0	1712.0	5101.0	1482.0	8036.0	1801.0	7924.0	613.0	1638.0	6092.0	1498.0	3042.0	4797.0	6399.0	6362.0	911.0	3625.0	20000.0	2682.0	1524.0	2683.0	592.0	20000.0	2108.0	7614.0	2046.0	6879.0	5026.0	2274.0	1280.0	9077.0	500.0	4668.0	6438.0	2267.0	1569.0
207	230	86	106	2920.0	1919.0	2103.0	3139.0	6454.0	3429.0	7845.0	4325.0	7733.0	3791.0	1495.0	630.0	3841.0	9703.0	527.0	1284.0	1214.0	909.0	3158.0	2596.0	8998.0	3657.0	3313.0	2073.0	5254.0	1237.0	7738.0	1982.0	1020.0	1650.0	1706.0	5099.0	1409.0	7976.0	1796.0	7918.0	606.0	1637.0	6088.0	1495.0	2999.0	4711.0	6389.0	6359.0	895.0	3524.0	3245.0	2666.0	1523.0	2552.0	587.0	767.0	2103.0	7610.0	2048.0	6626.0	4978.0	2266.0	1273.0	8793.0	499.0	4660.0	6436.0	2265.0	1562.0
208	254	87	118	2927.0	1885.0	2096.0	3116.0	6216.0	3426.0	7667.0	4298.0	7743.0	3793.0	1531.0	624.0	3739.0	9864.0	436.0	1247.0	1201.0	894.0	3262.0	2589.0	8875.0	3627.0	3289.0	2063.0	5219.0	1245.0	7683.0	1973.0	948.0	1519.0	1695.0	5010.0	1384.0	7951.0	1809.0	7903.0	552.0	1652.0	5897.0	1488.0	2993.0	4605.0	6425.0	6348.0	906.0	3521.0	3182.0	2622.0	1517.0	2431.0	577.0	696.0	2100.0	7537.0	2043.0	6612.0	4744.0	2215.0	1261.0	8782.0	560.0	4620.0	6408.0	2263.0	1568.0
208	255	87	119	2928.0	1882.0	2095.0	3114.0	6215.0	3426.0	7666.0	4286.0	7743.0	3793.0	1530.0	623.0	3737.0	9860.0	432.0	1248.0	1202.0	887.0	3261.0	2589.0	8875.0	3625.0	3289.0	2063.0	5217.0	1244.0	7682.0	1971.0	947.0	1518.0	1693.0	5006.0	1384.0	7948.0	1810.0	7895.0	551.0	1651.0	5896.0	1486.0	2992.0	4602.0	6427.0	6347.0	907.0	3521.0	3180.0	2622.0	1517.0	2430.0	575.0	697.0	2099.0	7534.0	2041.0	6612.0	4742.0	2213.0	1260.0	8782.0	549.0	4619.0	6380.0	2262.0	1567.0
208	256	87	120	2928.0	1876.0	2093.0	3114.0	6214.0	3426.0	7664.0	4283.0	7740.0	3793.0	1530.0	623.0	3635.0	9809.0	429.0	1248.0	1203.0	885.0	3260.0	2588.0	8874.0	3619.0	3289.0	2063.0	5216.0	1244.0	7681.0	1970.0	946.0	1517.0	1605.0	5004.0	1356.0	7946.0	1811.0	7892.0	550.0	1650.0	5895.0	1483.0	2991.0	4583.0	6428.0	6345.0	906.0	3522.0	3179.0	2620.0	1516.0	2428.0	574.0	751.0	2099.0	7533.0	2039.0	6612.0	4737.0	2212.0	1257.0	8782.0	546.0	4619.0	6378.0	2262.0	1567.0
208	222	87	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1536.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	253	88	117	2926.0	1887.0	2096.0	3118.0	6215.0	3426.0	7632.0	4299.0	7743.0	3793.0	1531.0	626.0	3742.0	9869.0	443.0	1246.0	1203.0	894.0	3265.0	2591.0	8926.0	3626.0	3296.0	2064.0	5221.0	1246.0	7683.0	1975.0	950.0	1521.0	1696.0	5010.0	1385.0	7953.0	1809.0	7903.0	553.0	1654.0	5896.0	1489.0	2993.0	4608.0	6426.0	6349.0	908.0	3522.0	3183.0	2623.0	1519.0	2433.0	577.0	696.0	2100.0	7589.0	2058.0	6610.0	4743.0	2217.0	1260.0	8782.0	562.0	4619.0	6410.0	2264.0	1570.0
209	254	88	118	2927.0	1884.0	2096.0	3117.0	6214.0	3426.0	7637.0	4286.0	7744.0	3793.0	1531.0	627.0	3740.0	9864.0	436.0	1249.0	1205.0	891.0	3263.0	2590.0	8877.0	3625.0	3293.0	2064.0	5218.0	1246.0	7683.0	1974.0	949.0	1519.0	1695.0	5007.0	1385.0	7949.0	1811.0	7895.0	552.0	1652.0	5896.0	1488.0	2994.0	4605.0	6428.0	6348.0	908.0	3523.0	3181.0	2622.0	1517.0	2432.0	576.0	753.0	2100.0	7536.0	2047.0	6612.0	4741.0	2216.0	1260.0	8781.0	559.0	4620.0	6409.0	2264.0	1570.0
209	255	88	119	2928.0	1879.0	2095.0	3115.0	6214.0	3426.0	7636.0	4285.0	7744.0	3794.0	1530.0	626.0	3739.0	9807.0	432.0	1249.0	1206.0	887.0	3262.0	2589.0	8876.0	3621.0	3292.0	2064.0	5216.0	1246.0	7682.0	1972.0	949.0	1518.0	1693.0	5005.0	1384.0	7947.0	1841.0	7893.0	551.0	1651.0	5896.0	1484.0	2993.0	4603.0	6429.0	6347.0	908.0	3524.0	3179.0	2622.0	1517.0	2430.0	575.0	751.0	2100.0	7534.0	2044.0	6612.0	4737.0	2215.0	1260.0	8778.0	549.0	4619.0	6379.0	2263.0	1568.0
209	213	88	92	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	219	88	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	222	88	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	256	88	120	2929.0	1875.0	2094.0	3114.0	6213.0	3425.0	7634.0	4282.0	7742.0	3794.0	1530.0	625.0	3639.0	9772.0	429.0	1249.0	1206.0	886.0	3260.0	2588.0	8874.0	3618.0	3292.0	2064.0	5215.0	1245.0	7681.0	1971.0	948.0	1517.0	1604.0	5004.0	1356.0	7945.0	1841.0	7891.0	550.0	1650.0	5895.0	1480.0	2992.0	4583.0	6430.0	6345.0	908.0	3525.0	3178.0	2620.0	1516.0	2428.0	574.0	750.0	2099.0	7533.0	2040.0	6613.0	4734.0	2213.0	1258.0	8776.0	547.0	4619.0	6377.0	2263.0	1567.0
209	290	88	131	2932.0	1854.0	2082.0	3104.0	6207.0	3384.0	7654.0	4239.0	7638.0	3797.0	1465.0	624.0	3619.0	9752.0	426.0	1249.0	1204.0	872.0	3248.0	2586.0	8862.0	3604.0	3224.0	2060.0	5198.0	1226.0	7673.0	1948.0	879.0	1515.0	1582.0	4998.0	1275.0	7918.0	1836.0	7882.0	523.0	1614.0	5923.0	1471.0	2966.0	4564.0	6441.0	6335.0	899.0	3542.0	3177.0	2564.0	1508.0	2415.0	559.0	662.0	2095.0	7529.0	2028.0	6614.0	4727.0	2208.0	1240.0	8782.0	539.0	4621.0	6340.0	2271.0	1556.0
209	295	88	136	2924.0	1847.0	2083.0	3095.0	6205.0	3380.0	7649.0	4234.0	7640.0	3789.0	1459.0	624.0	3618.0	9725.0	432.0	1246.0	1199.0	865.0	3144.0	2582.0	8860.0	3604.0	3224.0	2037.0	5204.0	1217.0	7672.0	1956.0	876.0	1487.0	1589.0	4996.0	1277.0	7936.0	1834.0	7860.0	494.0	1611.0	5924.0	1468.0	2953.0	4558.0	6433.0	6335.0	896.0	3534.0	3182.0	2558.0	1508.0	2419.0	559.0	662.0	2097.0	7533.0	2035.0	6612.0	4736.0	2207.0	1259.0	8784.0	543.0	4619.0	6366.0	2320.0	1557.0
209	368	88	144	2925.0	1846.0	2084.0	3102.0	6189.0	3369.0	7641.0	4219.0	7756.0	3772.0	1500.0	626.0	3625.0	9669.0	434.0	1241.0	1195.0	887.0	3140.0	2551.0	8843.0	3633.0	3227.0	2029.0	5208.0	1208.0	7683.0	1961.0	884.0	1488.0	1599.0	4997.0	1342.0	7944.0	1828.0	7838.0	495.0	1620.0	5889.0	1459.0	2952.0	4557.0	6426.0	6335.0	889.0	3520.0	3180.0	2561.0	1513.0	2420.0	561.0	692.0	2097.0	7535.0	2040.0	6611.0	4738.0	2212.0	1267.0	8774.0	548.0	4614.0	6400.0	2279.0	1550.0
209	369	88	145	2924.0	1845.0	2086.0	3104.0	6184.0	3360.0	7640.0	4218.0	7753.0	3772.0	1501.0	625.0	3626.0	9627.0	432.0	1241.0	1195.0	888.0	3141.0	2556.0	8834.0	3632.0	3227.0	1976.0	5208.0	1212.0	7682.0	1962.0	884.0	1488.0	1600.0	4998.0	1341.0	7944.0	1827.0	7840.0	498.0	1622.0	5890.0	1458.0	2953.0	4557.0	6426.0	6335.0	900.0	3521.0	3178.0	2563.0	1512.0	2420.0	563.0	694.0	2098.0	7534.0	2038.0	6613.0	4735.0	2212.0	1267.0	8774.0	552.0	4614.0	6400.0	2277.0	1551.0
209	283	88	129	2934.0	1857.0	2076.0	3106.0	6209.0	3387.0	7596.0	4239.0	7736.0	3800.0	1526.0	621.0	3620.0	9754.0	426.0	1249.0	1206.0	874.0	3243.0	2584.0	8865.0	3603.0	3224.0	2067.0	5200.0	1229.0	7673.0	1952.0	878.0	1514.0	1579.0	4998.0	1272.0	7919.0	1837.0	7883.0	532.0	1617.0	5916.0	1472.0	2974.0	4567.0	6437.0	6334.0	901.0	3541.0	3176.0	2463.0	1504.0	2382.0	559.0	664.0	2093.0	7528.0	2026.0	6614.0	4726.0	2207.0	1238.0	8773.0	538.0	4613.0	6335.0	2268.0	1555.0
209	291	88	132	2930.0	1851.0	2082.0	3102.0	6206.0	3383.0	7653.0	4238.0	7642.0	3795.0	1464.0	625.0	3619.0	9751.0	425.0	1249.0	1204.0	871.0	3248.0	2586.0	8862.0	3605.0	3224.0	2055.0	5200.0	1223.0	7673.0	1949.0	880.0	1515.0	1583.0	4997.0	1276.0	7920.0	1836.0	7869.0	503.0	1612.0	5924.0	1471.0	2961.0	4563.0	6444.0	6335.0	899.0	3540.0	3177.0	2564.0	1509.0	2417.0	559.0	662.0	2095.0	7531.0	2029.0	6614.0	4729.0	2209.0	1242.0	8783.0	540.0	4622.0	6343.0	2272.0	1555.0
209	292	88	133	2927.0	1849.0	2082.0	3102.0	6205.0	3382.0	7653.0	4237.0	7641.0	3791.0	1464.0	624.0	3626.0	9748.0	425.0	1248.0	1202.0	867.0	3153.0	2586.0	8861.0	3605.0	3223.0	2053.0	5203.0	1221.0	7672.0	1950.0	879.0	1490.0	1585.0	4996.0	1276.0	7924.0	1835.0	7866.0	497.0	1610.0	5924.0	1471.0	2958.0	4560.0	6445.0	6335.0	899.0	3538.0	3179.0	2561.0	1510.0	2417.0	560.0	662.0	2096.0	7531.0	2030.0	6613.0	4731.0	2208.0	1243.0	8783.0	540.0	4620.0	6347.0	2278.0	1555.0
209	370	88	146	2924.0	1845.0	2086.0	3106.0	6179.0	3356.0	7639.0	4213.0	7753.0	3772.0	1500.0	624.0	3626.0	9624.0	428.0	1241.0	1195.0	890.0	3141.0	2584.0	8832.0	3632.0	3227.0	1973.0	5208.0	1213.0	7682.0	1962.0	884.0	1490.0	1600.0	4998.0	1339.0	7943.0	1826.0	7840.0	501.0	1624.0	5890.0	1457.0	2953.0	4557.0	6426.0	6335.0	904.0	3521.0	3177.0	2467.0	1512.0	2420.0	565.0	695.0	2097.0	7533.0	2036.0	6613.0	4732.0	2212.0	1269.0	8772.0	554.0	4613.0	6378.0	2273.0	1550.0
210	290	89	131	2933.0	1855.0	2082.0	3104.0	6207.0	3385.0	7655.0	4237.0	7738.0	3799.0	1465.0	627.0	3620.0	9753.0	426.0	1250.0	1206.0	875.0	3248.0	2588.0	8863.0	3605.0	3225.0	2063.0	5195.0	1226.0	7673.0	1954.0	888.0	1516.0	1582.0	5000.0	1275.0	7924.0	1836.0	7880.0	531.0	1616.0	5923.0	1471.0	2972.0	4566.0	6442.0	6335.0	902.0	3541.0	3177.0	2561.0	1509.0	2413.0	559.0	664.0	2095.0	7530.0	2029.0	6615.0	4727.0	2212.0	1241.0	8781.0	540.0	4621.0	6345.0	2274.0	1555.0
210	256	89	120	2929.0	1873.0	2093.0	3114.0	6213.0	3425.0	7631.0	4280.0	7744.0	3795.0	1530.0	627.0	3740.0	9768.0	428.0	1250.0	1207.0	887.0	3260.0	2590.0	8875.0	3616.0	3293.0	2070.0	5214.0	1247.0	7681.0	1971.0	892.0	1517.0	1603.0	5004.0	1356.0	7945.0	1841.0	7890.0	550.0	1650.0	5898.0	1476.0	2993.0	4583.0	6430.0	6345.0	909.0	3527.0	3177.0	2620.0	1515.0	2426.0	574.0	748.0	2099.0	7533.0	2042.0	6613.0	4732.0	2215.0	1257.0	8773.0	548.0	4619.0	6375.0	2264.0	1572.0
210	257	89	121	2930.0	1865.0	2092.0	3113.0	6212.0	3425.0	7630.0	4277.0	7739.0	3796.0	1530.0	625.0	3635.0	9762.0	427.0	1250.0	1206.0	884.0	3258.0	2589.0	8874.0	3613.0	3292.0	2070.0	5213.0	1245.0	7680.0	1970.0	888.0	1517.0	1601.0	5002.0	1356.0	7943.0	1840.0	7888.0	548.0	1649.0	5908.0	1476.0	2991.0	4578.0	6431.0	6343.0	909.0	3529.0	3176.0	2620.0	1514.0	2424.0	573.0	744.0	2098.0	7532.0	2039.0	6613.0	4731.0	2214.0	1258.0	8771.0	547.0	4618.0	6372.0	2265.0	1567.0
