alnA	alnB	A	B	YLR293C_13	YLR293C_32	YLR293C_09	YLR293C_29	YLR293C_27	YLR293C_39	YLR293C_69	YLR293C_56	YLR293C_65	YLR293C_52	YLR293C_44	YLR293C_03	YLR293C_24	YLR293C_68	YLR293C_22	YLR293C_02	YLR293C_63	YLR293C_05	YLR293C_06	YLR293C_67	YLR293C_17	YLR293C_40	YLR293C_55	YLR293C_23	YLR293C_11	YLR293C_14	YLR293C_36	YLR293C_10	YLR293C_31	YLR293C_42	YLR293C_15	YLR293C_66	YLR293C_30	YLR293C_34	YLR293C_50	YLR293C_28	YLR293C_38	YLR293C_45	YLR293C_04	YLR293C_59	YLR293C_26	YLR293C_57	YLR293C_61	YLR293C_53	YLR293C_33	YLR293C_18	YLR293C_62	YLR293C_01	YLR293C_20	YLR293C_60	YLR293C_48	YLR293C_47	YLR293C_37	YLR293C_43	YLR293C_46	YLR293C_41
181	190	71	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	75	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	76	104	6481.0	983.0	7861.0	559.0	3583.0	1061.0	2220.0	724.0	7662.0	2557.0	2424.0	304.0	2757.0	8833.0	1586.0	1459.0	3097.0	4464.0	7879.0	1895.0	1628.0	2894.0	8397.0	1983.0	1234.0	1423.0	3932.0	200.0	9395.0	1347.0	9117.0	2231.0	1310.0	2745.0	480.0	1566.0	4203.0	4278.0	8099.0	9008.0	3092.0	1752.0	948.0	9846.0	3224.0	1117.0	1647.0	4969.0	2246.0	8816.0	7499.0	9886.0	802.0	7434.0	5217.0	1460.0
191	229	76	107	6580.0	1022.0	7872.0	560.0	3584.0	1061.0	2237.0	773.0	7663.0	2625.0	2461.0	318.0	2756.0	8835.0	1583.0	1461.0	3098.0	4472.0	7877.0	1896.0	1628.0	2901.0	8401.0	1984.0	1251.0	1423.0	3933.0	525.0	9551.0	1426.0	9118.0	2231.0	1423.0	2744.0	495.0	1568.0	4201.0	4284.0	8141.0	9005.0	3093.0	1752.0	949.0	9952.0	3226.0	1119.0	1658.0	5080.0	2247.0	8816.0	7497.0	9913.0	797.0	7438.0	5224.0	1457.0
192	196	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	77	107	6582.0	1014.0	7871.0	560.0	3586.0	1062.0	2238.0	774.0	7671.0	2624.0	2461.0	319.0	2759.0	8835.0	1583.0	1464.0	3097.0	4471.0	7879.0	1896.0	1631.0	2900.0	8404.0	1985.0	1254.0	1424.0	3933.0	526.0	9578.0	1427.0	9118.0	2393.0	1385.0	2745.0	495.0	1571.0	4201.0	4288.0	8141.0	9005.0	3092.0	1752.0	950.0	9951.0	3226.0	1167.0	1662.0	5081.0	2248.0	8818.0	7498.0	9914.0	797.0	7449.0	5236.0	1460.0
193	198	78	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	79	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	241	79	112	6494.0	1026.0	7943.0	562.0	3589.0	1062.0	2272.0	794.0	7704.0	2628.0	2462.0	349.0	2795.0	8873.0	1573.0	1482.0	3267.0	4483.0	7880.0	1900.0	1658.0	2908.0	8450.0	2032.0	1312.0	1543.0	4005.0	522.0	9576.0	1535.0	9160.0	2404.0	1379.0	2794.0	495.0	1574.0	4200.0	4281.0	8146.0	9002.0	3100.0	1756.0	954.0	9948.0	3260.0	1211.0	1699.0	5085.0	2385.0	8825.0	7497.0	9912.0	785.0	7493.0	5292.0	1463.0
195	230	80	108	6583.0	1022.0	7948.0	561.0	3586.0	1066.0	2270.0	801.0	7703.0	2630.0	2464.0	351.0	2796.0	8871.0	1578.0	1478.0	3269.0	4474.0	7883.0	1899.0	1658.0	2905.0	8447.0	2031.0	1319.0	1545.0	3939.0	527.0	9578.0	1552.0	9158.0	2396.0	1428.0	2798.0	494.0	1574.0	4202.0	4316.0	8146.0	9004.0	3107.0	1755.0	954.0	9953.0	3261.0	1225.0	1698.0	5086.0	2395.0	8828.0	7503.0	9913.0	789.0	7492.0	5249.0	1468.0
195	236	80	111	6498.0	1025.0	7944.0	562.0	3587.0	1064.0	2272.0	793.0	7703.0	2627.0	2463.0	350.0	2796.0	8872.0	1574.0	1480.0	3269.0	4483.0	7881.0	1899.0	1658.0	2907.0	8447.0	2033.0	1316.0	1544.0	3940.0	524.0	9577.0	1592.0	9159.0	2404.0	1381.0	2796.0	493.0	1577.0	4200.0	4283.0	8147.0	9003.0	3101.0	1755.0	954.0	9950.0	3261.0	1212.0	1702.0	5087.0	2385.0	8828.0	7499.0	9912.0	787.0	7492.0	5241.0	1467.0
195	226	80	104	6587.0	1011.0	7872.0	560.0	3584.0	1069.0	2244.0	773.0	7702.0	2629.0	2467.0	351.0	2795.0	8868.0	1583.0	1468.0	3099.0	4470.0	7977.0	1898.0	1633.0	2901.0	8414.0	2024.0	1326.0	1545.0	3938.0	558.0	9579.0	1450.0	9158.0	2383.0	1430.0	2838.0	494.0	1572.0	4204.0	4275.0	8140.0	9007.0	3115.0	1753.0	954.0	9955.0	3260.0	1173.0	1683.0	5083.0	2250.0	8825.0	7502.0	9915.0	796.0	7444.0	5248.0	1470.0
195	229	80	107	6586.0	1021.0	7949.0	561.0	3584.0	1067.0	2246.0	803.0	7703.0	2630.0	2466.0	352.0	2795.0	8871.0	1580.0	1477.0	3104.0	4473.0	8107.0	1899.0	1635.0	2903.0	8448.0	2031.0	1321.0	1545.0	3939.0	554.0	9579.0	1452.0	9158.0	2395.0	1429.0	2801.0	494.0	1574.0	4203.0	4316.0	8145.0	9005.0	3112.0	1755.0	953.0	9953.0	3260.0	1224.0	1697.0	5084.0	2395.0	8827.0	7501.0	9914.0	790.0	7492.0	5251.0	1469.0
195	241	80	112	6496.0	1026.0	7945.0	562.0	3588.0	1063.0	2273.0	794.0	7704.0	2629.0	2462.0	348.0	2796.0	8874.0	1573.0	1483.0	3268.0	4484.0	7881.0	1901.0	1659.0	2908.0	8448.0	2033.0	1315.0	1508.0	4005.0	523.0	9577.0	1591.0	9160.0	2406.0	1380.0	2796.0	494.0	1576.0	4200.0	4281.0	8147.0	9003.0	3100.0	1756.0	954.0	9948.0	3261.0	1212.0	1764.0	5087.0	2385.0	8871.0	7498.0	9912.0	786.0	7493.0	5292.0	1467.0
195	249	80	115	6499.0	1054.0	7948.0	563.0	3586.0	1060.0	2350.0	798.0	7705.0	2644.0	2459.0	346.0	2760.0	8839.0	1568.0	1486.0	3265.0	4474.0	8093.0	1909.0	1659.0	2912.0	8454.0	2036.0	1303.0	1502.0	4005.0	521.0	9575.0	1604.0	9164.0	2438.0	1374.0	2794.0	497.0	1574.0	4201.0	4269.0	8143.0	8999.0	3093.0	1759.0	953.0	9941.0	3271.0	1213.0	1769.0	5082.0	2384.0	8824.0	7495.0	9914.0	756.0	7651.0	5323.0	1462.0
196	236	81	111	6584.0	1026.0	7946.0	562.0	3587.0	1066.0	2271.0	801.0	7704.0	2630.0	2465.0	349.0	2797.0	8878.0	1573.0	1484.0	3270.0	4507.0	8105.0	1905.0	1659.0	2908.0	8448.0	2034.0	1317.0	1545.0	4005.0	525.0	9578.0	1594.0	9160.0	2441.0	1387.0	2799.0	493.0	1577.0	4199.0	4316.0	8148.0	9003.0	3104.0	1756.0	955.0	9952.0	3262.0	1213.0	1765.0	5087.0	2385.0	8871.0	7502.0	9913.0	784.0	7492.0	5290.0	1471.0
196	241	81	112	6501.0	1026.0	7947.0	562.0	3588.0	1065.0	2272.0	799.0	7704.0	2631.0	2464.0	346.0	2797.0	8879.0	1572.0	1487.0	3270.0	4507.0	8105.0	1924.0	1660.0	2909.0	8448.0	2035.0	1316.0	1545.0	4005.0	524.0	9577.0	1594.0	9162.0	2440.0	1383.0	2798.0	494.0	1577.0	4199.0	4283.0	8148.0	9003.0	3101.0	1757.0	955.0	9950.0	3264.0	1212.0	1765.0	5087.0	2385.0	8998.0	7500.0	9913.0	784.0	7493.0	5291.0	1470.0
202	241	83	112	6585.0	1031.0	7948.0	563.0	3586.0	1066.0	2272.0	799.0	7705.0	2634.0	2477.0	344.0	2799.0	8880.0	1572.0	1512.0	3272.0	4509.0	8106.0	2018.0	1661.0	2912.0	8449.0	2037.0	1318.0	1545.0	4005.0	524.0	9578.0	1597.0	9162.0	2440.0	1429.0	2800.0	492.0	1578.0	4199.0	4267.0	8152.0	9004.0	3106.0	1758.0	956.0	9955.0	3269.0	1209.0	1764.0	5089.0	2386.0	8995.0	7505.0	9913.0	784.0	7491.0	5290.0	1470.0
202	249	83	115	6586.0	1051.0	7952.0	565.0	3586.0	1062.0	2350.0	801.0	7708.0	2700.0	2464.0	343.0	2799.0	8890.0	1569.0	1504.0	3267.0	4478.0	8092.0	2023.0	1662.0	2916.0	8453.0	2039.0	1308.0	1504.0	4007.0	524.0	9577.0	1602.0	9165.0	2439.0	1379.0	2799.0	499.0	1578.0	4202.0	4254.0	8146.0	8999.0	3099.0	1760.0	956.0	9947.0	3273.0	1328.0	1767.0	5082.0	2385.0	8988.0	7500.0	9915.0	782.0	7660.0	5291.0	1466.0
202	246	83	114	6586.0	1053.0	7951.0	565.0	3586.0	1065.0	2275.0	801.0	7707.0	2700.0	2465.0	344.0	2799.0	8885.0	1571.0	1508.0	3270.0	4511.0	8094.0	2021.0	1662.0	2915.0	8451.0	2038.0	1317.0	1506.0	4006.0	524.0	9577.0	1601.0	9164.0	2439.0	1382.0	2800.0	497.0	1578.0	4202.0	4265.0	8148.0	9001.0	3102.0	1759.0	956.0	9954.0	3272.0	1211.0	1765.0	5084.0	2386.0	8991.0	7502.0	9914.0	783.0	7659.0	5290.0	1468.0
203	246	84	114	6587.0	1054.0	7952.0	566.0	3586.0	1067.0	2277.0	806.0	7707.0	2700.0	2465.0	344.0	2800.0	8896.0	1571.0	1506.0	3273.0	4511.0	8094.0	2022.0	1663.0	2915.0	8452.0	2039.0	1317.0	1509.0	4007.0	525.0	9577.0	1603.0	9164.0	2440.0	1431.0	2801.0	499.0	1579.0	4202.0	4266.0	8150.0	8955.0	3104.0	1760.0	957.0	9953.0	3273.0	1329.0	1765.0	5084.0	2388.0	8992.0	7504.0	9915.0	783.0	7664.0	5290.0	1470.0
203	249	84	115	6587.0	1052.0	7952.0	567.0	3586.0	1065.0	2351.0	806.0	7708.0	2699.0	2465.0	343.0	2799.0	8904.0	1571.0	1503.0	3268.0	4512.0	8093.0	2024.0	1663.0	2916.0	8453.0	2039.0	1310.0	1507.0	4008.0	525.0	9577.0	1604.0	9165.0	2440.0	1433.0	2801.0	528.0	1579.0	4202.0	4264.0	8147.0	8952.0	3101.0	1762.0	958.0	9945.0	3274.0	1331.0	1766.0	5082.0	2387.0	8990.0	7502.0	9916.0	783.0	7667.0	5291.0	1469.0
203	250	84	116	6588.0	1053.0	7955.0	568.0	3587.0	1066.0	2351.0	808.0	7708.0	2699.0	2465.0	343.0	2799.0	8904.0	1571.0	1503.0	3267.0	4512.0	8092.0	2025.0	1664.0	2918.0	8454.0	2040.0	1301.0	1505.0	4008.0	525.0	9577.0	1603.0	9165.0	2440.0	1436.0	2801.0	530.0	1580.0	4202.0	4255.0	8147.0	8951.0	3100.0	1771.0	960.0	9943.0	3274.0	1332.0	1766.0	5082.0	2431.0	8989.0	7502.0	9916.0	783.0	7666.0	5292.0	1469.0
204	249	85	115	6587.0	1051.0	7952.0	568.0	3586.0	1064.0	2350.0	806.0	7708.0	2698.0	2466.0	342.0	2800.0	8903.0	1571.0	1503.0	3274.0	4511.0	8093.0	2023.0	1664.0	2918.0	8453.0	2040.0	1302.0	1508.0	4008.0	525.0	9577.0	1603.0	9165.0	2441.0	1433.0	2821.0	530.0	1580.0	4203.0	4255.0	8148.0	8951.0	3102.0	1764.0	959.0	9943.0	3275.0	1332.0	1765.0	5082.0	2431.0	8990.0	7505.0	9916.0	783.0	7670.0	5290.0	1470.0
204	250	85	116	6588.0	1052.0	7954.0	569.0	3587.0	1065.0	2351.0	808.0	7708.0	2698.0	2466.0	342.0	2799.0	8903.0	1571.0	1503.0	3270.0	4512.0	8092.0	2024.0	1664.0	2919.0	8454.0	2041.0	1298.0	1508.0	4008.0	526.0	9578.0	1603.0	9166.0	2441.0	1435.0	2809.0	531.0	1580.0	4202.0	4253.0	8148.0	8951.0	3101.0	1771.0	961.0	9941.0	3275.0	1332.0	1765.0	5082.0	2432.0	8989.0	7504.0	9917.0	783.0	7667.0	5291.0	1471.0
204	389	85	164	6422.0	996.0	7941.0	564.0	3544.0	1055.0	2255.0	776.0	7682.0	2665.0	2458.0	302.0	2705.0	8808.0	1566.0	1498.0	3046.0	4464.0	7872.0	1926.0	1635.0	2904.0	8449.0	1963.0	1266.0	1477.0	3956.0	321.0	9516.0	1515.0	9168.0	2386.0	1376.0	2744.0	534.0	1541.0	4178.0	4227.0	8054.0	8984.0	3012.0	1716.0	918.0	9884.0	3243.0	1177.0	1705.0	4978.0	2296.0	8949.0	7436.0	9868.0	774.0	7479.0	5233.0	1441.0
205	250	86	116	6589.0	1054.0	7954.0	571.0	3588.0	1105.0	2351.0	871.0	7710.0	2699.0	2476.0	342.0	2800.0	8904.0	1572.0	1503.0	3276.0	4513.0	8094.0	2027.0	1665.0	2922.0	8455.0	2044.0	1300.0	1544.0	4009.0	527.0	9579.0	1606.0	9166.0	2442.0	1461.0	2820.0	532.0	1581.0	4203.0	4256.0	8150.0	8953.0	3104.0	1814.0	963.0	9944.0	3298.0	1335.0	1765.0	5082.0	2433.0	8991.0	7505.0	9918.0	783.0	7673.0	5291.0	1473.0
205	251	86	117	6591.0	1053.0	8012.0	572.0	3588.0	1104.0	2352.0	857.0	7711.0	2699.0	2476.0	341.0	2799.0	8904.0	1571.0	1502.0	3268.0	4513.0	8092.0	2062.0	1666.0	2924.0	8456.0	2047.0	1295.0	1544.0	4009.0	528.0	9578.0	1606.0	9168.0	2442.0	1462.0	2807.0	534.0	1582.0	4202.0	4254.0	8148.0	8952.0	3101.0	1814.0	965.0	9941.0	3286.0	1346.0	1769.0	5080.0	2455.0	8990.0	7504.0	9919.0	782.0	7674.0	5292.0	1474.0
205	230	86	108	6591.0	1133.0	8007.0	565.0	3585.0	1109.0	2274.0	952.0	7705.0	2699.0	2508.0	354.0	2802.0	8895.0	1576.0	1513.0	3286.0	4510.0	8113.0	2018.0	1664.0	2913.0	8449.0	2040.0	1326.0	1547.0	4004.0	561.0	9579.0	1607.0	9161.0	2446.0	1460.0	2829.0	500.0	1581.0	4219.0	4345.0	8284.0	9015.0	3119.0	1971.0	959.0	20000.0	3270.0	1283.0	1766.0	5092.0	2450.0	9003.0	7510.0	9916.0	785.0	7670.0	5288.0	1523.0
205	249	86	115	6588.0	1053.0	7952.0	570.0	3587.0	1105.0	2351.0	808.0	7709.0	2699.0	2477.0	343.0	2800.0	8904.0	1572.0	1503.0	3277.0	4512.0	8094.0	2026.0	1665.0	2920.0	8454.0	2041.0	1313.0	1544.0	4009.0	526.0	9578.0	1605.0	9165.0	2442.0	1438.0	2822.0	531.0	1581.0	4205.0	4265.0	8149.0	8953.0	3109.0	1770.0	962.0	9945.0	3298.0	1334.0	1766.0	5082.0	2432.0	8992.0	7505.0	9917.0	783.0	7673.0	5291.0	1472.0
205	252	86	118	6593.0	1054.0	8013.0	573.0	3589.0	1104.0	2353.0	849.0	7711.0	2699.0	2470.0	340.0	2799.0	8903.0	1572.0	1502.0	3263.0	4513.0	8038.0	2062.0	1667.0	2927.0	8456.0	2048.0	1294.0	1543.0	4008.0	528.0	9579.0	1607.0	9169.0	2441.0	1463.0	2806.0	535.0	1582.0	4197.0	4253.0	8147.0	8991.0	3100.0	1813.0	965.0	9942.0	3285.0	1389.0	1734.0	5078.0	2455.0	8990.0	7505.0	9921.0	780.0	7674.0	5293.0	1517.0
205	389	86	164	6422.0	997.0	7942.0	564.0	3549.0	1056.0	2259.0	778.0	7690.0	2665.0	2459.0	303.0	2707.0	8814.0	1571.0	1498.0	3049.0	4465.0	7876.0	1926.0	1636.0	2906.0	8450.0	1964.0	1272.0	1478.0	3963.0	323.0	9569.0	1514.0	9167.0	2387.0	1380.0	2746.0	533.0	1544.0	4179.0	4227.0	8054.0	8987.0	3017.0	1717.0	925.0	9884.0	3242.0	1177.0	1705.0	4979.0	2298.0	8951.0	7438.0	9868.0	774.0	7482.0	5235.0	1443.0
206	252	87	118	6601.0	1064.0	8013.0	574.0	3591.0	1104.0	2354.0	856.0	7713.0	2700.0	2475.0	341.0	2800.0	8903.0	1573.0	1503.0	3259.0	4514.0	8092.0	2062.0	1668.0	2929.0	8458.0	2050.0	1295.0	1543.0	4009.0	529.0	9580.0	1608.0	9170.0	2442.0	1463.0	2802.0	537.0	1582.0	4195.0	4257.0	8148.0	8991.0	3102.0	1814.0	967.0	9945.0	3292.0	1391.0	1728.0	5077.0	2455.0	8992.0	7506.0	9923.0	780.0	7675.0	5294.0	1518.0
206	254	87	120	6686.0	1067.0	8004.0	577.0	3594.0	1101.0	2355.0	845.0	7714.0	2698.0	2469.0	339.0	2799.0	8902.0	1575.0	1503.0	3250.0	4513.0	8036.0	2062.0	1671.0	2934.0	8459.0	2052.0	1293.0	1540.0	4006.0	499.0	9580.0	1608.0	9171.0	2440.0	1463.0	2801.0	540.0	1582.0	4190.0	4254.0	8146.0	8980.0	3099.0	1810.0	967.0	9946.0	3286.0	1391.0	1724.0	5066.0	2452.0	8991.0	7505.0	9927.0	778.0	7676.0	5293.0	1516.0
206	384	87	160	6422.0	997.0	7944.0	565.0	3555.0	1057.0	2290.0	783.0	7700.0	2665.0	2460.0	303.0	2710.0	8838.0	1575.0	1498.0	3054.0	4466.0	7974.0	1929.0	1632.0	2920.0	8456.0	2012.0	1261.0	1479.0	3962.0	328.0	9572.0	1515.0	9172.0	2388.0	1435.0	2751.0	534.0	1557.0	4179.0	4230.0	8047.0	8984.0	3034.0	1718.0	932.0	9899.0	3241.0	1178.0	1703.0	4979.0	2299.0	8951.0	7441.0	9872.0	772.0	7474.0	5232.0	1454.0
206	385	87	161	6422.0	997.0	7944.0	565.0	3554.0	1057.0	2291.0	781.0	7693.0	2666.0	2461.0	303.0	2711.0	8836.0	1575.0	1498.0	3054.0	4466.0	7971.0	1927.0	1635.0	2921.0	8455.0	1968.0	1268.0	1479.0	3962.0	326.0	9572.0	1514.0	9171.0	2388.0	1435.0	2749.0	534.0	1555.0	4179.0	4228.0	8049.0	8985.0	3037.0	1719.0	930.0	9890.0	3241.0	1176.0	1702.0	4979.0	2300.0	8953.0	7440.0	9871.0	772.0	7479.0	5232.0	1451.0
206	369	87	147	6426.0	1021.0	7953.0	575.0	3586.0	1057.0	2288.0	802.0	7712.0	2686.0	2466.0	311.0	2742.0	8841.0	1569.0	1492.0	3202.0	4473.0	8005.0	1993.0	1669.0	2927.0	8448.0	2034.0	1257.0	1490.0	3996.0	460.0	9577.0	1503.0	9172.0	2385.0	1438.0	2782.0	503.0	1567.0	4182.0	4247.0	8014.0	8976.0	3098.0	1720.0	967.0	9886.0	3242.0	1220.0	1695.0	4985.0	2327.0	8947.0	7467.0	9898.0	770.0	7471.0	5232.0	1467.0
206	389	87	164	6422.0	997.0	7943.0	563.0	3551.0	1057.0	2260.0	778.0	7692.0	2665.0	2460.0	303.0	2707.0	8818.0	1573.0	1498.0	3051.0	4465.0	7879.0	1927.0	1635.0	2921.0	8452.0	1964.0	1273.0	1479.0	3963.0	323.0	9570.0	1512.0	9166.0	2388.0	1385.0	2746.0	532.0	1545.0	4179.0	4227.0	8052.0	8994.0	3033.0	1718.0	927.0	9882.0	3241.0	1176.0	1704.0	4980.0	2298.0	8953.0	7439.0	9866.0	773.0	7485.0	5235.0	1448.0
207	251	88	117	6681.0	1063.0	8015.0	575.0	3591.0	1105.0	2353.0	865.0	7713.0	2701.0	2477.0	342.0	2801.0	8903.0	1573.0	1504.0	3267.0	4514.0	8094.0	2062.0	1668.0	2929.0	8458.0	2053.0	1295.0	1544.0	4012.0	530.0	9580.0	1609.0	9168.0	2445.0	1463.0	2801.0	536.0	1583.0	4198.0	4267.0	8154.0	8953.0	3105.0	1815.0	968.0	9964.0	3297.0	1393.0	1727.0	5072.0	2457.0	8994.0	7504.0	9924.0	782.0	7676.0	5293.0	1520.0
207	252	88	118	6682.0	1066.0	8014.0	576.0	3592.0	1104.0	2354.0	857.0	7714.0	2700.0	2476.0	341.0	2801.0	8903.0	1574.0	1504.0	3252.0	4515.0	8093.0	2061.0	1670.0	2931.0	8459.0	2053.0	1294.0	1543.0	4011.0	501.0	9581.0	1609.0	9170.0	2443.0	1463.0	2801.0	538.0	1583.0	4194.0	4264.0	8152.0	8990.0	3104.0	1816.0	969.0	9964.0	3294.0	1393.0	1725.0	5069.0	2456.0	8994.0	7506.0	9926.0	780.0	7677.0	5294.0	1519.0
207	253	88	119	6683.0	1068.0	8014.0	578.0	3594.0	1103.0	2354.0	849.0	7715.0	2701.0	2471.0	341.0	2801.0	8902.0	1576.0	1504.0	3250.0	4514.0	8092.0	2062.0	1671.0	2934.0	8459.0	2054.0	1293.0	1541.0	4009.0	498.0	9581.0	1609.0	9171.0	2443.0	1462.0	2801.0	539.0	1583.0	4191.0	4257.0	8148.0	8979.0	3102.0	1816.0	969.0	9963.0	3290.0	1392.0	1723.0	5065.0	2455.0	8993.0	7506.0	9929.0	779.0	7677.0	5295.0	1518.0
207	254	88	120	6683.0	1067.0	8003.0	579.0	3597.0	1100.0	2355.0	846.0	7716.0	2700.0	2469.0	340.0	2800.0	8902.0	1576.0	1504.0	3247.0	4514.0	8090.0	2061.0	1672.0	2935.0	8460.0	2053.0	1293.0	1540.0	4007.0	496.0	9581.0	1609.0	9171.0	2442.0	1462.0	2792.0	541.0	1583.0	4189.0	4256.0	8147.0	8975.0	3100.0	1815.0	969.0	9956.0	3287.0	1393.0	1721.0	5061.0	2454.0	8993.0	7506.0	9930.0	778.0	7677.0	5295.0	1517.0
207	227	88	105	20000.0	1137.0	8173.0	572.0	3589.0	1122.0	2284.0	20000.0	7711.0	2760.0	2652.0	460.0	2811.0	8918.0	1584.0	1677.0	20000.0	4516.0	8150.0	2022.0	1668.0	2919.0	8454.0	2054.0	1356.0	1548.0	4007.0	597.0	9583.0	1620.0	9165.0	2545.0	1515.0	2917.0	542.0	1593.0	4230.0	4410.0	8291.0	9023.0	3126.0	20000.0	963.0	20000.0	3274.0	1419.0	1770.0	5115.0	2529.0	9116.0	7516.0	9930.0	794.0	7781.0	5292.0	1533.0
207	221	88	100	20000.0	20000.0	20000.0	576.0	3605.0	1287.0	20000.0	20000.0	20000.0	2768.0	2697.0	20000.0	20000.0	8948.0	1726.0	20000.0	20000.0	4663.0	20000.0	2246.0	1674.0	20000.0	8489.0	20000.0	20000.0	20000.0	4014.0	607.0	9592.0	20000.0	9423.0	2552.0	20000.0	2934.0	649.0	1647.0	20000.0	4421.0	8303.0	9092.0	3315.0	20000.0	20000.0	20000.0	3465.0	1429.0	20000.0	5246.0	20000.0	9154.0	7673.0	20000.0	906.0	20000.0	5520.0	1697.0
207	222	88	101	20000.0	1146.0	20000.0	575.0	3599.0	1194.0	2439.0	20000.0	7719.0	2766.0	2689.0	615.0	20000.0	8933.0	1589.0	20000.0	20000.0	4538.0	20000.0	2244.0	1671.0	2958.0	8479.0	2062.0	1374.0	20000.0	4011.0	607.0	9589.0	1645.0	9173.0	2551.0	20000.0	2930.0	548.0	1641.0	20000.0	4418.0	8301.0	9090.0	3308.0	20000.0	1144.0	20000.0	3382.0	1426.0	1967.0	5238.0	20000.0	9149.0	7592.0	20000.0	903.0	20000.0	5517.0	1694.0
207	226	88	104	20000.0	1139.0	8174.0	571.0	3588.0	1139.0	2357.0	20000.0	7712.0	2760.0	2652.0	611.0	2811.0	8920.0	1585.0	1677.0	20000.0	4516.0	8149.0	2023.0	1668.0	2921.0	8455.0	2055.0	1357.0	1553.0	4007.0	597.0	9584.0	1620.0	9166.0	2544.0	1516.0	2919.0	541.0	1592.0	4230.0	4410.0	8291.0	9027.0	3129.0	20000.0	965.0	20000.0	3274.0	1418.0	1771.0	5118.0	2529.0	9116.0	7517.0	9931.0	796.0	7782.0	5293.0	1532.0
207	230	88	108	6594.0	1136.0	8016.0	570.0	3587.0	1110.0	2277.0	20000.0	7708.0	2700.0	2604.0	455.0	2805.0	8911.0	1578.0	1515.0	3292.0	4513.0	8144.0	2023.0	1667.0	2918.0	8453.0	2047.0	1351.0	1546.0	4006.0	564.0	9581.0	1611.0	9163.0	2516.0	1463.0	2834.0	537.0	1585.0	4222.0	4347.0	8292.0	9026.0	3123.0	20000.0	961.0	20000.0	3273.0	1413.0	1768.0	5096.0	2458.0	9011.0	7513.0	9918.0	788.0	7740.0	5290.0	1526.0
