alnA	alnB	A	B	YMR138W_22	YMR138W_66	YMR138W_24	YMR138W_46	YMR138W_42	YMR138W_49	YMR138W_11	YMR138W_17	YMR138W_37	YMR138W_19	YMR138W_31	YMR138W_21	YMR138W_62	YMR138W_35	YMR138W_18	YMR138W_03	YMR138W_07	YMR138W_53	YMR138W_69	YMR138W_15	YMR138W_67	YMR138W_41	YMR138W_43	YMR138W_55	YMR138W_12	YMR138W_44	YMR138W_23	YMR138W_64	YMR138W_05	YMR138W_51	YMR138W_08	YMR138W_45	YMR138W_10	YMR138W_38	YMR138W_65	YMR138W_56	YMR138W_04	YMR138W_09	YMR138W_48	YMR138W_34	YMR138W_33	YMR138W_29	YMR138W_26	YMR138W_58	YMR138W_30	YMR138W_06	YMR138W_59	YMR138W_54	YMR138W_63	YMR138W_02	YMR138W_27	YMR138W_36	YMR138W_68	YMR138W_32	YMR138W_39	YMR138W_60	YMR138W_52	YMR138W_28	YMR138W_16	YMR138W_70	YMR138W_25	YMR138W_57	YMR138W_14	YMR138W_61	YMR138W_50	YMR138W_01
142	167	59	60	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
168	385	61	178	1220.0	3019.0	738.0	1428.0	2380.0	1250.0	4338.0	8228.0	7267.0	1731.0	9136.0	9159.0	6604.0	577.0	514.0	6422.0	217.0	6690.0	4195.0	6748.0	970.0	4603.0	1059.0	4109.0	3524.0	4046.0	2062.0	4834.0	1962.0	6853.0	1340.0	2824.0	4032.0	3217.0	1607.0	3997.0	819.0	3481.0	3381.0	5894.0	3117.0	1377.0	5286.0	3192.0	2407.0	8966.0	633.0	7690.0	1463.0	457.0	1733.0	2610.0	1487.0	216.0	5702.0	8359.0	1368.0	174.0	3761.0	6264.0	3476.0	702.0	2493.0	7576.0	3321.0	8115.0
168	389	61	181	1218.0	3022.0	743.0	1424.0	2377.0	1250.0	4333.0	8227.0	7265.0	1728.0	9136.0	9159.0	6604.0	573.0	513.0	6421.0	215.0	6691.0	4192.0	6753.0	967.0	4574.0	1059.0	4110.0	3524.0	4049.0	2081.0	4802.0	1961.0	6846.0	1338.0	2824.0	4035.0	3218.0	1610.0	3998.0	836.0	3500.0	3383.0	5890.0	3103.0	1359.0	5286.0	3192.0	2405.0	8962.0	628.0	7683.0	1465.0	457.0	1736.0	2611.0	1488.0	219.0	5697.0	8366.0	1368.0	162.0	3764.0	6262.0	3472.0	705.0	2467.0	7580.0	3318.0	8116.0
168	390	61	182	1217.0	3023.0	742.0	1423.0	2377.0	1250.0	4333.0	8227.0	7264.0	1733.0	9136.0	9160.0	6604.0	571.0	513.0	6420.0	217.0	6692.0	4190.0	6753.0	964.0	4578.0	1059.0	4111.0	3524.0	4049.0	2081.0	4805.0	1955.0	6845.0	1337.0	2825.0	4036.0	3220.0	1610.0	4000.0	847.0	3504.0	3384.0	5889.0	3104.0	1355.0	5286.0	3192.0	2408.0	8962.0	629.0	7682.0	1478.0	458.0	1742.0	2614.0	1487.0	220.0	5695.0	8367.0	1370.0	158.0	3766.0	6262.0	3469.0	707.0	2466.0	7580.0	3317.0	8116.0
170	385	63	178	1221.0	3020.0	739.0	1430.0	2381.0	1250.0	4343.0	8227.0	7269.0	1791.0	9138.0	9160.0	6604.0	577.0	514.0	6423.0	255.0	6691.0	4197.0	6746.0	979.0	4608.0	1061.0	4111.0	3524.0	4049.0	2083.0	4818.0	1976.0	6858.0	1331.0	2822.0	4035.0	3225.0	1611.0	4000.0	823.0	3482.0	3382.0	5898.0	3118.0	1379.0	5286.0	3193.0	2408.0	8973.0	706.0	7697.0	1484.0	458.0	1737.0	2611.0	1489.0	186.0	5702.0	8361.0	1371.0	152.0	3763.0	6265.0	3469.0	701.0	2502.0	7587.0	3323.0	8117.0
171	194	64	81	1351.0	3186.0	858.0	1535.0	2403.0	1250.0	4326.0	8257.0	7343.0	1963.0	9221.0	9174.0	6637.0	625.0	687.0	6877.0	262.0	6742.0	4277.0	6741.0	987.0	4692.0	1185.0	4186.0	3682.0	4079.0	2210.0	4951.0	2356.0	7214.0	1436.0	3053.0	4220.0	3295.0	1631.0	4078.0	1026.0	3546.0	3463.0	6084.0	3107.0	1447.0	5355.0	3332.0	2552.0	9082.0	693.0	7907.0	1520.0	620.0	1773.0	2693.0	1512.0	235.0	5819.0	8504.0	1380.0	203.0	3851.0	6331.0	3511.0	822.0	2674.0	7632.0	3421.0	8293.0
181	190	70	77	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	78	82	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	78	106	1283.0	3117.0	735.0	1469.0	2396.0	1250.0	4315.0	8205.0	7331.0	1822.0	9131.0	9164.0	6552.0	604.0	536.0	6494.0	301.0	6660.0	4215.0	6696.0	953.0	4626.0	1206.0	4124.0	3596.0	4042.0	2295.0	4845.0	1988.0	6883.0	1314.0	3042.0	4056.0	3292.0	1624.0	4090.0	829.0	3512.0	3386.0	6024.0	3174.0	1372.0	5292.0	3302.0	2412.0	9071.0	627.0	7834.0	1494.0	522.0	1742.0	2652.0	1511.0	181.0	5773.0	8374.0	1403.0	197.0	3799.0	6324.0	3551.0	630.0	2439.0	7532.0	3414.0	8138.0
191	229	78	109	1284.0	3115.0	738.0	1552.0	2394.0	1250.0	4319.0	8204.0	7305.0	1821.0	9133.0	9164.0	6552.0	610.0	537.0	6494.0	300.0	6667.0	4214.0	6697.0	949.0	4630.0	1205.0	4119.0	3596.0	4042.0	2236.0	4850.0	1988.0	6881.0	1317.0	3016.0	4059.0	3291.0	1625.0	4050.0	830.0	3509.0	3389.0	6025.0	3149.0	1372.0	5294.0	3297.0	2418.0	9070.0	629.0	7836.0	1493.0	519.0	1766.0	2680.0	1511.0	226.0	5771.0	8422.0	1428.0	197.0	3799.0	6326.0	3581.0	637.0	2433.0	7530.0	3435.0	8138.0
192	196	79	83	20000.0	20000.0	20000.0	20000.0	20000.0	1251.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	79	109	1285.0	3114.0	805.0	1552.0	2394.0	1250.0	4323.0	8204.0	7302.0	1824.0	9134.0	9164.0	6552.0	611.0	538.0	6492.0	300.0	6668.0	4211.0	6699.0	950.0	4631.0	1204.0	4121.0	3598.0	4045.0	2226.0	4855.0	1988.0	6886.0	1318.0	2990.0	4061.0	3342.0	1629.0	4048.0	832.0	3507.0	3389.0	6025.0	3149.0	1372.0	5296.0	3298.0	2415.0	9072.0	628.0	7835.0	1494.0	521.0	1765.0	2684.0	1511.0	226.0	5772.0	8421.0	1426.0	250.0	3799.0	6326.0	3579.0	638.0	2436.0	7533.0	3437.0	8193.0
193	198	80	84	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	81	85	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	241	81	116	1292.0	3107.0	794.0	1547.0	2381.0	1250.0	4335.0	8258.0	7296.0	1839.0	9209.0	9165.0	6553.0	612.0	544.0	6492.0	255.0	6677.0	4217.0	6718.0	940.0	4757.0	1171.0	4074.0	3599.0	4144.0	2224.0	4856.0	1989.0	6880.0	1322.0	2991.0	4069.0	3286.0	1685.0	4005.0	839.0	3500.0	3392.0	6047.0	3140.0	1360.0	5311.0	3214.0	2492.0	9079.0	631.0	7814.0	1493.0	517.0	1766.0	2703.0	1507.0	194.0	5765.0	8414.0	1423.0	202.0	3799.0	6328.0	3527.0	757.0	2492.0	7530.0	3374.0	8145.0
195	230	82	110	1293.0	3110.0	804.0	1553.0	2393.0	1251.0	4396.0	8202.0	7301.0	1836.0	9137.0	9164.0	6553.0	614.0	540.0	6493.0	262.0	6675.0	4214.0	6710.0	949.0	4628.0	1203.0	4073.0	3600.0	4060.0	2220.0	4865.0	1988.0	6888.0	1324.0	2982.0	4115.0	3340.0	1722.0	4051.0	835.0	3504.0	3391.0	6041.0	3145.0	1368.0	5296.0	3296.0	2428.0	9078.0	627.0	7812.0	1497.0	525.0	1742.0	2690.0	1509.0	228.0	5767.0	8418.0	1421.0	215.0	3799.0	6329.0	3542.0	636.0	2435.0	7559.0	3440.0	8196.0
195	236	82	113	1296.0	3108.0	801.0	1551.0	2387.0	1250.0	4393.0	8204.0	7299.0	1832.0	9209.0	9164.0	6553.0	612.0	540.0	6493.0	262.0	6678.0	4214.0	6711.0	946.0	4632.0	1176.0	4073.0	3600.0	4164.0	2219.0	4864.0	1989.0	6881.0	1325.0	2985.0	4116.0	3292.0	1694.0	4006.0	838.0	3502.0	3392.0	6050.0	3141.0	1344.0	5298.0	3292.0	2517.0	9073.0	628.0	7811.0	1494.0	520.0	1764.0	2703.0	1507.0	228.0	5766.0	8416.0	1422.0	206.0	3798.0	6328.0	3539.0	639.0	2435.0	7556.0	3435.0	8142.0
195	226	82	106	1287.0	3110.0	737.0	1475.0	2397.0	1250.0	4401.0	8198.0	7380.0	1824.0	9131.0	9161.0	6550.0	614.0	538.0	6491.0	297.0	6666.0	4207.0	6696.0	954.0	4627.0	1204.0	4078.0	3601.0	4043.0	2303.0	4865.0	1987.0	6894.0	1318.0	2982.0	4058.0	3340.0	1736.0	4094.0	828.0	3503.0	3384.0	6025.0	3180.0	1369.0	5292.0	3348.0	2411.0	9078.0	553.0	7812.0	1497.0	528.0	1736.0	2687.0	1506.0	228.0	5770.0	8377.0	1416.0	223.0	3799.0	6326.0	3578.0	629.0	2437.0	7564.0	3441.0	8193.0
195	229	82	109	1288.0	3110.0	805.0	1482.0	2393.0	1250.0	4399.0	8202.0	7302.0	1836.0	9135.0	9163.0	6552.0	626.0	540.0	6492.0	297.0	6673.0	4210.0	6708.0	950.0	4629.0	1203.0	4074.0	3600.0	4058.0	2223.0	4864.0	1988.0	6890.0	1323.0	2982.0	4114.0	3340.0	1722.0	4051.0	833.0	3505.0	3389.0	6052.0	3147.0	1368.0	5297.0	3332.0	2417.0	9078.0	627.0	7812.0	1496.0	526.0	1742.0	2689.0	1510.0	227.0	5767.0	8418.0	1423.0	251.0	3799.0	6327.0	3579.0	636.0	2435.0	7561.0	3439.0	8195.0
195	241	82	116	1294.0	3107.0	793.0	1546.0	2380.0	1251.0	4334.0	8258.0	7297.0	1839.0	9210.0	9165.0	6553.0	614.0	544.0	6493.0	258.0	6679.0	4218.0	6724.0	941.0	4722.0	1171.0	4074.0	3600.0	4143.0	2223.0	4856.0	1991.0	6885.0	1324.0	3011.0	4119.0	3288.0	1686.0	4005.0	840.0	3500.0	3393.0	6050.0	3142.0	1359.0	5384.0	3210.0	2493.0	9082.0	632.0	7812.0	1494.0	518.0	1765.0	2704.0	1508.0	195.0	5765.0	8414.0	1422.0	203.0	3800.0	6328.0	3526.0	758.0	2492.0	7532.0	3373.0	8145.0
195	249	82	122	1296.0	3051.0	784.0	1542.0	2381.0	1250.0	4328.0	8251.0	7292.0	1843.0	9211.0	9165.0	6550.0	603.0	560.0	6549.0	260.0	6687.0	4210.0	6726.0	940.0	4713.0	1131.0	4070.0	3591.0	4060.0	2227.0	4844.0	2173.0	6939.0	1332.0	3011.0	4067.0	3278.0	1680.0	4007.0	852.0	3495.0	3391.0	6053.0	3148.0	1360.0	5380.0	3207.0	2495.0	9067.0	635.0	7808.0	1493.0	514.0	1769.0	2702.0	1509.0	192.0	5762.0	8410.0	1409.0	202.0	3789.0	6353.0	3523.0	744.0	2494.0	7553.0	3364.0	8181.0
196	236	83	113	1299.0	3108.0	798.0	1552.0	2389.0	1250.0	4396.0	8206.0	7299.0	1836.0	9208.0	9165.0	6554.0	615.0	542.0	6496.0	295.0	6679.0	4216.0	6725.0	949.0	4763.0	1177.0	4072.0	3602.0	4164.0	2218.0	4864.0	1991.0	6944.0	1326.0	2984.0	4118.0	3291.0	1692.0	4008.0	841.0	3502.0	3392.0	6053.0	3143.0	1335.0	5298.0	3291.0	2519.0	9082.0	629.0	7810.0	1495.0	522.0	1765.0	2704.0	1508.0	229.0	5766.0	8417.0	1423.0	206.0	3799.0	6328.0	3536.0	764.0	2442.0	7559.0	3434.0	8197.0
196	241	83	116	1297.0	3108.0	792.0	1548.0	2381.0	1250.0	4336.0	8259.0	7297.0	1840.0	9209.0	9167.0	6554.0	619.0	546.0	6550.0	262.0	6681.0	4231.0	6725.0	943.0	4721.0	1171.0	4074.0	3601.0	4145.0	2220.0	4860.0	1994.0	6943.0	1326.0	2989.0	4121.0	3286.0	1688.0	4007.0	844.0	3500.0	3393.0	6052.0	3143.0	1344.0	5384.0	3215.0	2511.0	9084.0	633.0	7812.0	1495.0	520.0	1766.0	2705.0	1508.0	198.0	5765.0	8416.0	1422.0	203.0	3801.0	6330.0	3526.0	759.0	2493.0	7557.0	3373.0	8194.0
202	241	85	116	1298.0	3108.0	784.0	1551.0	2381.0	1250.0	4335.0	8257.0	7295.0	1839.0	9209.0	9166.0	6554.0	621.0	569.0	6494.0	262.0	6697.0	4235.0	6727.0	941.0	4713.0	1170.0	4069.0	3600.0	4158.0	2219.0	4860.0	1996.0	6943.0	1327.0	2987.0	4122.0	3288.0	1689.0	4007.0	848.0	3500.0	3397.0	6053.0	3143.0	1337.0	5382.0	3211.0	2515.0	9086.0	614.0	7809.0	1495.0	521.0	1766.0	2710.0	1508.0	197.0	5762.0	8416.0	1419.0	204.0	3801.0	6336.0	3522.0	759.0	2488.0	7557.0	3368.0	8149.0
202	249	85	122	1300.0	3056.0	779.0	1544.0	2383.0	1250.0	4329.0	8252.0	7294.0	1845.0	9212.0	9166.0	6552.0	610.0	563.0	6552.0	285.0	6692.0	4214.0	6729.0	941.0	4710.0	1135.0	4069.0	3594.0	4066.0	2210.0	4848.0	2173.0	6942.0	1366.0	3011.0	4174.0	3277.0	1686.0	4014.0	863.0	3500.0	3399.0	6056.0	3151.0	1346.0	5380.0	3208.0	2503.0	9075.0	637.0	7806.0	1496.0	516.0	1771.0	2749.0	1511.0	195.0	5761.0	8412.0	1410.0	203.0	3799.0	6355.0	3517.0	757.0	2493.0	7555.0	3363.0	8191.0
202	246	85	119	1298.0	3107.0	779.0	1550.0	2382.0	1250.0	4331.0	8253.0	7295.0	1842.0	9211.0	9164.0	6552.0	612.0	564.0	6551.0	286.0	6695.0	4215.0	6728.0	940.0	4709.0	1135.0	4069.0	3597.0	4083.0	2212.0	4853.0	2172.0	6943.0	1333.0	3012.0	4137.0	3282.0	1692.0	4007.0	851.0	3499.0	3401.0	6055.0	3144.0	1344.0	5382.0	3205.0	2502.0	9079.0	636.0	7806.0	1496.0	517.0	1769.0	2706.0	1509.0	194.0	5762.0	8412.0	1413.0	203.0	3801.0	6352.0	3515.0	758.0	2489.0	7555.0	3363.0	8191.0
203	246	86	119	1299.0	3107.0	782.0	1552.0	2383.0	1250.0	4331.0	8256.0	7295.0	1844.0	9212.0	9166.0	6555.0	615.0	563.0	6553.0	284.0	6695.0	4216.0	6729.0	943.0	4710.0	1160.0	4070.0	3600.0	4083.0	2212.0	4854.0	2173.0	6944.0	1368.0	3013.0	4140.0	3282.0	1695.0	4014.0	876.0	3502.0	3429.0	6055.0	3147.0	1343.0	5384.0	3209.0	2512.0	9080.0	638.0	7807.0	1498.0	519.0	1769.0	2714.0	1510.0	198.0	5765.0	8415.0	1414.0	203.0	3803.0	6355.0	3516.0	760.0	2491.0	7557.0	3364.0	8192.0
203	249	86	122	1302.0	3108.0	780.0	1546.0	2384.0	1250.0	4330.0	8257.0	7295.0	1846.0	9212.0	9168.0	6555.0	613.0	562.0	6553.0	283.0	6691.0	4216.0	6730.0	943.0	4710.0	1157.0	4070.0	3602.0	4078.0	2210.0	4849.0	2174.0	6944.0	1367.0	3012.0	4173.0	3278.0	1695.0	4044.0	874.0	3504.0	3410.0	6057.0	3155.0	1346.0	5381.0	3210.0	2509.0	9079.0	639.0	7807.0	1498.0	517.0	1771.0	2749.0	1511.0	225.0	5764.0	8414.0	1411.0	203.0	3802.0	6361.0	3519.0	760.0	2495.0	7557.0	3364.0	8192.0
203	250	86	123	1302.0	3109.0	778.0	1545.0	2386.0	1250.0	4329.0	8259.0	7297.0	1847.0	9214.0	9168.0	6557.0	613.0	561.0	6552.0	284.0	6692.0	4216.0	6730.0	943.0	4710.0	1157.0	4071.0	3604.0	4075.0	2212.0	4848.0	2173.0	6944.0	1366.0	3012.0	4174.0	3277.0	1696.0	4043.0	865.0	3503.0	3400.0	6057.0	3174.0	1348.0	5381.0	3211.0	2509.0	9074.0	638.0	7807.0	1498.0	517.0	1771.0	2750.0	1512.0	225.0	5763.0	8415.0	1411.0	202.0	3800.0	6365.0	3519.0	759.0	2496.0	7556.0	3364.0	8192.0
204	249	87	122	1304.0	3107.0	778.0	1548.0	2385.0	1250.0	4329.0	8258.0	7295.0	1847.0	9213.0	9170.0	6558.0	615.0	561.0	6553.0	283.0	6692.0	4217.0	6730.0	944.0	4709.0	1156.0	4070.0	3604.0	4080.0	2209.0	4849.0	2174.0	6946.0	1367.0	3012.0	4169.0	3277.0	1713.0	4045.0	875.0	3504.0	3427.0	6058.0	3176.0	1344.0	5370.0	3212.0	2510.0	9080.0	640.0	7806.0	1499.0	518.0	1771.0	2750.0	1512.0	226.0	5764.0	8416.0	1412.0	203.0	3804.0	6364.0	3518.0	764.0	2495.0	7558.0	3365.0	8192.0
204	250	87	123	1304.0	3108.0	776.0	1546.0	2386.0	1251.0	4329.0	8322.0	7297.0	1848.0	9214.0	9170.0	6560.0	615.0	559.0	6553.0	283.0	6715.0	4218.0	6731.0	945.0	4704.0	1157.0	4071.0	3605.0	4077.0	2210.0	4848.0	2173.0	6947.0	1366.0	3013.0	4170.0	3276.0	1713.0	4044.0	867.0	3505.0	3410.0	6058.0	3175.0	1346.0	5371.0	3212.0	2512.0	9074.0	639.0	7807.0	1499.0	517.0	1772.0	2750.0	1513.0	226.0	5763.0	8416.0	1411.0	202.0	3802.0	6367.0	3519.0	763.0	2497.0	7558.0	3364.0	8193.0
204	389	87	181	1217.0	3027.0	749.0	1437.0	2384.0	1250.0	4317.0	8237.0	7268.0	1849.0	9184.0	9168.0	6607.0	584.0	502.0	6424.0	253.0	6665.0	4203.0	6730.0	979.0	4570.0	1053.0	4142.0	3523.0	4056.0	2083.0	4820.0	1985.0	6860.0	1317.0	2809.0	4047.0	3226.0	1633.0	4039.0	846.0	3523.0	3388.0	5898.0	3133.0	1350.0	5287.0	3207.0	2437.0	8971.0	555.0	7703.0	1504.0	464.0	1777.0	2660.0	1536.0	195.0	5697.0	8422.0	1464.0	146.0	3770.0	6228.0	3461.0	697.0	2505.0	7593.0	3348.0	8120.0
205	250	88	123	1305.0	3109.0	773.0	1548.0	2387.0	1250.0	4330.0	8322.0	7296.0	1849.0	9216.0	9171.0	6678.0	618.0	563.0	6555.0	282.0	6716.0	4241.0	6732.0	946.0	4702.0	1159.0	4072.0	3607.0	4078.0	2210.0	4849.0	2174.0	6951.0	1366.0	3014.0	4169.0	3277.0	1715.0	4045.0	875.0	3506.0	3429.0	6058.0	3175.0	1346.0	5371.0	3213.0	2516.0	9080.0	641.0	7807.0	1500.0	517.0	1772.0	2752.0	1515.0	227.0	5765.0	8418.0	1412.0	202.0	3804.0	6365.0	3517.0	766.0	2497.0	7558.0	3364.0	8194.0
205	251	88	124	1306.0	3110.0	765.0	1546.0	2388.0	1250.0	4329.0	8322.0	7297.0	1850.0	9216.0	9171.0	6678.0	616.0	559.0	6555.0	282.0	6722.0	4219.0	6731.0	945.0	4692.0	1159.0	4073.0	3606.0	4075.0	2210.0	4847.0	2173.0	6951.0	1365.0	3014.0	4072.0	3277.0	1714.0	4044.0	867.0	3507.0	3423.0	6058.0	3174.0	1347.0	5370.0	3213.0	2517.0	9077.0	640.0	7807.0	1500.0	515.0	1772.0	2752.0	1516.0	228.0	5764.0	8420.0	1412.0	199.0	3801.0	6364.0	3518.0	763.0	2498.0	7558.0	3363.0	8194.0
205	230	88	110	1309.0	3110.0	797.0	1562.0	2395.0	1250.0	4459.0	8204.0	7300.0	1845.0	9215.0	9176.0	6557.0	643.0	580.0	6564.0	292.0	6751.0	4242.0	6729.0	956.0	4630.0	1220.0	4071.0	3604.0	4169.0	2216.0	4867.0	2174.0	6961.0	1330.0	3016.0	4119.0	3342.0	1767.0	4056.0	885.0	3507.0	3473.0	6067.0	3185.0	1336.0	5400.0	3286.0	2532.0	9116.0	629.0	7805.0	1502.0	531.0	1769.0	2714.0	1514.0	232.0	5766.0	8420.0	1426.0	351.0	3808.0	6394.0	3534.0	830.0	2441.0	7567.0	3472.0	8210.0
205	249	88	122	1305.0	3081.0	778.0	1551.0	2386.0	1250.0	4330.0	8322.0	7295.0	1848.0	9214.0	9170.0	6561.0	618.0	563.0	6555.0	281.0	6715.0	4240.0	6731.0	945.0	4709.0	1158.0	4071.0	3606.0	4080.0	2209.0	4853.0	2174.0	6950.0	1367.0	3014.0	4168.0	3277.0	1716.0	4046.0	877.0	3506.0	3432.0	6058.0	3177.0	1345.0	5370.0	3213.0	2515.0	9081.0	642.0	7807.0	1501.0	519.0	1772.0	2751.0	1513.0	226.0	5765.0	8417.0	1413.0	203.0	3808.0	6362.0	3517.0	773.0	2495.0	7558.0	3364.0	8194.0
205	252	88	125	1305.0	3111.0	762.0	1544.0	2389.0	1250.0	4328.0	8322.0	7298.0	1850.0	9216.0	9170.0	6678.0	615.0	556.0	6555.0	283.0	6781.0	4218.0	6732.0	945.0	4691.0	1161.0	4075.0	3607.0	4072.0	2213.0	4846.0	2172.0	6952.0	1364.0	3014.0	4066.0	3277.0	1713.0	4043.0	866.0	3509.0	3404.0	6058.0	3173.0	1349.0	5358.0	3212.0	2524.0	9074.0	639.0	7808.0	1499.0	515.0	1772.0	2752.0	1515.0	228.0	5763.0	8423.0	1412.0	194.0	3800.0	6361.0	3517.0	762.0	2500.0	7558.0	3362.0	8194.0
205	389	88	181	1219.0	3028.0	747.0	1438.0	2386.0	1250.0	4319.0	8237.0	7269.0	1851.0	9190.0	9169.0	6607.0	584.0	504.0	6427.0	253.0	6666.0	4204.0	6731.0	980.0	4592.0	1055.0	4143.0	3524.0	4058.0	2087.0	4824.0	1986.0	6863.0	1316.0	2814.0	4048.0	3228.0	1635.0	4041.0	849.0	3525.0	3390.0	5902.0	3135.0	1381.0	5288.0	3209.0	2438.0	8973.0	557.0	7705.0	1511.0	466.0	1778.0	2658.0	1535.0	194.0	5699.0	8426.0	1466.0	147.0	3771.0	6228.0	3462.0	698.0	2508.0	7594.0	3428.0	8123.0
206	252	89	125	1306.0	3113.0	759.0	1544.0	2390.0	1250.0	4332.0	8323.0	7298.0	1851.0	9217.0	9171.0	6679.0	614.0	559.0	6557.0	281.0	6782.0	4240.0	6732.0	946.0	4690.0	1163.0	4076.0	3609.0	4072.0	2239.0	4847.0	2173.0	6953.0	1365.0	3016.0	4063.0	3279.0	1714.0	4043.0	867.0	3511.0	3428.0	6058.0	3172.0	1349.0	5356.0	3213.0	2527.0	9080.0	640.0	7809.0	1501.0	514.0	1772.0	2753.0	1518.0	229.0	5765.0	8425.0	1412.0	194.0	3800.0	6361.0	3489.0	764.0	2501.0	7558.0	3362.0	8159.0
