alnA	alnB	A	B	YFL005W_28	YFL005W_08	YFL005W_35	YFL005W_43	YFL005W_14	YFL005W_70	YFL005W_16	YFL005W_57	YFL005W_19	YFL005W_34	YFL005W_01	YFL005W_30	YFL005W_10	YFL005W_45	YFL005W_23	YFL005W_13	YFL005W_12	YFL005W_68	YFL005W_26	YFL005W_11	YFL005W_49	YFL005W_17	YFL005W_09	YFL005W_61	YFL005W_54	YFL005W_22	YFL005W_18	YFL005W_41	YFL005W_32	YFL005W_44	YFL005W_38	YFL005W_06	YFL005W_21	YFL005W_46	YFL005W_66	YFL005W_05	YFL005W_31	YFL005W_15	YFL005W_58	YFL005W_56	YFL005W_37	YFL005W_50	YFL005W_51	YFL005W_20	YFL005W_40	YFL005W_42	YFL005W_53	YFL005W_65	YFL005W_24	YFL005W_67	YFL005W_07	YFL005W_27	YFL005W_25	YFL005W_63	YFL005W_55	YFL005W_02	YFL005W_33	YFL005W_59	YFL005W_62	YFL005W_36	YFL005W_29	YFL005W_04	YFL005W_52	YFL005W_69	YFL005W_03	YFL005W_48	YFL005W_39	YFL005W_47	YFL005W_60	YFL005W_64
209	222	98	109	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	256	98	131	1139.0	2528.0	8417.0	220.0	1135.0	2812.0	1781.0	285.0	631.0	4016.0	3307.0	2432.0	2743.0	948.0	1356.0	3831.0	186.0	698.0	1628.0	917.0	4871.0	3737.0	2335.0	1450.0	282.0	1238.0	3228.0	3903.0	2911.0	533.0	3322.0	5496.0	1517.0	628.0	2380.0	1765.0	3376.0	7855.0	999.0	403.0	2988.0	1069.0	3767.0	867.0	2765.0	1429.0	2026.0	1494.0	798.0	3318.0	3549.0	574.0	2156.0	3641.0	303.0	1120.0	2783.0	329.0	1787.0	1795.0	3018.0	169.0	481.0	1879.0	1742.0	9657.0	519.0	3297.0	670.0	315.0
209	290	98	140	1130.0	2565.0	8419.0	215.0	1134.0	2737.0	1776.0	284.0	795.0	4007.0	3296.0	2485.0	2728.0	953.0	1370.0	3831.0	225.0	690.0	1618.0	904.0	4845.0	3740.0	2348.0	1448.0	274.0	1240.0	3221.0	3904.0	2791.0	542.0	3315.0	5502.0	1429.0	622.0	2374.0	1758.0	3370.0	7842.0	983.0	393.0	2952.0	1070.0	3751.0	836.0	2750.0	1428.0	2021.0	1485.0	794.0	3309.0	3545.0	564.0	2169.0	3713.0	296.0	1116.0	2776.0	279.0	1735.0	1834.0	3006.0	150.0	475.0	1892.0	1717.0	9648.0	535.0	3281.0	663.0	253.0
209	295	98	145	1129.0	2574.0	8421.0	213.0	1103.0	2795.0	1773.0	281.0	628.0	4005.0	3299.0	2410.0	2729.0	952.0	1366.0	3795.0	227.0	626.0	1622.0	904.0	4844.0	3739.0	2350.0	1443.0	277.0	1247.0	3218.0	3850.0	2793.0	542.0	3317.0	5616.0	1410.0	618.0	2371.0	1758.0	3366.0	7857.0	991.0	408.0	2944.0	1002.0	3742.0	836.0	2750.0	1369.0	2018.0	1483.0	793.0	3293.0	3544.0	549.0	2168.0	3680.0	295.0	1115.0	2772.0	342.0	1735.0	1791.0	2989.0	151.0	477.0	1848.0	1725.0	9651.0	491.0	3281.0	661.0	243.0
209	368	98	156	1128.0	2527.0	8462.0	215.0	1097.0	2679.0	1767.0	262.0	629.0	4017.0	3301.0	2418.0	2728.0	914.0	1243.0	3793.0	173.0	625.0	1629.0	919.0	4871.0	3749.0	2322.0	1442.0	274.0	1251.0	3213.0	3874.0	2885.0	530.0	3266.0	5520.0	1406.0	616.0	2366.0	1763.0	3360.0	7875.0	1015.0	419.0	2917.0	987.0	3741.0	842.0	2752.0	1374.0	2018.0	1487.0	829.0	3282.0	3547.0	545.0	2126.0	3620.0	299.0	1118.0	2772.0	243.0	1742.0	1768.0	2961.0	177.0	427.0	1836.0	1707.0	9653.0	482.0	3288.0	664.0	302.0
209	369	98	157	1130.0	2527.0	8464.0	216.0	1099.0	2680.0	1765.0	260.0	629.0	4019.0	3301.0	2420.0	2728.0	916.0	1243.0	3793.0	168.0	621.0	1627.0	920.0	4872.0	3750.0	2323.0	1443.0	273.0	1251.0	3214.0	3875.0	2886.0	531.0	3318.0	5519.0	1411.0	616.0	2367.0	1762.0	3359.0	7875.0	1018.0	418.0	2917.0	988.0	3743.0	842.0	2754.0	1376.0	2019.0	1487.0	826.0	3282.0	3547.0	545.0	2125.0	3621.0	301.0	1119.0	2772.0	247.0	1784.0	1840.0	2962.0	176.0	429.0	1835.0	1703.0	9654.0	481.0	3289.0	665.0	302.0
209	283	98	138	1130.0	2565.0	8395.0	216.0	1132.0	2735.0	1774.0	282.0	765.0	4007.0	3296.0	2447.0	2729.0	951.0	1370.0	3829.0	223.0	694.0	1617.0	907.0	4846.0	3737.0	2344.0	1449.0	272.0	1235.0	3223.0	3904.0	2788.0	540.0	3314.0	5498.0	1430.0	625.0	2374.0	1761.0	3370.0	7839.0	983.0	390.0	2963.0	1068.0	3753.0	836.0	2750.0	1427.0	2017.0	1487.0	796.0	3311.0	3546.0	574.0	2169.0	3713.0	296.0	1116.0	2777.0	273.0	1736.0	1832.0	3008.0	151.0	476.0	1881.0	1712.0	9643.0	534.0	3283.0	663.0	385.0
209	291	98	141	1130.0	2568.0	8420.0	215.0	1135.0	2796.0	1776.0	284.0	794.0	4007.0	3297.0	2487.0	2729.0	953.0	1369.0	3832.0	226.0	689.0	1618.0	906.0	4846.0	3740.0	2349.0	1449.0	276.0	1241.0	3220.0	3904.0	2792.0	542.0	3316.0	5506.0	1429.0	621.0	2374.0	1759.0	3370.0	7842.0	984.0	400.0	2950.0	1071.0	3750.0	836.0	2750.0	1428.0	2101.0	1484.0	794.0	3305.0	3545.0	562.0	2170.0	3713.0	297.0	1115.0	2776.0	281.0	1735.0	1834.0	2997.0	151.0	476.0	1892.0	1719.0	9650.0	532.0	3281.0	663.0	385.0
209	292	98	142	1130.0	2571.0	8420.0	214.0	1136.0	2795.0	1776.0	283.0	794.0	4008.0	3298.0	2488.0	2728.0	953.0	1367.0	3833.0	226.0	627.0	1619.0	906.0	4844.0	3739.0	2349.0	1445.0	275.0	1243.0	3220.0	3905.0	2793.0	543.0	3317.0	5618.0	1428.0	620.0	2373.0	1759.0	3369.0	7842.0	984.0	403.0	2949.0	1073.0	3749.0	836.0	2749.0	1427.0	2101.0	1484.0	794.0	3303.0	3545.0	554.0	2170.0	3712.0	296.0	1115.0	2776.0	281.0	1735.0	1795.0	2996.0	151.0	477.0	1891.0	1719.0	9650.0	497.0	3281.0	662.0	385.0
209	370	98	158	1133.0	2526.0	8471.0	216.0	1099.0	2681.0	1763.0	257.0	628.0	4020.0	3301.0	2421.0	2728.0	916.0	1243.0	3792.0	159.0	619.0	1626.0	920.0	4873.0	3749.0	2324.0	1443.0	270.0	1250.0	3216.0	3876.0	2886.0	530.0	3319.0	5455.0	1407.0	617.0	2369.0	1761.0	3359.0	7875.0	1001.0	397.0	2917.0	988.0	3744.0	842.0	2756.0	1378.0	2018.0	1488.0	819.0	3283.0	3547.0	544.0	2122.0	3595.0	301.0	1119.0	2770.0	248.0	1784.0	1840.0	2963.0	176.0	430.0	1835.0	1700.0	9654.0	480.0	3295.0	665.0	301.0
210	290	99	140	1131.0	2567.0	8421.0	217.0	1135.0	2736.0	1775.0	286.0	795.0	4007.0	3297.0	2486.0	2729.0	954.0	1372.0	3831.0	226.0	689.0	1618.0	906.0	4847.0	3741.0	2348.0	1449.0	275.0	1238.0	3223.0	3904.0	2792.0	540.0	3318.0	5505.0	1432.0	623.0	2373.0	1760.0	3371.0	7840.0	983.0	399.0	2955.0	1070.0	3751.0	836.0	2900.0	1428.0	2102.0	1484.0	798.0	3310.0	3547.0	572.0	2170.0	3714.0	298.0	1116.0	2777.0	280.0	1736.0	1835.0	3006.0	154.0	475.0	1893.0	1721.0	9653.0	537.0	3282.0	665.0	381.0
210	256	99	131	1141.0	2527.0	8422.0	221.0	1136.0	2811.0	1780.0	286.0	630.0	4016.0	3307.0	2434.0	2746.0	950.0	1307.0	3831.0	227.0	698.0	1628.0	915.0	4872.0	3738.0	2331.0	1451.0	283.0	1236.0	3228.0	3905.0	2912.0	533.0	3326.0	5497.0	1518.0	627.0	2379.0	1765.0	3380.0	7845.0	1000.0	416.0	2985.0	1069.0	3766.0	866.0	2767.0	1428.0	2029.0	1493.0	800.0	3317.0	3550.0	574.0	2158.0	3719.0	303.0	1120.0	2784.0	286.0	1786.0	1834.0	3020.0	169.0	481.0	1896.0	1741.0	9657.0	522.0	3293.0	670.0	316.0
210	257	99	132	1141.0	2569.0	8423.0	220.0	1135.0	2764.0	1779.0	286.0	631.0	4015.0	3307.0	2434.0	2745.0	949.0	1310.0	3831.0	226.0	697.0	1626.0	916.0	4870.0	3738.0	2336.0	1450.0	281.0	1235.0	3228.0	3905.0	2911.0	533.0	3322.0	5498.0	1518.0	628.0	2378.0	1765.0	3378.0	7842.0	998.0	412.0	2983.0	1069.0	3754.0	867.0	2767.0	1428.0	2028.0	1493.0	800.0	3318.0	3550.0	576.0	2162.0	3718.0	303.0	1120.0	2783.0	286.0	1786.0	1834.0	3015.0	168.0	480.0	1895.0	1739.0	9655.0	525.0	3292.0	670.0	316.0
210	219	99	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	255	100	130	1146.0	2526.0	8423.0	221.0	1140.0	2821.0	1779.0	287.0	631.0	4017.0	3309.0	2436.0	2751.0	950.0	1306.0	3831.0	190.0	697.0	1630.0	917.0	4874.0	3738.0	2329.0	1452.0	288.0	1235.0	3227.0	3906.0	2914.0	533.0	3336.0	5498.0	1523.0	626.0	2380.0	1766.0	3383.0	7844.0	1236.0	419.0	2986.0	1068.0	3766.0	866.0	2767.0	1428.0	2093.0	1492.0	801.0	3316.0	3551.0	572.0	2157.0	3720.0	302.0	1120.0	2785.0	284.0	1786.0	1836.0	3021.0	171.0	482.0	1901.0	1741.0	9657.0	522.0	3292.0	670.0	317.0
211	256	100	131	1145.0	2526.0	8432.0	221.0	1137.0	2763.0	1778.0	286.0	630.0	4016.0	3308.0	2436.0	2748.0	951.0	1306.0	3830.0	227.0	697.0	1627.0	915.0	4872.0	3738.0	2330.0	1451.0	283.0	1234.0	3227.0	3907.0	2912.0	533.0	3330.0	5498.0	1521.0	626.0	2378.0	1766.0	3381.0	7841.0	1237.0	416.0	2983.0	1068.0	3753.0	866.0	2768.0	1427.0	2097.0	1491.0	801.0	3316.0	3551.0	574.0	2159.0	3719.0	303.0	1120.0	2784.0	284.0	1786.0	1835.0	3021.0	169.0	481.0	1899.0	1738.0	9657.0	524.0	3291.0	670.0	317.0
211	257	100	132	1145.0	2529.0	8447.0	221.0	1136.0	2761.0	1777.0	287.0	630.0	4015.0	3308.0	2436.0	2747.0	951.0	1308.0	3830.0	227.0	696.0	1626.0	914.0	4871.0	3738.0	2336.0	1450.0	280.0	1233.0	3227.0	3907.0	2912.0	533.0	3328.0	5498.0	1520.0	627.0	2378.0	1765.0	3380.0	7840.0	998.0	414.0	2982.0	1069.0	3752.0	866.0	2771.0	1427.0	2102.0	1491.0	801.0	3317.0	3551.0	576.0	2163.0	3718.0	303.0	1119.0	2783.0	283.0	1785.0	1835.0	3016.0	168.0	480.0	1897.0	1737.0	9655.0	526.0	3291.0	670.0	318.0
211	290	100	140	1132.0	2568.0	8422.0	218.0	1136.0	2735.0	1774.0	288.0	630.0	4007.0	3298.0	2488.0	2729.0	954.0	1375.0	3831.0	227.0	689.0	1619.0	906.0	4846.0	3742.0	2347.0	1450.0	275.0	1236.0	3224.0	3904.0	2792.0	539.0	3319.0	5618.0	1513.0	622.0	2372.0	1762.0	3372.0	7839.0	984.0	403.0	2954.0	1070.0	3749.0	837.0	2842.0	1428.0	2103.0	1483.0	800.0	3311.0	3549.0	572.0	2171.0	3714.0	299.0	1116.0	2777.0	279.0	1736.0	1837.0	3007.0	159.0	476.0	1894.0	1722.0	9654.0	537.0	3282.0	666.0	255.0
211	283	100	138	1133.0	2567.0	8422.0	219.0	1133.0	2734.0	1773.0	285.0	633.0	4007.0	3298.0	2486.0	2730.0	954.0	1375.0	3829.0	226.0	692.0	1618.0	907.0	4847.0	3740.0	2341.0	1450.0	273.0	1229.0	3224.0	3904.0	2790.0	537.0	3319.0	5504.0	1515.0	625.0	2373.0	1763.0	3373.0	7836.0	985.0	392.0	2959.0	1068.0	3751.0	838.0	2899.0	1427.0	2102.0	1485.0	800.0	3312.0	3550.0	576.0	2172.0	3714.0	299.0	1116.0	2778.0	272.0	1737.0	1835.0	3008.0	158.0	476.0	1893.0	1722.0	9647.0	535.0	3285.0	666.0	259.0
211	258	100	133	1145.0	2541.0	8511.0	220.0	1135.0	2752.0	1776.0	287.0	631.0	4014.0	3307.0	2437.0	2736.0	951.0	1372.0	3830.0	226.0	695.0	1623.0	912.0	4870.0	3738.0	2337.0	1450.0	277.0	1230.0	3226.0	3910.0	2799.0	534.0	3322.0	5499.0	1520.0	627.0	2377.0	1765.0	3378.0	7838.0	993.0	403.0	2981.0	1069.0	3751.0	867.0	2778.0	1427.0	2102.0	1490.0	802.0	3317.0	3551.0	576.0	2164.0	3716.0	302.0	1118.0	2782.0	281.0	1743.0	1836.0	3014.0	166.0	480.0	1896.0	1734.0	9654.0	534.0	3291.0	670.0	385.0
211	370	100	158	1135.0	2526.0	8468.0	217.0	1102.0	2679.0	1762.0	258.0	629.0	4025.0	3299.0	2422.0	2726.0	917.0	1244.0	3774.0	156.0	619.0	1626.0	916.0	4873.0	3751.0	2324.0	1442.0	267.0	1250.0	3216.0	3880.0	2795.0	529.0	3323.0	5451.0	1400.0	617.0	2365.0	1761.0	3359.0	7836.0	1018.0	416.0	2918.0	989.0	3743.0	839.0	2761.0	1378.0	2018.0	1486.0	816.0	3287.0	3549.0	544.0	2138.0	3594.0	301.0	1118.0	2769.0	275.0	1739.0	1841.0	2967.0	172.0	432.0	1835.0	1697.0	9654.0	481.0	3291.0	666.0	312.0
212	257	101	132	1156.0	2528.0	8449.0	221.0	1135.0	2752.0	1776.0	287.0	629.0	4015.0	3308.0	2436.0	2736.0	953.0	1307.0	3830.0	226.0	696.0	1624.0	912.0	4872.0	3738.0	2330.0	1450.0	279.0	1232.0	3227.0	3907.0	2913.0	532.0	3329.0	5499.0	1521.0	627.0	2377.0	1765.0	3381.0	7838.0	998.0	414.0	2981.0	1068.0	3750.0	866.0	2767.0	1427.0	2103.0	1489.0	802.0	3316.0	3551.0	575.0	2161.0	3718.0	303.0	1118.0	2783.0	283.0	1746.0	1836.0	3014.0	167.0	480.0	1898.0	1735.0	9655.0	529.0	3290.0	670.0	385.0
213	290	102	140	1135.0	2569.0	8422.0	219.0	1135.0	2735.0	1773.0	290.0	627.0	4007.0	3299.0	2489.0	2728.0	953.0	1375.0	3830.0	228.0	688.0	1619.0	906.0	4846.0	3743.0	2346.0	1450.0	275.0	1234.0	3224.0	3903.0	2791.0	535.0	3321.0	5618.0	1514.0	622.0	2370.0	1762.0	3374.0	7837.0	984.0	405.0	2954.0	1070.0	3748.0	837.0	2841.0	1427.0	2103.0	1477.0	802.0	3311.0	3550.0	570.0	2171.0	3713.0	300.0	1116.0	2777.0	271.0	1736.0	1839.0	3006.0	162.0	475.0	1894.0	1723.0	9654.0	542.0	3281.0	668.0	254.0
213	257	102	132	1156.0	2526.0	8448.0	221.0	1138.0	2749.0	1774.0	288.0	628.0	4014.0	3307.0	2437.0	2736.0	951.0	1306.0	3830.0	226.0	695.0	1623.0	912.0	4872.0	3739.0	2333.0	1449.0	278.0	1230.0	3226.0	3907.0	2791.0	532.0	3335.0	5499.0	1524.0	625.0	2376.0	1765.0	3381.0	7836.0	998.0	414.0	2980.0	1067.0	3749.0	865.0	2765.0	1426.0	2103.0	1488.0	802.0	3316.0	3551.0	574.0	2162.0	3640.0	302.0	1118.0	2782.0	281.0	1744.0	1765.0	3014.0	167.0	479.0	1900.0	1732.0	9654.0	533.0	3289.0	670.0	319.0
213	219	102	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	290	103	140	1135.0	2570.0	8422.0	218.0	1134.0	2736.0	1773.0	291.0	626.0	4006.0	3299.0	2488.0	2728.0	954.0	1377.0	3830.0	228.0	687.0	1618.0	906.0	4845.0	3744.0	2347.0	1449.0	276.0	1234.0	3223.0	3860.0	2791.0	536.0	3322.0	5618.0	1514.0	621.0	2370.0	1743.0	3374.0	7837.0	983.0	406.0	2952.0	1070.0	3748.0	837.0	2841.0	1426.0	2103.0	1475.0	802.0	3312.0	3550.0	568.0	2172.0	3713.0	300.0	1116.0	2776.0	271.0	1735.0	1839.0	3006.0	159.0	474.0	1894.0	1724.0	9654.0	544.0	3281.0	668.0	254.0
214	220	103	107	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	221	104	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	222	104	109	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	290	106	140	1138.0	2571.0	8420.0	216.0	1127.0	2737.0	1772.0	293.0	621.0	4005.0	3301.0	2488.0	2727.0	953.0	1379.0	3828.0	228.0	632.0	1617.0	904.0	4844.0	3744.0	2349.0	1448.0	278.0	1234.0	3219.0	3859.0	2792.0	541.0	3322.0	5617.0	1513.0	620.0	2369.0	1738.0	3374.0	7837.0	982.0	390.0	2949.0	1024.0	3750.0	836.0	2839.0	1424.0	2106.0	1473.0	800.0	3315.0	3549.0	562.0	2175.0	3712.0	298.0	1115.0	2774.0	257.0	1733.0	1836.0	2928.0	156.0	473.0	1893.0	1725.0	9650.0	544.0	3280.0	668.0	254.0
219	223	106	110	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	253	106	128	1154.0	2525.0	8499.0	222.0	1149.0	2757.0	1779.0	292.0	625.0	4018.0	3335.0	2501.0	2753.0	957.0	1383.0	3835.0	230.0	697.0	1626.0	946.0	4873.0	3744.0	2340.0	1463.0	298.0	1236.0	3227.0	3966.0	2914.0	535.0	3342.0	5501.0	1526.0	627.0	2381.0	1766.0	3390.0	7850.0	1239.0	452.0	2984.0	1075.0	3769.0	866.0	2771.0	1426.0	2096.0	1488.0	799.0	3321.0	3562.0	567.0	2211.0	3636.0	303.0	1124.0	2785.0	288.0	1786.0	1764.0	3025.0	174.0	484.0	1911.0	1742.0	9685.0	539.0	3286.0	672.0	385.0
219	295	106	145	1134.0	2576.0	8421.0	212.0	1137.0	2743.0	1771.0	295.0	623.0	4004.0	3351.0	2421.0	2727.0	947.0	1271.0	3784.0	230.0	622.0	1620.0	903.0	4843.0	3744.0	2350.0	1447.0	282.0	1240.0	3216.0	3891.0	2794.0	535.0	3322.0	5613.0	1419.0	618.0	2358.0	1743.0	3370.0	7843.0	986.0	410.0	2943.0	1006.0	3745.0	836.0	2835.0	1348.0	2018.0	1474.0	803.0	3303.0	3550.0	552.0	2172.0	3682.0	296.0	1115.0	2772.0	257.0	1733.0	1795.0	2924.0	166.0	429.0	1891.0	1730.0	9655.0	490.0	3277.0	665.0	230.0
219	302	106	148	1131.0	2577.0	8421.0	211.0	1142.0	2676.0	1769.0	296.0	624.0	4004.0	3310.0	2407.0	2725.0	941.0	1204.0	3780.0	231.0	619.0	1624.0	903.0	4842.0	3745.0	2349.0	1445.0	284.0	1243.0	3213.0	3885.0	2794.0	524.0	3279.0	5455.0	1413.0	616.0	2357.0	1769.0	3369.0	8013.0	1015.0	412.0	2922.0	1001.0	3740.0	838.0	2833.0	1348.0	2015.0	1474.0	763.0	3284.0	3551.0	552.0	2170.0	3674.0	293.0	1115.0	2771.0	256.0	1733.0	1796.0	2923.0	168.0	428.0	1892.0	1732.0	9652.0	488.0	3275.0	666.0	229.0
219	294	106	144	1135.0	2576.0	8420.0	212.0	1137.0	2742.0	1771.0	295.0	623.0	4005.0	3351.0	2422.0	2725.0	947.0	1211.0	3785.0	231.0	624.0	1620.0	904.0	4841.0	3744.0	2351.0	1447.0	282.0	1239.0	3217.0	3892.0	2793.0	520.0	3322.0	5614.0	1429.0	617.0	2359.0	1742.0	3371.0	7841.0	982.0	410.0	2944.0	1007.0	3748.0	834.0	2835.0	1349.0	2017.0	1473.0	801.0	3304.0	3550.0	553.0	2172.0	3683.0	297.0	1114.0	2773.0	256.0	1732.0	1795.0	2922.0	165.0	430.0	1891.0	1730.0	9653.0	490.0	3276.0	667.0	230.0
220	225	107	111	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	226	108	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	227	109	113	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	253	109	128	1204.0	2584.0	8500.0	223.0	1156.0	2758.0	1779.0	296.0	625.0	4023.0	3337.0	2508.0	2755.0	1009.0	1300.0	3835.0	232.0	697.0	1625.0	970.0	4869.0	3743.0	2343.0	1464.0	298.0	1242.0	3230.0	3967.0	2914.0	539.0	3271.0	5627.0	1529.0	673.0	2384.0	1840.0	3394.0	7866.0	1251.0	456.0	2983.0	1088.0	3777.0	873.0	2774.0	1427.0	2125.0	1496.0	811.0	3326.0	3647.0	604.0	2211.0	3748.0	304.0	1126.0	2788.0	295.0	1750.0	1807.0	3030.0	177.0	490.0	1914.0	1738.0	9690.0	525.0	3288.0	678.0	387.0
