alnA	alnB	A	B	YKL154W_10	YKL154W_16	YKL154W_65	YKL154W_01	YKL154W_05	YKL154W_20	YKL154W_04	YKL154W_48	YKL154W_31	YKL154W_13	YKL154W_32	YKL154W_37	YKL154W_30	YKL154W_38	YKL154W_14	YKL154W_47	YKL154W_35	YKL154W_63	YKL154W_12	YKL154W_53	YKL154W_62	YKL154W_18	YKL154W_57	YKL154W_03	YKL154W_51	YKL154W_50	YKL154W_21	YKL154W_06	YKL154W_60	YKL154W_19	YKL154W_22	YKL154W_43	YKL154W_36	YKL154W_49	YKL154W_45	YKL154W_64	YKL154W_67	YKL154W_27	YKL154W_09	YKL154W_26	YKL154W_39	YKL154W_33	YKL154W_17	YKL154W_66	YKL154W_44	YKL154W_07	YKL154W_29	YKL154W_56	YKL154W_34
137	169	73	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	168	74	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	169	74	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	170	74	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	167	74	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	168	76	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	170	76	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	167	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
142	167	78	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
168	385	81	238	5468.0	3340.0	1193.0	4256.0	7330.0	672.0	2456.0	2839.0	3422.0	3591.0	985.0	9195.0	4834.0	5143.0	2342.0	4020.0	8300.0	673.0	4259.0	7581.0	9384.0	3580.0	3220.0	2459.0	4341.0	2491.0	6002.0	9671.0	7133.0	4087.0	4907.0	5682.0	4089.0	2623.0	937.0	7824.0	2804.0	7087.0	968.0	9594.0	6301.0	2826.0	4617.0	596.0	9890.0	631.0	657.0	2710.0	8425.0
168	389	81	241	5486.0	3342.0	1190.0	4254.0	7328.0	675.0	2456.0	2838.0	3421.0	3591.0	1073.0	9196.0	4836.0	5131.0	2342.0	4021.0	8302.0	672.0	4257.0	7583.0	9390.0	3581.0	3221.0	2460.0	4346.0	2495.0	6003.0	9669.0	7132.0	4087.0	4908.0	5684.0	4091.0	2624.0	937.0	7825.0	2772.0	7093.0	972.0	9596.0	6301.0	2824.0	4619.0	597.0	9765.0	630.0	658.0	2712.0	8427.0
168	390	81	242	5486.0	3342.0	1188.0	4253.0	7327.0	718.0	2457.0	2839.0	3421.0	3593.0	1074.0	9197.0	4837.0	5131.0	2344.0	4017.0	8302.0	672.0	4255.0	7583.0	9391.0	3581.0	3222.0	2497.0	4346.0	2497.0	6004.0	9669.0	7133.0	4087.0	4909.0	5685.0	4091.0	2624.0	937.0	7825.0	2772.0	7094.0	973.0	9596.0	6301.0	2823.0	4620.0	598.0	9762.0	629.0	658.0	2713.0	8427.0
170	385	83	238	5485.0	3343.0	1191.0	4256.0	7334.0	714.0	2456.0	2841.0	3424.0	3591.0	1074.0	9195.0	4834.0	5142.0	2340.0	4011.0	8301.0	672.0	4261.0	7583.0	9385.0	3582.0	3220.0	2493.0	4345.0	2491.0	6004.0	9671.0	7133.0	4086.0	4909.0	5685.0	4090.0	2623.0	938.0	7825.0	2771.0	7089.0	971.0	9598.0	6300.0	2829.0	4623.0	598.0	9889.0	632.0	657.0	2712.0	8426.0
171	194	84	99	5528.0	3407.0	1209.0	4301.0	7415.0	777.0	2622.0	2988.0	3469.0	3606.0	1110.0	9208.0	4884.0	5236.0	2522.0	4038.0	8361.0	709.0	4352.0	7623.0	9412.0	3615.0	3230.0	2496.0	4387.0	2707.0	6025.0	9651.0	7187.0	4185.0	5034.0	5693.0	4148.0	2697.0	1150.0	7848.0	2788.0	7132.0	1037.0	9597.0	6307.0	3060.0	4647.0	759.0	9912.0	745.0	660.0	2718.0	8451.0
181	190	91	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	95	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	96	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	96	129	5482.0	3374.0	1198.0	4278.0	7353.0	893.0	2465.0	2970.0	3398.0	3568.0	1034.0	9193.0	4818.0	5151.0	2331.0	3970.0	8305.0	640.0	4159.0	7603.0	9380.0	3615.0	3384.0	2475.0	4372.0	2513.0	6127.0	9792.0	7139.0	4127.0	4949.0	5757.0	4055.0	2627.0	867.0	7979.0	2684.0	7066.0	996.0	9596.0	6372.0	2889.0	4669.0	662.0	9825.0	679.0	657.0	2864.0	8576.0
191	229	96	132	5476.0	3440.0	1203.0	4282.0	7354.0	895.0	2465.0	2973.0	3392.0	3569.0	1035.0	9196.0	4821.0	5152.0	2335.0	3971.0	8308.0	640.0	4160.0	7738.0	9382.0	3618.0	3386.0	2475.0	4376.0	2515.0	6132.0	9793.0	7167.0	4124.0	4952.0	5748.0	4054.0	2628.0	864.0	7981.0	2688.0	7073.0	996.0	9596.0	6370.0	2886.0	4673.0	663.0	9827.0	684.0	652.0	2863.0	8557.0
192	196	97	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	97	132	5479.0	3379.0	1204.0	4280.0	7354.0	897.0	2467.0	2976.0	3398.0	3570.0	1038.0	9197.0	4822.0	5153.0	2372.0	3971.0	8321.0	643.0	4161.0	7739.0	9384.0	3619.0	3386.0	2508.0	4379.0	2517.0	6162.0	9794.0	7169.0	4124.0	4952.0	5748.0	4055.0	2629.0	866.0	7981.0	2689.0	7075.0	998.0	9598.0	6372.0	2887.0	4673.0	663.0	9830.0	688.0	655.0	2864.0	8557.0
193	198	98	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	99	107	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	241	99	140	5467.0	3386.0	1235.0	4288.0	7354.0	906.0	2463.0	2755.0	3387.0	3598.0	1045.0	9213.0	4827.0	5150.0	2375.0	4022.0	8339.0	643.0	4169.0	7693.0	9484.0	3623.0	3396.0	2475.0	4485.0	2540.0	6165.0	9794.0	7168.0	4119.0	4962.0	5749.0	4059.0	2629.0	861.0	7964.0	2708.0	7102.0	993.0	9609.0	6362.0	2877.0	4675.0	666.0	9834.0	823.0	680.0	2870.0	8553.0
195	230	100	133	5479.0	3373.0	1209.0	4278.0	7355.0	902.0	2469.0	2980.0	3400.0	3612.0	1043.0	9208.0	4824.0	5154.0	2375.0	3975.0	8337.0	645.0	4163.0	7740.0	9490.0	3620.0	3386.0	2508.0	4483.0	2524.0	6164.0	9796.0	7174.0	4123.0	4956.0	5748.0	4054.0	2629.0	863.0	7993.0	2688.0	7090.0	998.0	9607.0	6369.0	2883.0	4674.0	665.0	9833.0	832.0	690.0	2866.0	8554.0
195	236	100	136	5475.0	3377.0	1229.0	4285.0	7356.0	904.0	2467.0	2984.0	3395.0	3601.0	1045.0	9212.0	4827.0	5154.0	2374.0	3975.0	8339.0	646.0	4165.0	7696.0	9488.0	3622.0	3395.0	2506.0	4483.0	2534.0	6164.0	9797.0	7173.0	4121.0	4959.0	5748.0	4056.0	2630.0	860.0	7997.0	2748.0	7098.0	998.0	9608.0	6367.0	2878.0	4675.0	667.0	9835.0	828.0	652.0	2867.0	8553.0
195	226	100	129	5484.0	3368.0	1201.0	4273.0	7354.0	895.0	2469.0	2973.0	3406.0	3567.0	1042.0	9194.0	4820.0	5152.0	2375.0	3966.0	8305.0	643.0	4158.0	7746.0	9386.0	3616.0	3383.0	2505.0	4476.0	2517.0	6126.0	9792.0	7172.0	4126.0	4951.0	5758.0	4054.0	2628.0	868.0	7979.0	2681.0	7069.0	996.0	9600.0	6372.0	2889.0	4667.0	663.0	9825.0	686.0	660.0	2866.0	8554.0
195	229	100	132	5482.0	3373.0	1207.0	4278.0	7355.0	902.0	2469.0	2979.0	3401.0	3613.0	1047.0	9207.0	4823.0	5154.0	2375.0	3972.0	8335.0	645.0	4160.0	7745.0	9489.0	3619.0	3386.0	2506.0	4480.0	2523.0	6163.0	9794.0	7173.0	4124.0	4956.0	5750.0	4054.0	2629.0	867.0	7992.0	2684.0	7086.0	998.0	9605.0	6370.0	2885.0	4675.0	664.0	9831.0	833.0	653.0	2866.0	8553.0
195	241	100	140	5468.0	3378.0	1236.0	4319.0	7355.0	907.0	2464.0	2984.0	3389.0	3601.0	1049.0	9218.0	4829.0	5152.0	2377.0	4025.0	8339.0	646.0	4172.0	7665.0	9483.0	3623.0	3398.0	2478.0	4487.0	2542.0	6165.0	9797.0	7169.0	4119.0	4963.0	5750.0	4060.0	2630.0	861.0	7965.0	2747.0	7105.0	995.0	9609.0	6362.0	2876.0	4676.0	667.0	9837.0	827.0	681.0	2871.0	8554.0
195	249	100	145	5466.0	3363.0	1260.0	4276.0	7351.0	909.0	2461.0	2984.0	3387.0	3600.0	1211.0	9282.0	4826.0	5149.0	2378.0	4034.0	8341.0	703.0	4299.0	7657.0	9483.0	3625.0	3385.0	2481.0	4492.0	2543.0	6165.0	9805.0	7169.0	4113.0	4967.0	5757.0	4062.0	2625.0	870.0	7967.0	2750.0	7111.0	991.0	9608.0	6353.0	2874.0	4674.0	668.0	9837.0	828.0	678.0	2817.0	8554.0
196	236	101	136	5475.0	3377.0	1231.0	4284.0	7356.0	906.0	2469.0	2987.0	3398.0	3610.0	1052.0	9219.0	4829.0	5155.0	2376.0	4026.0	8344.0	725.0	4168.0	7696.0	9489.0	3622.0	3398.0	2509.0	4486.0	2538.0	6165.0	9878.0	7174.0	4121.0	4959.0	5746.0	4059.0	2630.0	863.0	8007.0	2751.0	7099.0	999.0	9611.0	6367.0	2880.0	4676.0	668.0	9837.0	832.0	653.0	2868.0	8553.0
196	241	101	140	5468.0	3372.0	1239.0	4321.0	7355.0	908.0	2466.0	2985.0	3391.0	3604.0	1213.0	9226.0	4830.0	5153.0	2379.0	4026.0	8341.0	721.0	4313.0	7665.0	9486.0	3624.0	3399.0	2484.0	4488.0	2545.0	6166.0	9799.0	7171.0	4119.0	4964.0	5749.0	4062.0	2629.0	863.0	7966.0	2750.0	7106.0	997.0	9611.0	6362.0	2877.0	4677.0	668.0	9840.0	836.0	682.0	2873.0	8554.0
202	241	107	140	5477.0	3369.0	1305.0	4325.0	7356.0	948.0	2471.0	2995.0	3400.0	3610.0	1215.0	9289.0	4834.0	5163.0	2384.0	4046.0	8347.0	726.0	4317.0	7660.0	9490.0	3626.0	3406.0	2513.0	4542.0	2548.0	6169.0	9873.0	7186.0	4119.0	4974.0	5748.0	4064.0	2631.0	869.0	8038.0	2751.0	7112.0	999.0	9615.0	6360.0	2879.0	4682.0	670.0	20000.0	845.0	682.0	2950.0	8587.0
202	249	107	145	5474.0	3365.0	1307.0	4280.0	7353.0	918.0	2467.0	3027.0	3396.0	3613.0	1215.0	9288.0	4834.0	5166.0	2384.0	4046.0	8375.0	714.0	4311.0	7657.0	9489.0	3629.0	3409.0	2569.0	4542.0	2557.0	6168.0	9809.0	7181.0	4117.0	4975.0	5754.0	4069.0	2620.0	1116.0	8038.0	2755.0	7114.0	997.0	9617.0	6336.0	2876.0	4682.0	674.0	20000.0	851.0	681.0	2948.0	8561.0
202	246	107	144	5468.0	3364.0	1308.0	4323.0	7353.0	918.0	2466.0	3028.0	3395.0	3612.0	1217.0	9289.0	4834.0	5165.0	2383.0	4047.0	8375.0	714.0	4280.0	7657.0	9489.0	3629.0	3409.0	2568.0	4542.0	2558.0	6168.0	9808.0	7181.0	4118.0	4975.0	5753.0	4067.0	2619.0	1114.0	8038.0	2754.0	7113.0	997.0	9616.0	6336.0	2876.0	4682.0	673.0	9979.0	851.0	680.0	2949.0	8561.0
203	246	108	144	5468.0	3366.0	1308.0	4324.0	7353.0	921.0	2469.0	3029.0	3398.0	3614.0	1220.0	9289.0	4835.0	5172.0	2386.0	4047.0	8375.0	729.0	4280.0	7657.0	9490.0	3630.0	3410.0	2569.0	4509.0	2558.0	6169.0	9811.0	7184.0	4118.0	4977.0	5753.0	4070.0	2619.0	1155.0	8039.0	2755.0	7114.0	997.0	9617.0	6337.0	2877.0	4683.0	674.0	9979.0	852.0	681.0	2900.0	8563.0
203	249	108	145	5477.0	3367.0	1308.0	4324.0	7354.0	946.0	2469.0	3028.0	3402.0	3614.0	1218.0	9289.0	4835.0	5170.0	2388.0	4047.0	8374.0	728.0	4314.0	7656.0	9490.0	3630.0	3410.0	2570.0	4509.0	2558.0	6169.0	9825.0	7184.0	4118.0	4976.0	5755.0	4072.0	2621.0	1156.0	8039.0	2756.0	7115.0	998.0	9618.0	6347.0	2877.0	4683.0	674.0	20000.0	853.0	682.0	2900.0	8563.0
203	250	108	146	5478.0	3368.0	1308.0	4280.0	7353.0	948.0	2468.0	3027.0	3411.0	3615.0	1218.0	9289.0	4835.0	5171.0	2390.0	4046.0	8372.0	727.0	4313.0	7654.0	9490.0	3631.0	3412.0	2569.0	4508.0	2558.0	6147.0	9824.0	7183.0	4116.0	4976.0	5758.0	4073.0	2620.0	1156.0	8039.0	2757.0	7116.0	997.0	9619.0	6336.0	2876.0	4683.0	675.0	20000.0	854.0	682.0	2941.0	8562.0
204	249	109	145	5490.0	3368.0	1308.0	4324.0	7354.0	947.0	2470.0	3028.0	3411.0	3615.0	1221.0	9290.0	4836.0	5173.0	2390.0	4047.0	8374.0	736.0	4314.0	7655.0	9491.0	3631.0	3411.0	2571.0	4508.0	2558.0	6170.0	9824.0	7185.0	4118.0	4979.0	5753.0	4073.0	2621.0	1156.0	8039.0	2756.0	7116.0	999.0	9620.0	6340.0	2877.0	4684.0	675.0	20000.0	854.0	682.0	2897.0	8564.0
204	250	109	146	5490.0	3369.0	1309.0	4324.0	7354.0	949.0	2469.0	3027.0	3412.0	3615.0	1220.0	9290.0	4836.0	5173.0	2392.0	4046.0	8370.0	730.0	4277.0	7653.0	9491.0	3632.0	3413.0	2570.0	4507.0	2559.0	6146.0	9824.0	7185.0	4117.0	4977.0	5757.0	4075.0	2620.0	1156.0	8039.0	2757.0	7117.0	998.0	9622.0	6336.0	2876.0	4684.0	675.0	20000.0	857.0	682.0	2899.0	8562.0
204	389	109	241	5475.0	3398.0	1266.0	4288.0	7351.0	904.0	2456.0	3002.0	3419.0	3619.0	1165.0	9248.0	4870.0	5168.0	2386.0	4036.0	8336.0	697.0	4262.0	7586.0	9415.0	3636.0	3393.0	2557.0	4476.0	2568.0	6098.0	9658.0	7131.0	4097.0	4922.0	5749.0	4106.0	2648.0	940.0	7986.0	2753.0	7112.0	981.0	9648.0	6324.0	2897.0	4660.0	666.0	9844.0	858.0	703.0	2821.0	8538.0
205	250	110	146	5491.0	3372.0	1310.0	4325.0	7354.0	954.0	2471.0	3028.0	3413.0	3617.0	1225.0	9291.0	4840.0	5178.0	2397.0	4048.0	8369.0	737.0	4265.0	7629.0	9492.0	3633.0	3415.0	2570.0	4507.0	2561.0	6173.0	9824.0	7187.0	4118.0	5069.0	5777.0	4078.0	2621.0	1159.0	8040.0	2759.0	7119.0	999.0	9626.0	6340.0	2877.0	4686.0	678.0	20000.0	860.0	684.0	2899.0	8590.0
205	251	110	147	5491.0	3372.0	1310.0	4325.0	7354.0	957.0	2470.0	3027.0	3412.0	3617.0	1225.0	9290.0	4842.0	5177.0	2422.0	4047.0	8365.0	730.0	4263.0	7627.0	9492.0	3633.0	3417.0	2570.0	4506.0	2563.0	6146.0	9823.0	7186.0	4117.0	5068.0	5774.0	4080.0	2621.0	1157.0	8040.0	2759.0	7120.0	999.0	9635.0	6337.0	2876.0	4686.0	676.0	20000.0	862.0	685.0	2899.0	8566.0
205	230	110	133	5496.0	3375.0	1262.0	4281.0	7365.0	922.0	2538.0	3024.0	3427.0	3621.0	1212.0	9308.0	4834.0	5172.0	2430.0	4046.0	8390.0	735.0	4167.0	7639.0	9496.0	3627.0	3407.0	2574.0	4538.0	2522.0	6176.0	9881.0	7413.0	4122.0	4976.0	5750.0	4080.0	2635.0	1168.0	8041.0	2759.0	7111.0	1006.0	9634.0	6374.0	2918.0	4693.0	673.0	20000.0	994.0	717.0	2956.0	8597.0
205	249	110	145	5492.0	3371.0	1310.0	4325.0	7354.0	950.0	2472.0	3029.0	3413.0	3616.0	1225.0	9291.0	4837.0	5177.0	2396.0	4049.0	8373.0	906.0	4267.0	7654.0	9493.0	3632.0	3413.0	2571.0	4508.0	2560.0	6172.0	9824.0	7187.0	4119.0	5070.0	5757.0	4076.0	2621.0	1158.0	8039.0	2758.0	7118.0	999.0	9621.0	6347.0	2879.0	4685.0	678.0	20000.0	859.0	683.0	2896.0	8590.0
205	252	110	148	5491.0	3371.0	1309.0	4326.0	7355.0	984.0	2469.0	3025.0	3412.0	3617.0	1224.0	9289.0	4842.0	5176.0	2421.0	4046.0	8359.0	714.0	4259.0	7625.0	9491.0	3633.0	3418.0	2570.0	4504.0	2567.0	6142.0	9822.0	7186.0	4117.0	5066.0	5772.0	4083.0	2621.0	1157.0	8040.0	2759.0	7124.0	999.0	9637.0	6336.0	2875.0	4686.0	676.0	20000.0	860.0	687.0	2900.0	8565.0
205	389	110	241	5476.0	3362.0	1310.0	4287.0	7352.0	907.0	2456.0	3002.0	3417.0	3620.0	1166.0	9277.0	4870.0	5168.0	2387.0	4038.0	8336.0	696.0	4263.0	7587.0	9417.0	3637.0	3393.0	2559.0	4475.0	2566.0	6099.0	9658.0	7132.0	4098.0	4923.0	5749.0	4106.0	2649.0	941.0	7986.0	2752.0	7114.0	980.0	9650.0	6326.0	2897.0	4661.0	666.0	9845.0	859.0	704.0	2821.0	8539.0
206	252	111	148	5492.0	3373.0	1310.0	4327.0	7356.0	1062.0	2470.0	3026.0	3412.0	3618.0	1225.0	9290.0	4847.0	5184.0	2420.0	4048.0	8359.0	728.0	4251.0	7623.0	9493.0	3634.0	3420.0	2569.0	4504.0	2569.0	6144.0	9822.0	7189.0	4118.0	5065.0	5775.0	4085.0	2622.0	1160.0	8040.0	2760.0	7130.0	999.0	9642.0	6337.0	2875.0	4687.0	678.0	20000.0	865.0	689.0	2900.0	8594.0
206	254	111	150	5491.0	3371.0	1307.0	4280.0	7358.0	1061.0	2467.0	3021.0	3412.0	3617.0	1221.0	9288.0	4857.0	5180.0	2418.0	4046.0	8357.0	705.0	4244.0	7620.0	9491.0	3633.0	3421.0	2568.0	4500.0	2576.0	6141.0	9818.0	7189.0	4117.0	5062.0	5771.0	4087.0	2622.0	1157.0	8039.0	2760.0	7132.0	1000.0	9639.0	6336.0	2872.0	4687.0	676.0	9978.0	861.0	748.0	2824.0	8605.0
206	384	111	237	5478.0	3362.0	1315.0	4285.0	7352.0	912.0	2455.0	3005.0	3476.0	3619.0	1173.0	9288.0	4870.0	5169.0	2391.0	4044.0	8333.0	696.0	4264.0	7587.0	9463.0	3636.0	3395.0	2567.0	4474.0	2566.0	6099.0	9664.0	7134.0	4101.0	4927.0	5751.0	4107.0	2649.0	946.0	7977.0	2753.0	7118.0	976.0	9651.0	6327.0	2894.0	4662.0	667.0	9893.0	858.0	703.0	2819.0	8541.0
206	385	111	238	5479.0	3362.0	1314.0	4286.0	7353.0	911.0	2455.0	3004.0	3476.0	3620.0	1172.0	9287.0	4871.0	5170.0	2391.0	4043.0	8335.0	695.0	4264.0	7587.0	9464.0	3637.0	3394.0	2566.0	4474.0	2565.0	6100.0	9661.0	7134.0	4100.0	4927.0	5750.0	4107.0	2650.0	945.0	7985.0	2752.0	7118.0	977.0	9651.0	6327.0	2895.0	4662.0	667.0	9894.0	859.0	703.0	2820.0	8541.0
206	369	111	222	5482.0	3326.0	1277.0	4279.0	7346.0	920.0	2445.0	3017.0	3420.0	3614.0	1205.0	9284.0	4859.0	5158.0	2399.0	4023.0	8259.0	690.0	4219.0	7607.0	9473.0	3629.0	3405.0	2568.0	4470.0	2504.0	6104.0	9759.0	7180.0	4111.0	4942.0	5744.0	4089.0	2619.0	962.0	8018.0	2760.0	7136.0	979.0	9574.0	6330.0	2842.0	4647.0	669.0	9874.0	859.0	720.0	2818.0	8547.0
206	389	111	241	5477.0	3360.0	1257.0	4286.0	7351.0	908.0	2456.0	3002.0	3412.0	3621.0	1168.0	9286.0	4871.0	5169.0	2388.0	4041.0	8335.0	695.0	4263.0	7588.0	9417.0	3637.0	3393.0	2560.0	4475.0	2564.0	6099.0	9657.0	7131.0	4098.0	4924.0	5749.0	4106.0	2649.0	942.0	7985.0	2751.0	7116.0	978.0	9651.0	6326.0	2897.0	4661.0	666.0	9846.0	860.0	704.0	2820.0	8540.0
207	251	112	147	5493.0	3377.0	1313.0	4327.0	7355.0	1063.0	2473.0	3030.0	3412.0	3618.0	1226.0	9291.0	4848.0	5208.0	2413.0	4050.0	8359.0	830.0	4250.0	7622.0	9494.0	3635.0	3420.0	2570.0	4505.0	2569.0	6147.0	9822.0	7189.0	4118.0	5065.0	5778.0	4085.0	2622.0	1161.0	8040.0	2761.0	7131.0	998.0	9645.0	6340.0	2877.0	4689.0	683.0	9979.0	874.0	687.0	2860.0	8602.0
