alnA	alnB	A	B	YOR089C_43	YOR089C_54	YOR089C_39	YOR089C_67	YOR089C_38	YOR089C_61	YOR089C_70	YOR089C_11	YOR089C_32	YOR089C_36	YOR089C_28	YOR089C_69	YOR089C_56	YOR089C_15	YOR089C_64	YOR089C_10	YOR089C_20	YOR089C_24	YOR089C_12	YOR089C_03	YOR089C_07	YOR089C_44	YOR089C_52	YOR089C_26	YOR089C_17	YOR089C_59	YOR089C_02	YOR089C_33	YOR089C_48	YOR089C_35	YOR089C_60	YOR089C_47	YOR089C_41	YOR089C_27
206	254	82	116	2497.0	4613.0	4057.0	2479.0	6488.0	3088.0	5927.0	4541.0	5040.0	9627.0	2593.0	7750.0	3476.0	7151.0	966.0	1574.0	20000.0	3190.0	8915.0	5843.0	4657.0	4772.0	7473.0	4584.0	6396.0	8902.0	1143.0	8995.0	6552.0	960.0	4822.0	7182.0	4203.0	8700.0
206	384	82	161	2485.0	4193.0	4062.0	2344.0	6273.0	3020.0	5764.0	4196.0	4923.0	9467.0	2344.0	7503.0	3221.0	7065.0	873.0	1539.0	803.0	3013.0	8653.0	5808.0	4480.0	4762.0	7321.0	4464.0	6394.0	8890.0	1107.0	8973.0	5967.0	812.0	4798.0	7137.0	4155.0	8608.0
206	385	82	162	2486.0	4190.0	4063.0	2342.0	6272.0	3020.0	5765.0	4195.0	4921.0	9465.0	2344.0	7503.0	3223.0	7067.0	871.0	1539.0	804.0	3013.0	8652.0	5808.0	4477.0	4761.0	7321.0	4464.0	6394.0	8889.0	1106.0	8973.0	5966.0	810.0	4798.0	7136.0	4154.0	8607.0
206	369	82	148	2490.0	4533.0	4050.0	2468.0	6482.0	3020.0	5764.0	4274.0	5020.0	9555.0	2565.0	7635.0	3361.0	7077.0	948.0	1560.0	832.0	3177.0	8887.0	5823.0	4619.0	4762.0	7555.0	4532.0	6386.0	8894.0	1130.0	8974.0	5984.0	931.0	4816.0	7145.0	4158.0	8619.0
206	389	82	165	2485.0	4190.0	4064.0	2345.0	6263.0	3020.0	5763.0	4178.0	4916.0	9462.0	2338.0	7501.0	3216.0	7067.0	866.0	1532.0	802.0	3010.0	8648.0	5804.0	4470.0	4761.0	6708.0	4461.0	6396.0	8887.0	1100.0	8969.0	5967.0	806.0	4678.0	7136.0	4152.0	8606.0
207	251	83	113	2494.0	4685.0	4059.0	2516.0	6496.0	3099.0	5926.0	4277.0	5036.0	9634.0	2595.0	7755.0	3480.0	7155.0	970.0	1578.0	20000.0	3191.0	8923.0	5906.0	4655.0	4793.0	7471.0	4537.0	6410.0	8896.0	1150.0	9021.0	6554.0	966.0	4848.0	7178.0	4201.0	8702.0
207	252	83	114	2496.0	4684.0	4062.0	2517.0	6493.0	3099.0	5927.0	4280.0	5038.0	9631.0	2595.0	7753.0	3478.0	7154.0	970.0	1578.0	20000.0	3191.0	8920.0	5844.0	4657.0	4796.0	7475.0	4539.0	6410.0	8899.0	1148.0	8998.0	6554.0	965.0	4837.0	7180.0	4202.0	8701.0
207	253	83	115	2544.0	4615.0	4062.0	2484.0	6492.0	3096.0	5928.0	4543.0	5042.0	9629.0	2595.0	7751.0	3478.0	7153.0	968.0	1579.0	20000.0	3191.0	8919.0	5843.0	4660.0	4775.0	7475.0	4584.0	6409.0	8901.0	1146.0	8996.0	6553.0	962.0	4831.0	7183.0	4203.0	8700.0
207	254	83	116	2544.0	4613.0	4061.0	2477.0	6490.0	3087.0	5928.0	4542.0	5045.0	9628.0	2595.0	7750.0	3476.0	7152.0	965.0	1578.0	20000.0	3190.0	8917.0	5842.0	4663.0	4772.0	7475.0	4585.0	6398.0	8902.0	1143.0	8995.0	6553.0	961.0	4825.0	7185.0	4207.0	8699.0
207	227	83	100	2651.0	4699.0	4153.0	2510.0	6520.0	3118.0	5972.0	4282.0	5039.0	9707.0	2564.0	20000.0	3493.0	7161.0	1036.0	1650.0	20000.0	3259.0	20000.0	5949.0	4647.0	4912.0	7482.0	4574.0	6493.0	9100.0	1164.0	9079.0	6717.0	1048.0	4964.0	7182.0	4206.0	20000.0
207	221	83	95	2771.0	20000.0	4222.0	2686.0	6723.0	20000.0	6080.0	4709.0	5050.0	20000.0	2569.0	20000.0	20000.0	20000.0	20000.0	1698.0	20000.0	3297.0	20000.0	5968.0	4660.0	20000.0	20000.0	20000.0	6503.0	20000.0	20000.0	9215.0	20000.0	20000.0	20000.0	7192.0	20000.0	20000.0
207	222	83	96	2664.0	20000.0	4167.0	2687.0	6721.0	3144.0	6044.0	4287.0	5045.0	20000.0	2567.0	20000.0	20000.0	20000.0	20000.0	1694.0	20000.0	3264.0	20000.0	5958.0	4657.0	20000.0	20000.0	4757.0	6500.0	9166.0	20000.0	9212.0	6731.0	20000.0	20000.0	7189.0	4267.0	20000.0
207	226	83	99	2651.0	4700.0	4156.0	2515.0	6520.0	3131.0	5973.0	4283.0	5041.0	9710.0	2565.0	20000.0	20000.0	7164.0	1036.0	1651.0	20000.0	3260.0	20000.0	5951.0	4648.0	4913.0	7485.0	4575.0	6494.0	9102.0	1167.0	9080.0	6721.0	1049.0	4964.0	7182.0	4207.0	20000.0
207	230	83	103	2496.0	4615.0	4062.0	2510.0	6514.0	3112.0	5971.0	4281.0	5037.0	9703.0	2564.0	7934.0	3364.0	7158.0	1035.0	1596.0	20000.0	3162.0	8989.0	5913.0	4645.0	4901.0	7477.0	4539.0	6436.0	9097.0	1162.0	9049.0	6600.0	1007.0	4894.0	7176.0	4202.0	8919.0
208	254	84	116	2544.0	4614.0	4063.0	2477.0	6491.0	3087.0	5929.0	4543.0	5234.0	9628.0	2595.0	7750.0	3425.0	7152.0	965.0	1582.0	20000.0	3190.0	8918.0	5840.0	4673.0	4773.0	7477.0	4586.0	6409.0	8902.0	1142.0	8994.0	6553.0	960.0	4828.0	7187.0	4232.0	8699.0
208	255	84	117	2544.0	4613.0	4063.0	2476.0	6492.0	3086.0	5929.0	4543.0	5232.0	9624.0	2595.0	7749.0	3421.0	7151.0	963.0	1584.0	20000.0	3190.0	8917.0	5840.0	4833.0	4771.0	7476.0	4586.0	6397.0	8904.0	1139.0	8994.0	6553.0	959.0	4827.0	7188.0	4224.0	8698.0
208	256	84	118	2543.0	4612.0	4063.0	2474.0	6491.0	3085.0	5929.0	4542.0	5225.0	9612.0	2594.0	7748.0	3415.0	7150.0	962.0	1584.0	20000.0	3190.0	8914.0	5840.0	4832.0	4768.0	7475.0	4586.0	6395.0	8905.0	1137.0	8993.0	6552.0	958.0	4825.0	7188.0	4220.0	8697.0
208	222	84	96	2774.0	20000.0	20000.0	20000.0	20000.0	20000.0	6086.0	4710.0	5060.0	20000.0	2570.0	20000.0	20000.0	20000.0	20000.0	1696.0	20000.0	3399.0	20000.0	5969.0	20000.0	20000.0	20000.0	20000.0	6503.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	253	85	115	2544.0	4685.0	4066.0	2477.0	6492.0	3089.0	5931.0	4545.0	5237.0	9631.0	2596.0	7751.0	3425.0	7153.0	965.0	1584.0	20000.0	3190.0	8921.0	5840.0	4674.0	4774.0	7479.0	4587.0	6411.0	8902.0	1144.0	8994.0	6554.0	962.0	4831.0	7187.0	4236.0	8699.0
209	254	85	116	2544.0	4615.0	4065.0	2476.0	6492.0	3087.0	5931.0	4544.0	5234.0	9628.0	2595.0	7750.0	3424.0	7152.0	964.0	1586.0	20000.0	3190.0	8919.0	5840.0	4838.0	4773.0	7479.0	4588.0	6410.0	8902.0	1140.0	8993.0	6554.0	961.0	4829.0	7189.0	4230.0	8699.0
209	255	85	117	2543.0	4615.0	4066.0	2475.0	6492.0	3085.0	5931.0	4544.0	5232.0	9612.0	2596.0	7750.0	3420.0	7151.0	963.0	1599.0	20000.0	3190.0	8918.0	5840.0	4833.0	4771.0	7478.0	4588.0	6398.0	8905.0	1139.0	8993.0	6553.0	960.0	4829.0	7190.0	4222.0	8698.0
209	213	85	89	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	219	85	93	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	222	85	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	256	85	118	2542.0	4614.0	4066.0	2474.0	6492.0	3084.0	5931.0	4544.0	5227.0	9607.0	2595.0	7749.0	3417.0	7150.0	962.0	1599.0	20000.0	3190.0	8914.0	5840.0	4780.0	4769.0	7477.0	4588.0	6396.0	8906.0	1138.0	8992.0	6553.0	958.0	4828.0	7190.0	4220.0	8697.0
209	290	85	131	2518.0	4608.0	4053.0	2473.0	6497.0	3054.0	5921.0	4606.0	5204.0	9598.0	2718.0	7637.0	3375.0	7091.0	953.0	1568.0	859.0	3188.0	8907.0	5826.0	4778.0	4755.0	7474.0	4543.0	6385.0	8904.0	1131.0	8990.0	6534.0	952.0	4836.0	7178.0	4212.0	8686.0
209	295	85	136	2513.0	4535.0	4050.0	2474.0	6498.0	3060.0	5918.0	4498.0	5201.0	9591.0	2716.0	7630.0	3361.0	7091.0	951.0	1569.0	20000.0	3186.0	8902.0	5824.0	4778.0	4758.0	7478.0	4539.0	6385.0	8898.0	1130.0	8976.0	6528.0	951.0	4830.0	7178.0	4179.0	8681.0
209	368	85	147	2500.0	4530.0	4060.0	2468.0	6490.0	3023.0	5796.0	4429.0	5046.0	9560.0	2568.0	7633.0	3361.0	7079.0	947.0	1562.0	834.0	3177.0	8892.0	5823.0	4746.0	4772.0	7555.0	4536.0	6385.0	8896.0	1130.0	8977.0	5983.0	936.0	4824.0	7184.0	4158.0	8627.0
209	369	85	148	2501.0	4533.0	4063.0	2469.0	6489.0	3024.0	5795.0	4429.0	5049.0	9562.0	2567.0	7633.0	3361.0	7079.0	948.0	1560.0	832.0	3177.0	8894.0	5824.0	4619.0	4771.0	7551.0	4536.0	6386.0	8897.0	1130.0	8978.0	5986.0	936.0	4825.0	7186.0	4159.0	8627.0
209	283	85	129	2514.0	4608.0	4054.0	2473.0	6497.0	3052.0	5923.0	4606.0	5205.0	9601.0	2716.0	7745.0	3399.0	7146.0	954.0	1569.0	20000.0	3188.0	8908.0	5837.0	4778.0	4756.0	7467.0	4549.0	6384.0	8906.0	1129.0	8990.0	6537.0	953.0	4834.0	7179.0	4213.0	8688.0
209	291	85	132	2518.0	4607.0	4053.0	2474.0	6497.0	3057.0	5920.0	4606.0	5204.0	9596.0	2718.0	7635.0	3372.0	7092.0	952.0	1568.0	861.0	3188.0	8906.0	5826.0	4778.0	4756.0	7475.0	4541.0	6386.0	8903.0	1131.0	8990.0	6534.0	953.0	4834.0	7179.0	4213.0	8686.0
209	292	85	133	2518.0	4607.0	4053.0	2474.0	6497.0	3058.0	5920.0	4506.0	5203.0	9594.0	2717.0	7633.0	3363.0	7091.0	951.0	1568.0	20000.0	3188.0	8906.0	5825.0	4780.0	4757.0	7476.0	4539.0	6386.0	8901.0	1131.0	8989.0	6534.0	953.0	4833.0	7179.0	4182.0	8685.0
209	370	85	149	2500.0	4534.0	4063.0	2469.0	6487.0	3025.0	5793.0	4428.0	5164.0	9562.0	2566.0	7633.0	3361.0	7078.0	948.0	1559.0	818.0	3177.0	8896.0	5826.0	4617.0	4768.0	7544.0	4535.0	6387.0	8899.0	1130.0	8979.0	5989.0	936.0	4825.0	7187.0	4159.0	8628.0
210	290	86	131	2519.0	4609.0	4056.0	2473.0	6497.0	3054.0	5923.0	4604.0	5206.0	9599.0	2718.0	7644.0	3377.0	7090.0	953.0	1568.0	20000.0	3189.0	8908.0	5830.0	4776.0	4758.0	7475.0	4545.0	6387.0	8905.0	1132.0	8990.0	6531.0	953.0	4838.0	7181.0	4212.0	8684.0
210	256	86	118	2542.0	4688.0	4067.0	2474.0	6492.0	3084.0	5932.0	4546.0	5227.0	9606.0	2595.0	7748.0	3418.0	7150.0	962.0	1602.0	20000.0	3190.0	8916.0	5839.0	4745.0	4770.0	7478.0	4711.0	6396.0	8905.0	1137.0	8991.0	6554.0	958.0	4830.0	7191.0	4219.0	8696.0
210	257	86	119	2541.0	4618.0	4067.0	2473.0	6492.0	3082.0	5932.0	4545.0	5224.0	9606.0	2595.0	7747.0	3416.0	7149.0	961.0	1602.0	20000.0	3190.0	8913.0	5839.0	4743.0	4768.0	7478.0	4711.0	6395.0	8906.0	1135.0	8992.0	6553.0	957.0	4830.0	7191.0	4217.0	8695.0
210	219	86	93	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	255	87	117	2543.0	4691.0	4069.0	2474.0	6492.0	3084.0	5934.0	4547.0	5230.0	9605.0	2596.0	7749.0	3419.0	7151.0	961.0	1605.0	20000.0	3190.0	8919.0	5839.0	4743.0	4770.0	7480.0	4713.0	6398.0	8904.0	1136.0	8990.0	6555.0	959.0	4830.0	7194.0	4219.0	8696.0
211	256	87	118	2542.0	4691.0	4069.0	2473.0	6492.0	3083.0	5933.0	4547.0	5226.0	9604.0	2595.0	7748.0	3418.0	7150.0	961.0	1604.0	20000.0	3190.0	8915.0	5839.0	4742.0	4769.0	7479.0	4712.0	6396.0	8905.0	1135.0	8990.0	6554.0	959.0	4831.0	7193.0	4219.0	8695.0
211	257	87	119	2529.0	4692.0	4069.0	2473.0	6492.0	3082.0	5933.0	4547.0	5224.0	9604.0	2595.0	7747.0	3417.0	7149.0	960.0	1603.0	20000.0	3190.0	8913.0	5839.0	4741.0	4768.0	7479.0	4712.0	6395.0	8906.0	1135.0	8991.0	6554.0	958.0	4831.0	7192.0	4216.0	8694.0
211	290	87	131	2519.0	4610.0	4059.0	2474.0	6497.0	3055.0	5928.0	4603.0	5208.0	9599.0	2719.0	7722.0	3413.0	7086.0	952.0	1569.0	20000.0	3189.0	8908.0	5837.0	4774.0	4760.0	7476.0	4550.0	6388.0	8906.0	1133.0	8989.0	6527.0	953.0	4839.0	7182.0	4184.0	8683.0
211	283	87	129	2518.0	4610.0	4061.0	2473.0	6497.0	3053.0	5930.0	4603.0	5210.0	9601.0	2718.0	7739.0	3413.0	7090.0	954.0	1569.0	20000.0	3190.0	8908.0	5839.0	4743.0	4761.0	7473.0	4582.0	6387.0	8907.0	1131.0	8989.0	6531.0	954.0	4839.0	7182.0	4211.0	8685.0
211	258	87	120	2524.0	4619.0	4068.0	2472.0	6493.0	3058.0	5933.0	4547.0	5221.0	9604.0	2595.0	7746.0	3416.0	7149.0	959.0	1575.0	20000.0	3190.0	8911.0	5839.0	4740.0	4765.0	7478.0	4711.0	6393.0	8906.0	1134.0	8991.0	6552.0	957.0	4831.0	7192.0	4215.0	8692.0
211	370	87	149	2504.0	4532.0	4065.0	2469.0	6486.0	3063.0	5797.0	4422.0	4939.0	9569.0	2567.0	7631.0	3360.0	7078.0	947.0	1557.0	814.0	3175.0	8898.0	5826.0	4614.0	4768.0	7540.0	4537.0	6385.0	8899.0	1129.0	8979.0	5988.0	936.0	4829.0	7189.0	4157.0	8650.0
212	257	88	119	2526.0	4693.0	4069.0	2472.0	6493.0	3059.0	5935.0	4555.0	5222.0	9603.0	2595.0	7747.0	3417.0	7149.0	960.0	1578.0	20000.0	3190.0	8912.0	5839.0	4739.0	4768.0	7479.0	4712.0	6395.0	8906.0	1134.0	8990.0	6555.0	958.0	4831.0	7193.0	4216.0	8693.0
213	290	89	131	2519.0	4612.0	4062.0	2473.0	6497.0	3055.0	5931.0	4602.0	5211.0	9598.0	2719.0	7720.0	3373.0	7085.0	952.0	1568.0	20000.0	3190.0	8908.0	5838.0	4771.0	4764.0	7472.0	4559.0	6390.0	8906.0	1102.0	8990.0	6525.0	953.0	4842.0	7181.0	4183.0	8679.0
213	257	89	119	2525.0	4695.0	4071.0	2472.0	6492.0	3058.0	5936.0	4556.0	5222.0	9602.0	2595.0	7634.0	3417.0	7149.0	960.0	1576.0	20000.0	3191.0	8912.0	5839.0	4738.0	4767.0	7479.0	4713.0	6394.0	8906.0	1133.0	8990.0	6555.0	958.0	4832.0	7193.0	4215.0	8692.0
213	219	89	93	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	290	90	131	2519.0	4614.0	4062.0	2473.0	6498.0	3054.0	5931.0	4601.0	5211.0	9597.0	2719.0	7717.0	3369.0	7085.0	951.0	1567.0	20000.0	3191.0	8909.0	5838.0	4771.0	4761.0	7464.0	4556.0	6389.0	8906.0	1104.0	8990.0	6525.0	953.0	4844.0	7181.0	4182.0	8679.0
214	220	90	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	221	91	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	222	91	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	290	93	131	2521.0	4614.0	4060.0	2472.0	6501.0	3053.0	5924.0	4601.0	5211.0	9595.0	2459.0	7631.0	3365.0	7084.0	950.0	1567.0	861.0	3193.0	8910.0	5826.0	4772.0	4652.0	7461.0	4542.0	6386.0	8906.0	1136.0	8991.0	6525.0	952.0	4842.0	7182.0	4179.0	8680.0
219	223	93	97	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	253	93	115	2545.0	4702.0	4080.0	2473.0	6489.0	3086.0	5938.0	4555.0	5266.0	9615.0	2599.0	7633.0	3419.0	7155.0	964.0	1572.0	20000.0	3199.0	8923.0	5843.0	4748.0	4774.0	7495.0	4721.0	6420.0	8907.0	1147.0	8991.0	6565.0	960.0	4850.0	7280.0	4228.0	8696.0
219	295	93	136	2519.0	4532.0	4055.0	2471.0	6510.0	3057.0	5923.0	4598.0	5208.0	9587.0	2613.0	7629.0	3359.0	7170.0	948.0	1564.0	1180.0	3188.0	8907.0	5821.0	4770.0	4773.0	7465.0	4542.0	6385.0	8902.0	1134.0	8988.0	5986.0	950.0	4835.0	7183.0	4173.0	8677.0
219	302	93	139	2517.0	4523.0	4052.0	2470.0	6521.0	3059.0	5923.0	4566.0	5207.0	9583.0	2610.0	7628.0	3358.0	7089.0	948.0	1563.0	1178.0	3186.0	8693.0	5819.0	4767.0	4779.0	7465.0	4544.0	6383.0	8901.0	1132.0	8976.0	5977.0	946.0	4832.0	7143.0	4170.0	8675.0
219	294	93	135	2519.0	4531.0	4057.0	2471.0	6508.0	3056.0	5924.0	4598.0	5208.0	9589.0	2472.0	7630.0	3359.0	7165.0	948.0	1564.0	1179.0	3190.0	8693.0	5821.0	4771.0	4773.0	7463.0	4541.0	6384.0	8903.0	1135.0	8988.0	5983.0	950.0	4837.0	7184.0	4173.0	8678.0
220	225	94	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	226	95	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	227	96	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	253	96	115	2568.0	4712.0	4082.0	2474.0	6490.0	3090.0	5940.0	4606.0	5271.0	9621.0	2724.0	7632.0	3421.0	7158.0	967.0	1570.0	20000.0	3238.0	8926.0	5847.0	4864.0	4812.0	7561.0	4723.0	6423.0	8909.0	1158.0	8991.0	6563.0	961.0	4853.0	7295.0	4378.0	8695.0
223	302	97	139	2518.0	4519.0	4054.0	2471.0	6531.0	3033.0	5904.0	4558.0	5123.0	9581.0	2472.0	7627.0	3356.0	7086.0	948.0	1562.0	1177.0	3162.0	8693.0	5821.0	4611.0	4785.0	7558.0	4543.0	6385.0	8901.0	1134.0	8975.0	5979.0	951.0	4826.0	7139.0	4168.0	8677.0
223	294	97	135	2521.0	4523.0	4058.0	2472.0	6516.0	3053.0	5909.0	4565.0	5209.0	9585.0	2459.0	7628.0	3357.0	7087.0	947.0	1562.0	1177.0	3158.0	8692.0	5820.0	4767.0	4652.0	7554.0	4539.0	6385.0	8903.0	1136.0	8980.0	5982.0	953.0	4831.0	7141.0	4170.0	8680.0
223	297	97	138	2519.0	4520.0	4055.0	2472.0	6529.0	3055.0	5904.0	4559.0	5208.0	9582.0	2472.0	7628.0	3356.0	7089.0	948.0	1562.0	1177.0	3160.0	8693.0	5820.0	4612.0	4783.0	7557.0	4542.0	6385.0	8902.0	1135.0	8978.0	5982.0	951.0	4827.0	7140.0	4169.0	8677.0
223	228	97	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
225	229	98	102	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
226	230	99	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
227	251	100	113	20000.0	20000.0	20000.0	2634.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	8711.0
227	302	100	139	2520.0	4519.0	4055.0	2387.0	6535.0	3054.0	5898.0	4555.0	5026.0	9578.0	2457.0	7627.0	3356.0	7081.0	947.0	1563.0	943.0	3158.0	8693.0	5818.0	4607.0	4677.0	7559.0	4542.0	6385.0	8901.0	1135.0	8975.0	5976.0	952.0	4826.0	7138.0	4162.0	8676.0
227	231	100	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
227	366	100	145	2517.0	4518.0	4059.0	2387.0	6535.0	3024.0	5762.0	4468.0	5022.0	9558.0	2476.0	7628.0	3352.0	7078.0	946.0	1558.0	937.0	3166.0	8888.0	5820.0	4606.0	4855.0	7563.0	4543.0	6385.0	8899.0	1129.0	8979.0	5976.0	937.0	4824.0	7138.0	4159.0	8628.0
227	253	100	115	2578.0	20000.0	4114.0	2628.0	6538.0	3168.0	6059.0	4617.0	5277.0	9643.0	2732.0	7838.0	3429.0	20000.0	1212.0	1618.0	20000.0	3323.0	8957.0	5924.0	20000.0	4996.0	20000.0	4734.0	6475.0	20000.0	1186.0	8996.0	20000.0	967.0	4854.0	20000.0	20000.0	8699.0
228	234	101	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
229	236	102	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	251	103	113	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	249	103	111	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
