alnA	alnB	A	B	YNL090W_36	YNL090W_17	YNL090W_11	YNL090W_19	YNL090W_42	YNL090W_32	YNL090W_28	YNL090W_57	YNL090W_67	YNL090W_51	YNL090W_37	YNL090W_50	YNL090W_66	YNL090W_03	YNL090W_22	YNL090W_60	YNL090W_06	YNL090W_56	YNL090W_21	YNL090W_62	YNL090W_09	YNL090W_15	YNL090W_64	YNL090W_12	YNL090W_05	YNL090W_20	YNL090W_44	YNL090W_24	YNL090W_25	YNL090W_43	YNL090W_40	YNL090W_54	YNL090W_68	YNL090W_30	YNL090W_01	YNL090W_23	YNL090W_65	YNL090W_02	YNL090W_61	YNL090W_41	YNL090W_46	YNL090W_58	YNL090W_55	YNL090W_33	YNL090W_48	YNL090W_49	YNL090W_16
207	253	82	114	1728.0	3853.0	8870.0	3636.0	3248.0	6801.0	4883.0	2790.0	3051.0	1295.0	5535.0	441.0	1886.0	6895.0	1593.0	5639.0	1787.0	7041.0	7504.0	9746.0	6679.0	2762.0	1787.0	802.0	2591.0	1208.0	1378.0	4915.0	1229.0	4981.0	5804.0	2361.0	941.0	8425.0	286.0	7587.0	9194.0	2335.0	9376.0	2507.0	1600.0	9387.0	1092.0	778.0	7281.0	4141.0	4147.0
207	254	82	115	1732.0	3853.0	8851.0	3635.0	3248.0	6799.0	4882.0	2787.0	3050.0	1293.0	5532.0	364.0	1878.0	6893.0	1593.0	5639.0	1785.0	7041.0	7507.0	9744.0	6678.0	2761.0	1785.0	801.0	2591.0	1205.0	1380.0	4914.0	1228.0	4980.0	5804.0	2361.0	939.0	8424.0	287.0	7588.0	9189.0	2331.0	9383.0	2506.0	1600.0	9387.0	1091.0	705.0	7279.0	4139.0	4145.0
207	227	82	100	1720.0	3847.0	8880.0	3725.0	3248.0	6808.0	4951.0	2834.0	2977.0	1456.0	5647.0	506.0	1965.0	7038.0	1641.0	5636.0	1868.0	20000.0	7680.0	9871.0	6706.0	2777.0	1947.0	861.0	2616.0	20000.0	1368.0	4895.0	1343.0	4978.0	5899.0	2373.0	962.0	8443.0	284.0	7590.0	9199.0	2411.0	9440.0	2520.0	1699.0	9389.0	1230.0	788.0	7500.0	4207.0	4261.0
207	221	82	94	20000.0	20000.0	20000.0	3741.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5731.0	20000.0	20000.0	7688.0	20000.0	20000.0	20000.0	20000.0	1058.0	20000.0	20000.0	20000.0	20000.0	20000.0	4982.0	20000.0	20000.0	20000.0	20000.0	293.0	20000.0	20000.0	20000.0	20000.0	2590.0	20000.0	9516.0	1281.0	797.0	20000.0	20000.0	20000.0
207	222	82	95	20000.0	3857.0	20000.0	3740.0	20000.0	20000.0	20000.0	2947.0	20000.0	20000.0	20000.0	20000.0	20000.0	7143.0	20000.0	5725.0	20000.0	20000.0	7687.0	20000.0	20000.0	2863.0	20000.0	1055.0	20000.0	20000.0	1569.0	20000.0	20000.0	4982.0	20000.0	20000.0	983.0	20000.0	290.0	20000.0	9234.0	2422.0	9511.0	2590.0	1757.0	9514.0	1244.0	792.0	20000.0	4294.0	20000.0
207	226	82	99	1864.0	3846.0	8879.0	3725.0	3257.0	6809.0	4992.0	2839.0	2976.0	20000.0	5647.0	506.0	1968.0	7130.0	1642.0	5643.0	1870.0	20000.0	7680.0	20000.0	6708.0	2786.0	1761.0	864.0	2617.0	20000.0	1369.0	20000.0	1350.0	4978.0	5900.0	2374.0	964.0	8444.0	285.0	7591.0	9202.0	2415.0	9439.0	2520.0	1700.0	9390.0	1231.0	788.0	7471.0	4204.0	4311.0
207	230	82	103	1719.0	3830.0	8908.0	3653.0	3243.0	6807.0	4946.0	2796.0	2978.0	1447.0	5553.0	503.0	1828.0	7031.0	1636.0	5635.0	1868.0	7105.0	7507.0	9763.0	6685.0	2775.0	1729.0	859.0	2611.0	1300.0	1369.0	4892.0	1328.0	4977.0	5895.0	2370.0	956.0	8432.0	259.0	7587.0	9197.0	2369.0	9437.0	2516.0	1629.0	9385.0	1221.0	786.0	7333.0	4162.0	4259.0
208	254	83	115	1744.0	3854.0	8867.0	3635.0	3250.0	6800.0	4882.0	2787.0	3050.0	1293.0	5532.0	351.0	1827.0	6892.0	1593.0	5640.0	1785.0	7041.0	7510.0	9747.0	6679.0	2760.0	1784.0	799.0	2604.0	1202.0	1381.0	4913.0	1228.0	4981.0	5805.0	2360.0	940.0	8427.0	290.0	7588.0	9188.0	2327.0	9440.0	2507.0	1600.0	9388.0	1084.0	772.0	7278.0	4138.0	4145.0
208	255	83	116	1733.0	3854.0	8851.0	3634.0	3250.0	6798.0	4881.0	2784.0	2932.0	1292.0	5531.0	337.0	1825.0	6891.0	1592.0	5640.0	1783.0	7041.0	7509.0	9745.0	6679.0	2760.0	1782.0	798.0	2605.0	1201.0	1381.0	4912.0	1227.0	4980.0	5805.0	2360.0	938.0	8428.0	290.0	7589.0	9187.0	2318.0	9440.0	2505.0	1565.0	9388.0	1083.0	697.0	7275.0	4137.0	4143.0
208	256	83	117	1732.0	3853.0	8849.0	3634.0	3250.0	6796.0	4880.0	2781.0	2931.0	1292.0	5528.0	332.0	1820.0	6889.0	1592.0	5640.0	1759.0	7041.0	7507.0	9743.0	6678.0	2758.0	1760.0	774.0	2430.0	1199.0	1382.0	4909.0	1227.0	4979.0	5796.0	2359.0	936.0	8429.0	290.0	7590.0	9185.0	2309.0	9440.0	2505.0	1563.0	9389.0	1078.0	693.0	7274.0	4136.0	4141.0
208	222	83	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	292.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1284.0	798.0	20000.0	20000.0	20000.0
209	253	84	114	1748.0	3855.0	8871.0	3636.0	3253.0	6803.0	4883.0	2791.0	2934.0	1295.0	5587.0	364.0	1885.0	6892.0	1593.0	5643.0	1786.0	7048.0	7512.0	9751.0	6680.0	2761.0	1785.0	799.0	2607.0	1202.0	1380.0	4914.0	1227.0	4982.0	5900.0	2361.0	941.0	8429.0	295.0	7588.0	9189.0	2329.0	9383.0	2509.0	1600.0	9389.0	1083.0	773.0	7277.0	4138.0	4145.0
209	254	84	115	1748.0	3855.0	8869.0	3635.0	3253.0	6801.0	4882.0	2787.0	2932.0	1293.0	5537.0	352.0	1879.0	6891.0	1593.0	5642.0	1784.0	7047.0	7512.0	9749.0	6679.0	2760.0	1783.0	798.0	2607.0	1201.0	1382.0	4912.0	1226.0	4982.0	5904.0	2361.0	940.0	8430.0	296.0	7590.0	9187.0	2316.0	9441.0	2507.0	1565.0	9389.0	1077.0	704.0	7276.0	4137.0	4144.0
209	255	84	116	1746.0	3854.0	8862.0	3634.0	3254.0	6800.0	4882.0	2784.0	2930.0	1292.0	5535.0	337.0	1825.0	6890.0	1592.0	5642.0	1783.0	7042.0	7510.0	9747.0	6679.0	2759.0	1780.0	797.0	2607.0	1200.0	1383.0	4910.0	1226.0	4981.0	5905.0	2360.0	938.0	8430.0	295.0	7591.0	9185.0	2309.0	9441.0	2506.0	1563.0	9389.0	1076.0	695.0	7275.0	4137.0	4142.0
209	213	84	88	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	219	84	92	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	222	84	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
209	256	84	117	1733.0	3853.0	8851.0	3634.0	3272.0	6798.0	4881.0	2780.0	2927.0	1292.0	5531.0	332.0	1819.0	6888.0	1592.0	5641.0	1756.0	7042.0	7509.0	9744.0	6679.0	2758.0	1767.0	774.0	2430.0	1150.0	1384.0	4907.0	1226.0	4980.0	5905.0	2360.0	936.0	8431.0	295.0	7593.0	9182.0	2306.0	9441.0	2505.0	1559.0	9390.0	1071.0	693.0	7273.0	4136.0	4141.0
209	290	84	136	1645.0	3843.0	8811.0	3590.0	3217.0	6756.0	4876.0	2616.0	2730.0	1049.0	5500.0	287.0	1701.0	6863.0	1583.0	5519.0	1735.0	6973.0	7378.0	9731.0	6511.0	2704.0	1608.0	766.0	2181.0	1086.0	1361.0	4763.0	1202.0	4903.0	5771.0	2349.0	893.0	8217.0	294.0	7493.0	9129.0	2277.0	9351.0	2453.0	1483.0	9297.0	999.0	667.0	7145.0	4067.0	4088.0
209	295	84	141	1648.0	3830.0	8815.0	3620.0	3266.0	6764.0	4874.0	2670.0	2803.0	1051.0	5522.0	284.0	1706.0	6877.0	1584.0	5519.0	1741.0	6989.0	7410.0	9735.0	6503.0	2703.0	1608.0	768.0	2339.0	1083.0	1375.0	4807.0	1206.0	4920.0	5766.0	2354.0	922.0	8419.0	283.0	7494.0	9111.0	2268.0	9357.0	2463.0	1489.0	9397.0	1072.0	697.0	7202.0	4114.0	4117.0
209	368	84	153	1654.0	3825.0	8846.0	3627.0	3257.0	6804.0	4803.0	2678.0	2813.0	1044.0	5528.0	287.0	1712.0	6899.0	1590.0	5518.0	1754.0	7007.0	7449.0	9734.0	6482.0	2709.0	1601.0	773.0	2348.0	1081.0	1376.0	4823.0	1206.0	4923.0	5778.0	2357.0	924.0	8415.0	259.0	7498.0	9114.0	2261.0	9372.0	2513.0	1504.0	9390.0	1071.0	731.0	7197.0	4114.0	4123.0
209	369	84	154	1657.0	3828.0	8846.0	3628.0	3258.0	6806.0	4800.0	2679.0	2815.0	1043.0	5527.0	285.0	1714.0	6910.0	1590.0	5519.0	1755.0	7010.0	7445.0	9735.0	6484.0	2710.0	1601.0	772.0	2348.0	1081.0	1375.0	4825.0	1204.0	4924.0	5779.0	2357.0	923.0	8415.0	264.0	7503.0	9114.0	2262.0	9370.0	2515.0	1506.0	9389.0	1069.0	731.0	7198.0	4115.0	4124.0
209	283	84	130	1641.0	3848.0	8812.0	3600.0	3217.0	6594.0	4876.0	2620.0	2732.0	1094.0	5507.0	165.0	1715.0	6879.0	1584.0	5629.0	1736.0	6825.0	7363.0	9672.0	6515.0	2608.0	1612.0	763.0	2185.0	1061.0	1363.0	4759.0	1200.0	4900.0	5769.0	2350.0	898.0	8212.0	202.0	7392.0	9137.0	2293.0	9363.0	2455.0	1513.0	9404.0	992.0	668.0	7147.0	4066.0	4132.0
209	291	84	137	1645.0	3840.0	8814.0	3590.0	3217.0	6757.0	4875.0	2617.0	2731.0	1050.0	5501.0	287.0	1698.0	6863.0	1584.0	5518.0	1735.0	6979.0	7383.0	9732.0	6510.0	2704.0	1608.0	766.0	2192.0	1085.0	1361.0	4764.0	1202.0	4907.0	5770.0	2351.0	894.0	8220.0	293.0	7494.0	9128.0	2273.0	9352.0	2454.0	1485.0	9406.0	1007.0	691.0	7144.0	4067.0	4120.0
209	292	84	138	1645.0	3837.0	8815.0	3592.0	3217.0	6758.0	4875.0	2619.0	2731.0	1050.0	5501.0	286.0	1702.0	6872.0	1583.0	5518.0	1737.0	6984.0	7408.0	9735.0	6509.0	2704.0	1609.0	767.0	2193.0	1083.0	1362.0	4766.0	1204.0	4909.0	5770.0	2351.0	900.0	8383.0	292.0	7495.0	9108.0	2273.0	9353.0	2455.0	1486.0	9406.0	1008.0	693.0	7145.0	4065.0	4118.0
209	370	84	155	1662.0	3831.0	8845.0	3629.0	3258.0	6808.0	4795.0	2681.0	2817.0	1043.0	5526.0	284.0	1715.0	6911.0	1590.0	5520.0	1755.0	7015.0	7443.0	9736.0	6485.0	2710.0	1602.0	770.0	2348.0	1080.0	1373.0	4826.0	1202.0	4898.0	5780.0	2357.0	923.0	8413.0	264.0	7507.0	9112.0	2262.0	9368.0	2516.0	1508.0	9389.0	1067.0	729.0	7201.0	4116.0	4124.0
210	290	85	136	1646.0	3844.0	8814.0	3593.0	3217.0	6760.0	4877.0	2618.0	2732.0	1052.0	5501.0	287.0	1701.0	6871.0	1585.0	5524.0	1735.0	6976.0	7379.0	9734.0	6512.0	2704.0	1611.0	766.0	2190.0	1085.0	1363.0	4767.0	1202.0	4925.0	5769.0	2350.0	896.0	8218.0	296.0	7499.0	9128.0	2283.0	9354.0	2455.0	1486.0	9407.0	1005.0	690.0	7153.0	4072.0	4088.0
210	256	85	117	1747.0	3853.0	8858.0	3633.0	3271.0	6799.0	4882.0	2777.0	2923.0	1292.0	5578.0	331.0	1818.0	6887.0	1592.0	5642.0	1754.0	7042.0	7510.0	9747.0	6679.0	2757.0	1765.0	774.0	2429.0	1149.0	1385.0	4905.0	1225.0	4981.0	5908.0	2360.0	937.0	8433.0	298.0	7594.0	9178.0	2304.0	9442.0	2505.0	1541.0	9392.0	1067.0	693.0	7272.0	4135.0	4139.0
210	257	85	118	1734.0	3852.0	8852.0	3633.0	3272.0	6798.0	4881.0	2775.0	2919.0	1292.0	5532.0	329.0	1815.0	6886.0	1591.0	5641.0	1752.0	7042.0	7509.0	9744.0	6679.0	2756.0	1761.0	773.0	2357.0	1123.0	1385.0	4902.0	1225.0	4980.0	5905.0	2360.0	936.0	8432.0	296.0	7595.0	9176.0	2303.0	9442.0	2505.0	1541.0	9394.0	1066.0	692.0	7227.0	4134.0	4138.0
210	219	85	92	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	255	86	116	1751.0	3855.0	8863.0	3633.0	3271.0	6803.0	4883.0	2777.0	2923.0	1292.0	5579.0	333.0	1818.0	6887.0	1592.0	5644.0	1754.0	7043.0	7513.0	9789.0	6681.0	2757.0	1771.0	775.0	2431.0	1120.0	1389.0	4905.0	1224.0	4983.0	5953.0	2360.0	938.0	8435.0	300.0	7595.0	9178.0	2303.0	9383.0	2507.0	1541.0	9393.0	1065.0	694.0	7272.0	4135.0	4139.0
211	256	86	117	1749.0	3853.0	8859.0	3632.0	3271.0	6801.0	4883.0	2774.0	2918.0	1292.0	5578.0	328.0	1815.0	6886.0	1592.0	5643.0	1752.0	7042.0	7511.0	9775.0	6680.0	2756.0	1765.0	774.0	2428.0	1120.0	1390.0	4903.0	1224.0	4982.0	5910.0	2360.0	937.0	8435.0	300.0	7596.0	9175.0	2303.0	9383.0	2506.0	1540.0	9394.0	1065.0	692.0	7268.0	4135.0	4138.0
211	257	86	118	1734.0	3852.0	8857.0	3631.0	3271.0	6800.0	4884.0	2773.0	2917.0	1292.0	5577.0	323.0	1813.0	6885.0	1592.0	5642.0	1751.0	7042.0	7510.0	9747.0	6680.0	2711.0	1763.0	773.0	2357.0	1119.0	1390.0	4901.0	1223.0	4981.0	5905.0	2360.0	936.0	8434.0	297.0	7596.0	9174.0	2302.0	9383.0	2505.0	1538.0	9395.0	1064.0	691.0	7220.0	4134.0	4137.0
211	290	86	136	1648.0	3844.0	8815.0	3592.0	3216.0	6780.0	4878.0	2619.0	2735.0	1094.0	5502.0	287.0	1702.0	6863.0	1587.0	5526.0	1735.0	6976.0	7380.0	9743.0	6515.0	2703.0	1613.0	766.0	2191.0	1081.0	1377.0	4874.0	1202.0	4931.0	5762.0	2350.0	898.0	8221.0	297.0	7501.0	9128.0	2288.0	9420.0	2456.0	1487.0	9406.0	1003.0	690.0	7215.0	4113.0	4128.0
211	283	86	130	1652.0	3848.0	8819.0	3621.0	3266.0	6786.0	4878.0	2628.0	2817.0	1106.0	5514.0	288.0	1716.0	6878.0	1588.0	5632.0	1737.0	6975.0	7381.0	9744.0	6527.0	2704.0	1634.0	765.0	2337.0	1112.0	1380.0	4894.0	1203.0	4971.0	5767.0	2351.0	909.0	8421.0	298.0	7557.0	9135.0	2293.0	9371.0	2483.0	1515.0	9404.0	999.0	677.0	7217.0	4070.0	4131.0
211	258	86	119	1732.0	3849.0	8852.0	3631.0	3271.0	6798.0	4884.0	2772.0	2916.0	1291.0	5575.0	321.0	1798.0	6883.0	1591.0	5641.0	1750.0	7016.0	7508.0	9744.0	6680.0	2709.0	1760.0	772.0	2354.0	1119.0	1391.0	4898.0	1221.0	4979.0	5792.0	2359.0	935.0	8432.0	296.0	7603.0	9173.0	2301.0	9382.0	2504.0	1535.0	9396.0	1063.0	689.0	7218.0	4133.0	4136.0
211	370	86	155	1662.0	3836.0	8846.0	3628.0	3246.0	6811.0	4791.0	2683.0	2817.0	1043.0	5529.0	282.0	1713.0	6914.0	1590.0	5517.0	1752.0	7017.0	7435.0	9738.0	6485.0	2708.0	1603.0	768.0	2347.0	1076.0	1372.0	4827.0	1199.0	4864.0	5778.0	2357.0	922.0	8414.0	266.0	7508.0	9109.0	2262.0	9374.0	2519.0	1504.0	9393.0	1066.0	736.0	7208.0	4110.0	4127.0
212	257	87	118	1734.0	3850.0	8858.0	3630.0	3271.0	6800.0	4875.0	2771.0	2917.0	1291.0	5577.0	321.0	1798.0	6884.0	1591.0	5643.0	1750.0	7042.0	7510.0	9748.0	6681.0	2709.0	1763.0	773.0	2357.0	1118.0	1393.0	4899.0	1222.0	4982.0	5903.0	2359.0	935.0	8433.0	262.0	7597.0	9173.0	2301.0	9381.0	2505.0	1538.0	9396.0	1062.0	690.0	7218.0	4134.0	4136.0
213	290	88	136	1647.0	3845.0	8811.0	3590.0	3215.0	6578.0	4877.0	2619.0	2730.0	1093.0	5500.0	285.0	1698.0	6860.0	1587.0	5524.0	1734.0	6838.0	7377.0	9755.0	6395.0	2703.0	1614.0	767.0	2188.0	1073.0	1379.0	4772.0	1203.0	4934.0	5759.0	2349.0	895.0	8218.0	299.0	7501.0	9111.0	2288.0	9424.0	2455.0	1487.0	9406.0	1002.0	690.0	7215.0	4117.0	4087.0
213	257	88	118	1751.0	3849.0	8858.0	3630.0	3271.0	6800.0	4871.0	2771.0	2915.0	1291.0	5576.0	320.0	1797.0	6883.0	1591.0	5643.0	1749.0	7013.0	7511.0	9774.0	6679.0	2708.0	1763.0	772.0	2356.0	1117.0	1399.0	4898.0	1221.0	4982.0	5791.0	2358.0	935.0	8436.0	261.0	7597.0	9172.0	2299.0	9380.0	2506.0	1538.0	9396.0	1061.0	690.0	7216.0	4133.0	4135.0
213	219	88	92	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	290	89	136	1644.0	3846.0	8809.0	3590.0	3216.0	6575.0	4876.0	2619.0	2724.0	1091.0	5500.0	284.0	1689.0	6861.0	1589.0	5479.0	1730.0	6836.0	7368.0	9750.0	6393.0	2703.0	1612.0	766.0	2181.0	1068.0	1378.0	4766.0	1202.0	4932.0	5760.0	2348.0	893.0	8215.0	303.0	7455.0	9110.0	2283.0	9423.0	2454.0	1485.0	9406.0	1003.0	689.0	7214.0	4068.0	4083.0
214	220	89	93	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	221	90	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
217	222	90	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	290	92	136	1643.0	3847.0	8807.0	3591.0	3216.0	6573.0	4873.0	2619.0	2722.0	1052.0	5502.0	283.0	1688.0	6862.0	1640.0	5477.0	1728.0	6822.0	7367.0	9741.0	6394.0	2703.0	1609.0	753.0	2180.0	1067.0	1363.0	4764.0	1202.0	4894.0	5769.0	2347.0	893.0	8214.0	315.0	7450.0	9109.0	2278.0	9353.0	2454.0	1484.0	9290.0	1006.0	677.0	7212.0	4063.0	4081.0
219	223	92	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
219	253	92	114	1756.0	3901.0	8865.0	3638.0	3271.0	6810.0	4874.0	2774.0	2932.0	1291.0	5585.0	349.0	1827.0	6885.0	1598.0	5647.0	1753.0	7044.0	7538.0	9789.0	6684.0	2759.0	1780.0	785.0	2429.0	1118.0	1484.0	4910.0	1228.0	5000.0	5974.0	2360.0	937.0	8467.0	305.0	7620.0	9183.0	2303.0	9397.0	2514.0	1551.0	9395.0	1064.0	701.0	7221.0	4137.0	4141.0
219	295	92	141	1646.0	3845.0	8808.0	3622.0	3217.0	6794.0	4866.0	2625.0	2720.0	1051.0	5528.0	281.0	1693.0	6861.0	1627.0	5522.0	1723.0	6982.0	7376.0	9741.0	6390.0	2701.0	1606.0	767.0	2190.0	1074.0	1358.0	4767.0	1202.0	4893.0	5758.0	2350.0	893.0	8219.0	309.0	7492.0	9107.0	2266.0	9414.0	2423.0	1487.0	9404.0	1008.0	693.0	7206.0	4114.0	4083.0
219	302	92	144	1646.0	3851.0	8808.0	3623.0	3217.0	6797.0	4828.0	2625.0	2720.0	1050.0	5528.0	281.0	1693.0	6861.0	1624.0	5520.0	1718.0	6990.0	7376.0	9740.0	6392.0	2699.0	1601.0	770.0	2190.0	1074.0	1356.0	4770.0	1202.0	4881.0	5754.0	2351.0	894.0	8426.0	276.0	7464.0	9107.0	2264.0	9400.0	2420.0	1490.0	9397.0	1010.0	699.0	7204.0	4115.0	4084.0
219	294	92	140	1645.0	3845.0	8808.0	3621.0	3217.0	6769.0	4868.0	2626.0	2721.0	1052.0	5529.0	280.0	1693.0	6860.0	1628.0	5522.0	1726.0	6981.0	7376.0	9741.0	6390.0	2701.0	1607.0	767.0	2191.0	1074.0	1358.0	4766.0	1203.0	4892.0	5759.0	2349.0	898.0	8216.0	308.0	7493.0	9106.0	2268.0	9414.0	2424.0	1487.0	9405.0	1008.0	693.0	7207.0	4063.0	4084.0
220	225	93	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	226	94	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	227	95	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	253	95	114	1757.0	3922.0	8890.0	3642.0	3274.0	6814.0	4967.0	2806.0	3156.0	1292.0	5589.0	351.0	1827.0	6889.0	1625.0	5649.0	1753.0	7142.0	7542.0	9789.0	6730.0	2775.0	1785.0	787.0	2430.0	1117.0	1490.0	4913.0	1235.0	5076.0	5980.0	2362.0	933.0	8468.0	307.0	7630.0	9230.0	2307.0	9453.0	2517.0	1594.0	9397.0	1066.0	705.0	7220.0	4139.0	4144.0
223	302	96	144	1647.0	3855.0	8809.0	3627.0	3226.0	6768.0	4861.0	2626.0	2801.0	1046.0	5536.0	283.0	1713.0	6863.0	1624.0	5521.0	1720.0	6989.0	7383.0	9736.0	6484.0	2701.0	1600.0	771.0	2194.0	1076.0	1355.0	4775.0	1202.0	4880.0	5762.0	2350.0	910.0	8433.0	273.0	7486.0	9109.0	2264.0	9356.0	2423.0	1492.0	9397.0	1061.0	726.0	7199.0	4111.0	4116.0
